INE_ID,Concelho,Inscritos,Votantes,Brancos,Nulos,Sigla,Votos,Votos (%),Mandatos,Tipo,Abstention (%)
1605,PAREDES DE COURA,9650,6327,134.0,103,PCP-PEV,272.0,"4,47",0.0,Coligação,34.4352331606
1013,PEDRÓGÃO GRANDE,3604,2313,69.0,59,PPD/PSD,1309.0,"59,91",3.0,Partido,35.8213096559
1013,PEDRÓGÃO GRANDE,3604,2313,69.0,59,PS,846.0,"38,72",2.0,Partido,35.8213096559
1013,PEDRÓGÃO GRANDE,3604,2313,69.0,59,PCP-PEV,30.0,"1,37",0.0,Coligação,35.8213096559
613,PENACOVA,14938,8515,232.0,213,PS,4390.0,"54,4",4.0,Partido,42.9977239256
613,PENACOVA,14938,8515,232.0,213,PCP-PEV,502.0,"6,22",0.0,Coligação,42.9977239256
613,PENACOVA,14938,8515,232.0,213,PPD/PSD.CDS-PP,3178.0,"39,38",3.0,Coligação,42.9977239256
1311,PENAFIEL,62440,44029,872.0,801,B.E.,604.0,"1,43",0.0,Partido,29.4859064702
1311,PENAFIEL,62440,44029,872.0,801,PS,18148.0,"42,85",4.0,Partido,29.4859064702
1311,PENAFIEL,62440,44029,872.0,801,PCP-PEV,1395.0,"3,29",0.0,Coligação,29.4859064702
1311,PENAFIEL,62440,44029,872.0,801,PPD/PSD.CDS-PP,22209.0,"52,43",5.0,Coligação,29.4859064702
1811,PENALVA DO CASTELO,8766,5458,109.0,138,PS,2768.0,"53,12",3.0,Partido,37.736710016
1811,PENALVA DO CASTELO,8766,5458,109.0,138,PCP-PEV,178.0,"3,42",0.0,Coligação,37.736710016
1811,PENALVA DO CASTELO,8766,5458,109.0,138,PPD/PSD.CDS-PP,2265.0,"43,47",2.0,Coligação,37.736710016
507,PENAMACOR,5579,3797,83.0,126,CDS-PP,340.0,"9,48",0.0,Partido,31.9412081018
507,PENAMACOR,5579,3797,83.0,126,PS,2029.0,"56,55",3.0,Partido,31.9412081018
507,PENAMACOR,5579,3797,83.0,126,PCP-PEV,77.0,"2,15",0.0,Coligação,31.9412081018
507,PENAMACOR,5579,3797,83.0,126,PPD/PSD.MPT,1142.0,"31,83",2.0,Coligação,31.9412081018
1812,PENEDONO,3602,2089,49.0,61,CDS-PP,74.0,"3,74",0.0,Partido,42.0044419767
1812,PENEDONO,3602,2089,49.0,61,PPD/PSD,1238.0,"62,56",3.0,Partido,42.0044419767
1812,PENEDONO,3602,2089,49.0,61,PS,642.0,"32,44",2.0,Partido,42.0044419767
1812,PENEDONO,3602,2089,49.0,61,PCP-PEV,25.0,"1,26",0.0,Coligação,42.0044419767
614,PENELA,5303,3361,105.0,70,CDS-PP,43.0,"1,35",0.0,Partido,36.6207806902
614,PENELA,5303,3361,105.0,70,PPD/PSD,1724.0,"54,11",3.0,Partido,36.6207806902
614,PENELA,5303,3361,105.0,70,PS,1345.0,"42,22",2.0,Partido,36.6207806902
614,PENELA,5303,3361,105.0,70,PCP-PEV,74.0,"2,32",0.0,Coligação,36.6207806902
1014,PENICHE,25384,10977,525.0,298,B.E.,218.0,"2,15",0.0,Partido,56.7562243933
1014,PENICHE,25384,10977,525.0,298,CDS-PP,229.0,"2,26",0.0,Partido,56.7562243933
1014,PENICHE,25384,10977,525.0,298,PPD/PSD,2512.0,"24,74",2.0,Partido,56.7562243933
1014,PENICHE,25384,10977,525.0,298,PS,2660.0,"26,2",2.0,Partido,56.7562243933
1014,PENICHE,25384,10977,525.0,298,PCP-PEV,4535.0,"44,66",3.0,Coligação,56.7562243933
1708,PESO DA RÉGUA,16861,9904,272.0,269,PPD/PSD,5587.0,"59,67",4.0,Partido,41.2608979301
1708,PESO DA RÉGUA,16861,9904,272.0,269,PS,3364.0,"35,93",3.0,Partido,41.2608979301
1708,PESO DA RÉGUA,16861,9904,272.0,269,PCP-PEV,412.0,"4,4",0.0,Coligação,41.2608979301
910,PINHEL,10236,6485,192.0,186,CDS-PP,531.0,"8,69",0.0,Partido,36.6451738961
910,PINHEL,10236,6485,192.0,186,PPD/PSD,3542.0,58,5.0,Partido,36.6451738961
910,PINHEL,10236,6485,192.0,186,PS,1906.0,"31,21",2.0,Partido,36.6451738961
910,PINHEL,10236,6485,192.0,186,PCP-PEV,128.0,"2,1",0.0,Coligação,36.6451738961
1015,POMBAL,55115,24728,1382.0,811,CDS-PP,1528.0,"6,78",0.0,Partido,55.1338111222
1015,POMBAL,55115,24728,1382.0,811,PPD/PSD,13598.0,"60,34",6.0,Partido,55.1338111222
1015,POMBAL,55115,24728,1382.0,811,PS,6620.0,"29,38",3.0,Partido,55.1338111222
1015,POMBAL,55115,24728,1382.0,811,PCP-PEV,789.0,"3,5",0.0,Coligação,55.1338111222
4203,PONTA DELGADA,63817,29311,604.0,340,B.E.,634.0,"2,23",0.0,Partido,54.0702320698
4203,PONTA DELGADA,63817,29311,604.0,340,CDS-PP,250.0,"0,88",0.0,Partido,54.0702320698
4203,PONTA DELGADA,63817,29311,604.0,340,PPD/PSD,14612.0,"51,51",5.0,Partido,54.0702320698
4203,PONTA DELGADA,63817,29311,604.0,340,PS,12260.0,"43,22",4.0,Partido,54.0702320698
4203,PONTA DELGADA,63817,29311,604.0,340,PCP-PEV,611.0,"2,15",0.0,Coligação,54.0702320698
1714,VILA REAL,50906,30588,755.0,643,B.E.,591.0,"2,02",0.0,Partido,39.9127804188
1714,VILA REAL,50906,30588,755.0,643,CDS-PP,1473.0,"5,05",0.0,Partido,39.9127804188
1714,VILA REAL,50906,30588,755.0,643,PPD/PSD,12929.0,"44,29",4.0,Partido,39.9127804188
1714,VILA REAL,50906,30588,755.0,643,PS,13458.0,"46,1",5.0,Partido,39.9127804188
1714,VILA REAL,50906,30588,755.0,643,PCP-PEV,739.0,"2,53",0.0,Coligação,39.9127804188
816,VILA REAL DE SANTO ANTÓNIO,16869,8842,260.0,224,B.E.,333.0,"3,98",0.0,Partido,47.584326279
816,VILA REAL DE SANTO ANTÓNIO,16869,8842,260.0,224,CDS-PP,98.0,"1,17",0.0,Partido,47.584326279
816,VILA REAL DE SANTO ANTÓNIO,16869,8842,260.0,224,PPD/PSD,4745.0,"56,77",4.0,Partido,47.584326279
816,VILA REAL DE SANTO ANTÓNIO,16869,8842,260.0,224,PS,2035.0,"24,35",2.0,Partido,47.584326279
816,VILA REAL DE SANTO ANTÓNIO,16869,8842,260.0,224,PCP-PEV,1147.0,"13,72",1.0,Coligação,47.584326279
511,VILA VELHA DE RÓDÃO,3125,2232,44.0,40,CDS-PP,59.0,"2,75",0.0,Partido,28.576
511,VILA VELHA DE RÓDÃO,3125,2232,44.0,40,PPD/PSD,459.0,"21,37",1.0,Partido,28.576
511,VILA VELHA DE RÓDÃO,3125,2232,44.0,40,PS,1549.0,"72,11",4.0,Partido,28.576
511,VILA VELHA DE RÓDÃO,3125,2232,44.0,40,PCP-PEV,81.0,"3,77",0.0,Coligação,28.576
313,VILA VERDE,48227,29170,892.0,500,CDS-PP,1104.0,"3,97",0.0,Partido,39.5152093226
313,VILA VERDE,48227,29170,892.0,500,PPD/PSD,13419.0,"48,31",4.0,Partido,39.5152093226
313,VILA VERDE,48227,29170,892.0,500,PS,12626.0,"45,45",3.0,Partido,39.5152093226
313,VILA VERDE,48227,29170,892.0,500,PCP-PEV,629.0,"2,26",0.0,Coligação,39.5152093226
714,VILA VIÇOSA,7278,4896,96.0,73,PS,1199.0,"25,36",1.0,Partido,32.7287716406
714,VILA VIÇOSA,7278,4896,96.0,73,PCP-PEV,2126.0,"44,98",3.0,Coligação,32.7287716406
714,VILA VIÇOSA,7278,4896,96.0,73,PPD/PSD.CDS-PP,443.0,"9,37",0.0,Coligação,32.7287716406
714,VILA VIÇOSA,7278,4896,96.0,73,MUC,778.0,"16,46",1.0,Grupos Cidadãos Eleitores,32.7287716406
714,VILA VIÇOSA,7278,4896,96.0,73,CIEMO,181.0,"3,83",0.0,Grupos Cidadãos Eleitores,32.7287716406
411,VIMIOSO,6329,3813,82.0,95,CDS-PP,0.0,0,0.0,Partido,39.7535155633
411,VIMIOSO,6329,3813,82.0,95,PPD/PSD,2231.0,"61,36",3.0,Partido,39.7535155633
411,VIMIOSO,6329,3813,82.0,95,PS,1369.0,"37,65",2.0,Partido,39.7535155633
411,VIMIOSO,6329,3813,82.0,95,PCP-PEV,36.0,"0,99",0.0,Coligação,39.7535155633
412,VINHAIS,11178,7101,161.0,193,PS,4209.0,"62,38",5.0,Partido,36.4734299517
412,VINHAIS,11178,7101,161.0,193,PCP-PEV,112.0,"1,66",0.0,Coligação,36.4734299517
412,VINHAIS,11178,7101,161.0,193,CDS-PP.PPD/PSD,2426.0,"35,96",2.0,Coligação,36.4734299517
1823,VISEU,95954,46200,2513.0,1855,B.E.,1753.0,"4,19",0.0,Partido,51.8519290493
1823,VISEU,95954,46200,2513.0,1855,CDS-PP,4432.0,"10,59",1.0,Partido,51.8519290493
1823,VISEU,95954,46200,2513.0,1855,PPD/PSD,21406.0,"51,17",5.0,Partido,51.8519290493
1823,VISEU,95954,46200,2513.0,1855,PS,12385.0,"29,61",3.0,Partido,51.8519290493
1823,VISEU,95954,46200,2513.0,1855,PCP-PEV,1856.0,"4,44",0.0,Coligação,51.8519290493
314,VIZELA,20725,12762,355.0,226,B.E.,403.0,"3,31",0.0,Partido,38.4221954162
314,VIZELA,20725,12762,355.0,226,PS,6100.0,"50,08",4.0,Partido,38.4221954162
314,VIZELA,20725,12762,355.0,226,PCP-PEV,606.0,"4,97",0.0,Coligação,38.4221954162
314,VIZELA,20725,12762,355.0,226,PPD/PSD.CDS-PP,5072.0,"41,64",3.0,Coligação,38.4221954162
1824,VOUZELA,10124,6752,215.0,123,B.E.,223.0,"3,48",0.0,Partido,33.3069932833
1824,VOUZELA,10124,6752,215.0,123,CDS-PP,180.0,"2,81",0.0,Partido,33.3069932833
1824,VOUZELA,10124,6752,215.0,123,PPD/PSD,3329.0,"51,9",4.0,Partido,33.3069932833
1824,VOUZELA,10124,6752,215.0,123,PS,2606.0,"40,63",3.0,Partido,33.3069932833
1824,VOUZELA,10124,6752,215.0,123,PCP-PEV,76.0,"1,18",0.0,Coligação,33.3069932833
802,ALCOUTIM,2833,2150,52.0,42,PPD/PSD,908.0,"44,16",2.0,Partido,24.1087186728
802,ALCOUTIM,2833,2150,52.0,42,PS,1094.0,"53,21",3.0,Partido,24.1087186728
802,ALCOUTIM,2833,2150,52.0,42,PCP-PEV,54.0,"2,63",0.0,Coligação,24.1087186728
1101,ALENQUER,34660,17600,775.0,463,B.E.,1128.0,"6,89",0.0,Partido,49.2210040392
1101,ALENQUER,34660,17600,775.0,463,PS,7395.0,"45,2",4.0,Partido,49.2210040392
1101,ALENQUER,34660,17600,775.0,463,PCP-PEV,2918.0,"17,83",1.0,Coligação,49.2210040392
1101,ALENQUER,34660,17600,775.0,463,PPD/PSD.CDS-PP.MPT.PPM,4921.0,"30,08",2.0,Coligação,49.2210040392
401,ALFÂNDEGA DA FÉ,5841,4032,98.0,109,PS,2204.0,"57,62",3.0,Partido,30.9707241911
401,ALFÂNDEGA DA FÉ,5841,4032,98.0,109,PCP-PEV,65.0,"1,7",0.0,Coligação,30.9707241911
401,ALFÂNDEGA DA FÉ,5841,4032,98.0,109,PPD/PSD.CDS-PP,1556.0,"40,68",2.0,Coligação,30.9707241911
1701,ALIJÓ,13140,8288,193.0,254,CDS-PP,254.0,"3,24",0.0,Partido,36.9254185693
1701,ALIJÓ,13140,8288,193.0,254,PPD/PSD,3311.0,"42,23",3.0,Partido,36.9254185693
1701,ALIJÓ,13140,8288,193.0,254,PS,2355.0,"30,03",2.0,Partido,36.9254185693
1701,ALIJÓ,13140,8288,193.0,254,PCP-PEV,158.0,"2,02",0.0,Coligação,36.9254185693
1701,ALIJÓ,13140,8288,193.0,254,MAIS,1763.0,"22,48",2.0,Grupos Cidadãos Eleitores,36.9254185693
803,ALJEZUR,4357,2628,127.0,55,PPD/PSD,422.0,"17,25",1.0,Partido,39.6832683039
803,ALJEZUR,4357,2628,127.0,55,PS,1651.0,"67,5",4.0,Partido,39.6832683039
803,ALJEZUR,4357,2628,127.0,55,PCP-PEV,373.0,"15,25",0.0,Coligação,39.6832683039
201,ALJUSTREL,8640,6306,94.0,59,PS,3646.0,"59,26",3.0,Partido,27.0138888889
201,ALJUSTREL,8640,6306,94.0,59,PCP-PEV,2429.0,"39,48",2.0,Coligação,27.0138888889
201,ALJUSTREL,8640,6306,94.0,59,PPD/PSD.CDS-PP,78.0,"1,27",0.0,Coligação,27.0138888889
1503,ALMADA,149539,60593,2802.0,2490,B.E.,3244.0,"5,87",0.0,Partido,59.4801356168
1503,ALMADA,149539,60593,2802.0,2490,CDS-PP,1504.0,"2,72",0.0,Partido,59.4801356168
1503,ALMADA,149539,60593,2802.0,2490,PAN,1409.0,"2,55",0.0,Partido,59.4801356168
1503,ALMADA,149539,60593,2802.0,2490,PCTP/MRPP,1337.0,"2,42",0.0,Partido,59.4801356168
1503,ALMADA,149539,60593,2802.0,2490,PPD/PSD,8446.0,"15,27",2.0,Partido,59.4801356168
1503,ALMADA,149539,60593,2802.0,2490,PS,15574.0,"28,16",3.0,Partido,59.4801356168
1503,ALMADA,149539,60593,2802.0,2490,PTP,308.0,"0,56",0.0,Partido,59.4801356168
1503,ALMADA,149539,60593,2802.0,2490,PCP-PEV,23479.0,"42,46",6.0,Coligação,59.4801356168
902,ALMEIDA,7899,4958,148.0,132,PS,1715.0,"36,66",2.0,Partido,37.2325610837
902,ALMEIDA,7899,4958,148.0,132,PCP-PEV,170.0,"3,63",0.0,Coligação,37.2325610837
902,ALMEIDA,7899,4958,148.0,132,PPD/PSD.CDS-PP,2793.0,"59,71",3.0,Coligação,37.2325610837
1403,ALMEIRIM,20068,10096,293.0,214,PS,5950.0,"62,05",5.0,Partido,49.6910504285
1403,ALMEIRIM,20068,10096,293.0,214,PCP-PEV,1163.0,"12,13",1.0,Coligação,49.6910504285
1403,ALMEIRIM,20068,10096,293.0,214,PPD/PSD.CDS-PP.MPT,1163.0,"12,13",1.0,Coligação,49.6910504285
1403,ALMEIRIM,20068,10096,293.0,214,MICA2013,809.0,"8,44",0.0,Grupos Cidadãos Eleitores,49.6910504285
1403,ALMEIRIM,20068,10096,293.0,214,mzg,504.0,"5,26",0.0,Grupos Cidadãos Eleitores,49.6910504285
202,ALMODÔVAR,6896,5014,86.0,104,B.E.,51.0,"1,06",0.0,Partido,27.2911832947
202,ALMODÔVAR,6896,5014,86.0,104,PPD/PSD,1357.0,"28,13",1.0,Partido,27.2911832947
202,ALMODÔVAR,6896,5014,86.0,104,PS,1761.0,"36,5",2.0,Partido,27.2911832947
202,ALMODÔVAR,6896,5014,86.0,104,PCP-PEV,110.0,"2,28",0.0,Coligação,27.2911832947
202,ALMODÔVAR,6896,5014,86.0,104,IPA,1545.0,"32,03",2.0,Grupos Cidadãos Eleitores,27.2911832947
1404,ALPIARÇA,6520,3990,156.0,92,PS,848.0,"22,66",1.0,Partido,38.8036809816
1404,ALPIARÇA,6520,3990,156.0,92,PCP-PEV,2139.0,"57,16",3.0,Coligação,38.8036809816
1404,ALPIARÇA,6520,3990,156.0,92,PPD/PSD.MPT,755.0,"20,18",1.0,Coligação,38.8036809816
1201,ALTER DO CHÃO,3080,2132,56.0,53,CDS-PP,108.0,"5,34",0.0,Partido,30.7792207792
1201,ALTER DO CHÃO,3080,2132,56.0,53,PPD/PSD,861.0,"42,56",2.0,Partido,30.7792207792
1201,ALTER DO CHÃO,3080,2132,56.0,53,PS,763.0,"37,72",2.0,Partido,30.7792207792
1201,ALTER DO CHÃO,3080,2132,56.0,53,PCP-PEV,291.0,"14,38",1.0,Coligação,30.7792207792
1002,ALVAIÁZERE,7010,4323,115.0,126,CDS-PP,724.0,"17,74",1.0,Partido,38.3309557775
1002,ALVAIÁZERE,7010,4323,115.0,126,PPD/PSD,2503.0,"61,32",3.0,Partido,38.3309557775
1002,ALVAIÁZERE,7010,4323,115.0,126,PS,810.0,"19,84",1.0,Partido,38.3309557775
1002,ALVAIÁZERE,7010,4323,115.0,126,PCP-PEV,45.0,"1,1",0.0,Coligação,38.3309557775
203,ALVITO,2012,1416,28.0,37,PS,441.0,"32,64",2.0,Partido,29.6222664016
203,ALVITO,2012,1416,28.0,37,PCP-PEV,639.0,"47,3",2.0,Coligação,29.6222664016
203,ALVITO,2012,1416,28.0,37,PPD/PSD.CDS-PP,271.0,"20,06",1.0,Coligação,29.6222664016
1115,AMADORA,146548,59853,3014.0,2640,B.E.,3231.0,"5,96",0.0,Partido,59.1580915468
1115,AMADORA,146548,59853,3014.0,2640,PCTP/MRPP,909.0,"1,68",0.0,Partido,59.1580915468
1115,AMADORA,146548,59853,3014.0,2640,PS,27204.0,"50,19",7.0,Partido,59.1580915468
1115,AMADORA,146548,59853,3014.0,2640,PTP,599.0,"1,11",0.0,Partido,59.1580915468
1115,AMADORA,146548,59853,3014.0,2640,PCP-PEV,11458.0,"21,14",2.0,Coligação,59.1580915468
1115,AMADORA,146548,59853,3014.0,2640,PPD/PSD.CDS-PP,10798.0,"19,92",2.0,Coligação,59.1580915468
1301,AMARANTE,54232,32806,713.0,550,B.E.,575.0,"1,82",0.0,Partido,39.5080395339
1301,AMARANTE,54232,32806,713.0,550,PS,12319.0,"39,05",4.0,Partido,39.5080395339
1301,AMARANTE,54232,32806,713.0,550,PCP-PEV,679.0,"2,15",0.0,Coligação,39.5080395339
1301,AMARANTE,54232,32806,713.0,550,PPD/PSD.CDS-PP,12824.0,"40,66",4.0,Coligação,39.5080395339
1301,AMARANTE,54232,32806,713.0,550,iast,5146.0,"16,31",1.0,Grupos Cidadãos Eleitores,39.5080395339
301,AMARES,19616,11985,358.0,251,PS,4428.0,"38,92",3.0,Partido,38.9019168026
301,AMARES,19616,11985,358.0,251,PCP-PEV,398.0,"3,5",0.0,Coligação,38.9019168026
301,AMARES,19616,11985,358.0,251,PPD/PSD.CDS-PP,2907.0,"25,55",2.0,Coligação,38.9019168026
301,AMARES,19616,11985,358.0,251,AP,3643.0,"32,02",2.0,Grupos Cidadãos Eleitores,38.9019168026
103,ANADIA,28424,15394,586.0,424,CDS-PP,556.0,"3,87",0.0,Partido,45.8415423586
103,ANADIA,28424,15394,586.0,424,PPD/PSD,4846.0,"33,69",3.0,Partido,45.8415423586
103,ANADIA,28424,15394,586.0,424,PS,2128.0,"14,79",1.0,Partido,45.8415423586
103,ANADIA,28424,15394,586.0,424,PCP-PEV,476.0,"3,31",0.0,Coligação,45.8415423586
103,ANADIA,28424,15394,586.0,424,M.I.A.P.,6378.0,"44,34",3.0,Grupos Cidadãos Eleitores,45.8415423586
4301,ANGRA DO HEROÍSMO,33017,17124,810.0,273,B.E.,529.0,"3,3",0.0,Partido,48.1358088258
4301,ANGRA DO HEROÍSMO,33017,17124,810.0,273,PS,7715.0,"48,1",4.0,Partido,48.1358088258
4301,ANGRA DO HEROÍSMO,33017,17124,810.0,273,PCP-PEV,389.0,"2,43",0.0,Coligação,48.1358088258
4301,ANGRA DO HEROÍSMO,33017,17124,810.0,273,PPD/PSD.CDS-PP,7408.0,"46,18",3.0,Coligação,48.1358088258
1003,ANSIÃO,12225,7383,242.0,197,CDS-PP,229.0,"3,3",0.0,Partido,39.6073619632
1003,ANSIÃO,12225,7383,242.0,197,PPD/PSD,3642.0,"52,45",4.0,Partido,39.6073619632
1003,ANSIÃO,12225,7383,242.0,197,PS,2853.0,"41,09",3.0,Partido,39.6073619632
1003,ANSIÃO,12225,7383,242.0,197,PCP-PEV,220.0,"3,17",0.0,Coligação,39.6073619632
1601,ARCOS DE VALDEVEZ,28977,14747,620.0,247,CDS-PP,1685.0,"12,14",1.0,Partido,49.1079131725
1601,ARCOS DE VALDEVEZ,28977,14747,620.0,247,PPD/PSD,7847.0,"56,53",4.0,Partido,49.1079131725
1601,ARCOS DE VALDEVEZ,28977,14747,620.0,247,PS,3869.0,"27,87",2.0,Partido,49.1079131725
1601,ARCOS DE VALDEVEZ,28977,14747,620.0,247,PCP-PEV,479.0,"3,45",0.0,Coligação,49.1079131725
308,GUIMARÃES,144634,87548,2976.0,1282,B.E.,1789.0,"2,15",0.0,Partido,39.4692810819
308,GUIMARÃES,144634,87548,2976.0,1282,PCTP/MRPP,518.0,"0,62",0.0,Partido,39.4692810819
308,GUIMARÃES,144634,87548,2976.0,1282,PS,41684.0,"50,05",6.0,Partido,39.4692810819
308,GUIMARÃES,144634,87548,2976.0,1282,PCP-PEV,7285.0,"8,75",1.0,Coligação,39.4692810819
308,GUIMARÃES,144634,87548,2976.0,1282,PPD/PSD.CDS-PP.MPT,31174.0,"37,43",4.0,Coligação,39.4692810819
308,GUIMARÃES,144634,87548,2976.0,1282,PPM-PPV,840.0,"1,01",0.0,Coligação,39.4692810819
4701,HORTA,13166,8023,292.0,78,B.E.,303.0,"3,96",0.0,Partido,39.0627373538
4701,HORTA,13166,8023,292.0,78,PS,4208.0,"54,98",4.0,Partido,39.0627373538
4701,HORTA,13166,8023,292.0,78,PCP-PEV,413.0,"5,4",0.0,Coligação,39.0627373538
4701,HORTA,13166,8023,292.0,78,PPD/PSD.CDS-PP.PPM,2729.0,"35,66",3.0,Coligação,39.0627373538
505,IDANHA-A-NOVA,9613,6307,285.0,202,CDS-PP,230.0,"3,95",0.0,Partido,34.3909289504
505,IDANHA-A-NOVA,9613,6307,285.0,202,PPD/PSD,920.0,"15,81",1.0,Partido,34.3909289504
505,IDANHA-A-NOVA,9613,6307,285.0,202,PS,4045.0,"69,5",4.0,Partido,34.3909289504
505,IDANHA-A-NOVA,9613,6307,285.0,202,PCP-PEV,339.0,"5,82",0.0,Coligação,34.3909289504
505,IDANHA-A-NOVA,9613,6307,285.0,202,C.P.I.,286.0,"4,91",0.0,Grupos Cidadãos Eleitores,34.3909289504
110,ÍLHAVO,35787,14351,984.0,499,B.E.,598.0,"4,65",0.0,Partido,59.8988459496
110,ÍLHAVO,35787,14351,984.0,499,CDS-PP,1125.0,"8,74",0.0,Partido,59.8988459496
110,ÍLHAVO,35787,14351,984.0,499,PPD/PSD,6354.0,"49,38",4.0,Partido,59.8988459496
110,ÍLHAVO,35787,14351,984.0,499,PS,4072.0,"31,64",3.0,Partido,59.8988459496
110,ÍLHAVO,35787,14351,984.0,499,PCP-PEV,719.0,"5,59",0.0,Coligação,59.8988459496
806,LAGOA,18503,9169,322.0,249,B.E.,468.0,"5,44",0.0,Partido,50.4458736421
806,LAGOA,18503,9169,322.0,249,PPD/PSD,3609.0,"41,97",3.0,Partido,50.4458736421
806,LAGOA,18503,9169,322.0,249,PS,3821.0,"44,44",4.0,Partido,50.4458736421
806,LAGOA,18503,9169,322.0,249,PCP-PEV,700.0,"8,14",0.0,Coligação,50.4458736421
4201,LAGOA (R.A.A.),12515,6238,150.0,137,CDS-PP,327.0,"5,49",0.0,Partido,50.1558130244
4201,LAGOA (R.A.A.),12515,6238,150.0,137,PPD/PSD,1280.0,"21,51",1.0,Partido,50.1558130244
4201,LAGOA (R.A.A.),12515,6238,150.0,137,PS,4231.0,"71,1",6.0,Partido,50.1558130244
4201,LAGOA (R.A.A.),12515,6238,150.0,137,PCP-PEV,113.0,"1,9",0.0,Coligação,50.1558130244
807,LAGOS,23762,11454,653.0,329,B.E.,437.0,"4,17",0.0,Partido,51.7969867856
807,LAGOS,23762,11454,653.0,329,PPD/PSD,1985.0,"18,96",1.0,Partido,51.7969867856
807,LAGOS,23762,11454,653.0,329,PS,4001.0,"38,21",4.0,Partido,51.7969867856
807,LAGOS,23762,11454,653.0,329,PCP-PEV,1584.0,"15,13",1.0,Coligação,51.7969867856
807,LAGOS,23762,11454,653.0,329,CDS-PP.MPT,730.0,"6,97",0.0,Coligação,51.7969867856
807,LAGOS,23762,11454,653.0,329,PPM/PPV/PND,191.0,"1,82",0.0,Coligação,51.7969867856
807,LAGOS,23762,11454,653.0,329,lcfcipl,1544.0,"14,74",1.0,Grupos Cidadãos Eleitores,51.7969867856
4801,LAJES DAS FLORES,1302,1068,21.0,13,PPD/PSD,477.0,"46,13",2.0,Partido,17.9723502304
4801,LAJES DAS FLORES,1302,1068,21.0,13,PS,557.0,"53,87",3.0,Partido,17.9723502304
4601,LAJES DO PICO,4517,3324,65.0,33,CDS-PP,148.0,"4,59",0.0,Partido,26.4113349568
4601,LAJES DO PICO,4517,3324,65.0,33,PPD/PSD,1376.0,"42,65",2.0,Partido,26.4113349568
4601,LAJES DO PICO,4517,3324,65.0,33,PS,1702.0,"52,76",3.0,Partido,26.4113349568
1805,LAMEGO,25886,15825,386.0,570,PS,5734.0,"38,56",3.0,Partido,38.8665688017
1805,LAMEGO,25886,15825,386.0,570,PCP-PEV,594.0,"3,99",0.0,Coligação,38.8665688017
1805,LAMEGO,25886,15825,386.0,570,PPD/PSD.CDS-PP,8541.0,"57,44",4.0,Coligação,38.8665688017
1009,LEIRIA,113391,56488,4745.0,2853,B.E.,1884.0,"3,85",0.0,Partido,50.1829951231
1009,LEIRIA,113391,56488,4745.0,2853,CDS-PP,2647.0,"5,41",0.0,Partido,50.1829951231
1009,LEIRIA,113391,56488,4745.0,2853,PPD/PSD,15732.0,"32,18",4.0,Partido,50.1829951231
1009,LEIRIA,113391,56488,4745.0,2853,PS,26158.0,"53,5",7.0,Partido,50.1829951231
1009,LEIRIA,113391,56488,4745.0,2853,PCP-PEV,2469.0,"5,05",0.0,Coligação,50.1829951231
1106,LISBOA,508847,229154,9217.0,6515,B.E.,10392.0,"4,87",0.0,Partido,54.9660310467
1106,LISBOA,508847,229154,9217.0,6515,P.N.R.,1181.0,"0,55",0.0,Partido,54.9660310467
1106,LISBOA,508847,229154,9217.0,6515,PAN,5195.0,"2,43",0.0,Partido,54.9660310467
1106,LISBOA,508847,229154,9217.0,6515,PCTP/MRPP,2386.0,"1,12",0.0,Partido,54.9660310467
1106,LISBOA,508847,229154,9217.0,6515,PS,117257.0,"54,94",11.0,Partido,54.9660310467
1106,LISBOA,508847,229154,9217.0,6515,PTP,676.0,"0,32",0.0,Partido,54.9660310467
1106,LISBOA,508847,229154,9217.0,6515,PCP-PEV,22446.0,"10,52",2.0,Coligação,54.9660310467
1106,LISBOA,508847,229154,9217.0,6515,PPD/PSD.CDS-PP.MPT,51085.0,"23,94",4.0,Coligação,54.9660310467
1106,LISBOA,508847,229154,9217.0,6515,PPM/PPV/PND,2804.0,"1,31",0.0,Coligação,54.9660310467
808,LOULÉ,57663,26891,1177.0,779,CDS-PP,586.0,"2,35",0.0,Partido,53.3652428767
808,LOULÉ,57663,26891,1177.0,779,PPD/PSD,9405.0,"37,72",4.0,Partido,53.3652428767
808,LOULÉ,57663,26891,1177.0,779,PS,13012.0,"52,18",5.0,Partido,53.3652428767
808,LOULÉ,57663,26891,1177.0,779,PCP-PEV,1206.0,"4,84",0.0,Coligação,53.3652428767
808,LOULÉ,57663,26891,1177.0,779,MICA,726.0,"2,91",0.0,Grupos Cidadãos Eleitores,53.3652428767
1107,LOURES,166196,82256,3404.0,2930,B.E.,2594.0,"3,42",0.0,Partido,50.5066307252
1107,LOURES,166196,82256,3404.0,2930,CDS-PP,2523.0,"3,32",0.0,Partido,50.5066307252
1107,LOURES,166196,82256,3404.0,2930,P.N.R.,542.0,"0,71",0.0,Partido,50.5066307252
1107,LOURES,166196,82256,3404.0,2930,PCTP/MRPP,2298.0,"3,03",0.0,Partido,50.5066307252
1107,LOURES,166196,82256,3404.0,2930,PS,25701.0,"33,85",4.0,Partido,50.5066307252
1107,LOURES,166196,82256,3404.0,2930,PTP,238.0,"0,31",0.0,Partido,50.5066307252
1107,LOURES,166196,82256,3404.0,2930,PCP-PEV,28665.0,"37,76",5.0,Coligação,50.5066307252
