INE_ID,Concelho,Inscritos,Votantes,Brancos,Nulos,Sigla,Votos,Votos (%),Mandatos,Tipo,Abstention (%)
1107,LOURES,166196,82256,3404.0,2930,PPD/PSD.MPT.PPM,13361.0,"17,6",2.0,Coligação,50.5066307252
1108,LOURINHÃ,22917,12202,545.0,367,B.E.,237.0,"2,1",0.0,Partido,46.7556835537
1108,LOURINHÃ,22917,12202,545.0,367,PS,5567.0,"49,31",4.0,Partido,46.7556835537
1108,LOURINHÃ,22917,12202,545.0,367,PCP-PEV,430.0,"3,81",0.0,Coligação,46.7556835537
1108,LOURINHÃ,22917,12202,545.0,367,PPD/PSD.CDS-PP,5056.0,"44,78",3.0,Coligação,46.7556835537
607,LOUSÃ,15182,8169,416.0,233,B.E.,327.0,"4,35",0.0,Partido,46.1928599657
607,LOUSÃ,15182,8169,416.0,233,PS,5416.0,"72,02",6.0,Partido,46.1928599657
607,LOUSÃ,15182,8169,416.0,233,PCP-PEV,308.0,"4,1",0.0,Coligação,46.1928599657
607,LOUSÃ,15182,8169,416.0,233,PPD/PSD.CDS-PP,1469.0,"19,53",1.0,Coligação,46.1928599657
1305,LOUSADA,39997,27913,403.0,374,PS,13861.0,"51,08",4.0,Partido,30.2122659199
1305,LOUSADA,39997,27913,403.0,374,PCP-PEV,751.0,"2,77",0.0,Coligação,30.2122659199
1305,LOUSADA,39997,27913,403.0,374,PPD/PSD.CDS-PP,12524.0,"46,15",3.0,Coligação,30.2122659199
1413,MAÇÃO,6887,5009,126.0,159,CDS-PP,110.0,"2,33",0.0,Partido,27.2687672426
1413,MAÇÃO,6887,5009,126.0,159,PPD/PSD,2642.0,"55,93",3.0,Partido,27.2687672426
1413,MAÇÃO,6887,5009,126.0,159,PS,1789.0,"37,87",2.0,Partido,27.2687672426
1413,MAÇÃO,6887,5009,126.0,159,PCP-PEV,183.0,"3,87",0.0,Coligação,27.2687672426
405,MACEDO DE CAVALEIROS,18945,11286,321.0,261,CDS-PP,1310.0,"12,24",1.0,Partido,40.4275534442
405,MACEDO DE CAVALEIROS,18945,11286,321.0,261,PPD/PSD,4659.0,"43,53",3.0,Partido,40.4275534442
405,MACEDO DE CAVALEIROS,18945,11286,321.0,261,PS,4543.0,"42,44",3.0,Partido,40.4275534442
405,MACEDO DE CAVALEIROS,18945,11286,321.0,261,PCP-PEV,192.0,"1,79",0.0,Coligação,40.4275534442
3104,MACHICO,21036,11762,171.0,368,B.E.,143.0,"1,27",0.0,Partido,44.0863281993
3104,MACHICO,21036,11762,171.0,368,CDS-PP,828.0,"7,38",0.0,Partido,44.0863281993
3104,MACHICO,21036,11762,171.0,368,PAN,249.0,"2,22",0.0,Partido,44.0863281993
3104,MACHICO,21036,11762,171.0,368,PPD/PSD,3930.0,"35,02",3.0,Partido,44.0863281993
3104,MACHICO,21036,11762,171.0,368,PS,5627.0,"50,14",4.0,Partido,44.0863281993
3104,MACHICO,21036,11762,171.0,368,PTP,272.0,"2,42",0.0,Partido,44.0863281993
3104,MACHICO,21036,11762,171.0,368,PCP-PEV,174.0,"1,55",0.0,Coligação,44.0863281993
4602,MADALENA,5609,3860,63.0,19,CDS-PP,146.0,"3,86",0.0,Partido,31.1820288822
4602,MADALENA,5609,3860,63.0,19,PPD/PSD,1827.0,"48,36",3.0,Partido,31.1820288822
4602,MADALENA,5609,3860,63.0,19,PS,1755.0,"46,45",2.0,Partido,31.1820288822
4602,MADALENA,5609,3860,63.0,19,PCP-PEV,50.0,"1,32",0.0,Coligação,31.1820288822
1109,MAFRA,59889,29979,1983.0,1154,PPD/PSD,14053.0,"52,35",5.0,Partido,49.9423934278
1109,MAFRA,59889,29979,1983.0,1154,PS,8079.0,"30,1",3.0,Partido,49.9423934278
1109,MAFRA,59889,29979,1983.0,1154,PCP-PEV,3515.0,"13,1",1.0,Coligação,49.9423934278
1109,MAFRA,59889,29979,1983.0,1154,CDS-PP.MPT.PPM,1195.0,"4,45",0.0,Coligação,49.9423934278
1306,MAIA,112076,57665,3789.0,2302,B.E.,3437.0,"6,66",0.0,Partido,48.5483065063
1306,MAIA,112076,57665,3789.0,2302,PS,14773.0,"28,64",3.0,Partido,48.5483065063
1306,MAIA,112076,57665,3789.0,2302,PCP-PEV,4441.0,"8,61",1.0,Coligação,48.5483065063
1306,MAIA,112076,57665,3789.0,2302,PPD/PSD.CDS-PP,28923.0,"56,08",7.0,Coligação,48.5483065063
1207,ELVAS,20009,9611,277.0,228,B.E.,176.0,"1,93",0.0,Partido,51.9666150232
1207,ELVAS,20009,9611,277.0,228,CDS-PP,1124.0,"12,34",1.0,Partido,51.9666150232
1207,ELVAS,20009,9611,277.0,228,PS,6659.0,"73,13",6.0,Partido,51.9666150232
1207,ELVAS,20009,9611,277.0,228,PCP-PEV,461.0,"5,06",0.0,Coligação,51.9666150232
1207,ELVAS,20009,9611,277.0,228,PPD/PSD.PPM,686.0,"7,53",0.0,Coligação,51.9666150232
1410,ENTRONCAMENTO,17263,8555,435.0,342,B.E.,931.0,"11,97",1.0,Partido,50.4431442971
1410,ENTRONCAMENTO,17263,8555,435.0,342,CDS-PP,521.0,"6,7",0.0,Partido,50.4431442971
1410,ENTRONCAMENTO,17263,8555,435.0,342,PPD/PSD,1768.0,"22,73",1.0,Partido,50.4431442971
1410,ENTRONCAMENTO,17263,8555,435.0,342,PS,3590.0,"46,16",4.0,Partido,50.4431442971
1410,ENTRONCAMENTO,17263,8555,435.0,342,PCP-PEV,968.0,"12,45",1.0,Coligação,50.4431442971
107,ESPINHO,30806,19044,654.0,518,B.E.,641.0,"3,59",0.0,Partido,38.1808738557
107,ESPINHO,30806,19044,654.0,518,CDS-PP,460.0,"2,57",0.0,Partido,38.1808738557
107,ESPINHO,30806,19044,654.0,518,PPD/PSD,8993.0,"50,32",4.0,Partido,38.1808738557
107,ESPINHO,30806,19044,654.0,518,PS,6587.0,"36,86",3.0,Partido,38.1808738557
107,ESPINHO,30806,19044,654.0,518,PCP-PEV,1191.0,"6,66",0.0,Coligação,38.1808738557
306,ESPOSENDE,33634,18962,808.0,476,CDS-PP,2017.0,"11,41",1.0,Partido,43.6225248261
306,ESPOSENDE,33634,18962,808.0,476,PPD/PSD,10716.0,"60,62",5.0,Partido,43.6225248261
306,ESPOSENDE,33634,18962,808.0,476,PS,3944.0,"22,31",1.0,Partido,43.6225248261
306,ESPOSENDE,33634,18962,808.0,476,PCP-PEV,1001.0,"5,66",0.0,Coligação,43.6225248261
108,ESTARREJA,24847,12214,455.0,348,PS,4160.0,"36,46",3.0,Partido,50.8431601401
108,ESTARREJA,24847,12214,455.0,348,PCP-PEV,1018.0,"8,92",0.0,Coligação,50.8431601401
108,ESTARREJA,24847,12214,455.0,348,PPD/PSD.CDS-PP,5255.0,"46,05",4.0,Coligação,50.8431601401
108,ESTARREJA,24847,12214,455.0,348,PCE,978.0,"8,57",0.0,Grupos Cidadãos Eleitores,50.8431601401
704,ESTREMOZ,12477,7494,258.0,156,CDS-PP,100.0,"1,41",0.0,Partido,39.9374849723
704,ESTREMOZ,12477,7494,258.0,156,PPD/PSD,385.0,"5,44",0.0,Partido,39.9374849723
704,ESTREMOZ,12477,7494,258.0,156,PS,2113.0,"29,84",2.0,Partido,39.9374849723
704,ESTREMOZ,12477,7494,258.0,156,PCP-PEV,634.0,"8,95",0.0,Coligação,39.9374849723
704,ESTREMOZ,12477,7494,258.0,156,MIETZ,3848.0,"54,35",5.0,Grupos Cidadãos Eleitores,39.9374849723
705,ÉVORA,48072,23885,910.0,556,B.E.,934.0,"4,17",0.0,Partido,50.3141121651
705,ÉVORA,48072,23885,910.0,556,PS,6199.0,"27,65",2.0,Partido,50.3141121651
705,ÉVORA,48072,23885,910.0,556,PCP-PEV,11776.0,"52,53",4.0,Coligação,50.3141121651
705,ÉVORA,48072,23885,910.0,556,PPD/PSD.CDS-PP,3510.0,"15,66",1.0,Coligação,50.3141121651
307,FAFE,50864,31353,843.0,430,CDS-PP,427.0,"1,42",0.0,Partido,38.359153822
307,FAFE,50864,31353,843.0,430,PPD/PSD,6688.0,"22,23",2.0,Partido,38.359153822
307,FAFE,50864,31353,843.0,430,PS,11028.0,"36,66",4.0,Partido,38.359153822
307,FAFE,50864,31353,843.0,430,PCP-PEV,929.0,"3,09",0.0,Coligação,38.359153822
307,FAFE,50864,31353,843.0,430,IPF,11008.0,"36,6",3.0,Grupos Cidadãos Eleitores,38.359153822
805,FARO,56065,24476,1373.0,838,B.E.,1182.0,"5,31",0.0,Partido,56.3435298314
805,FARO,56065,24476,1373.0,838,PPV,344.0,"1,55",0.0,Partido,56.3435298314
805,FARO,56065,24476,1373.0,838,PS,7909.0,"35,52",4.0,Partido,56.3435298314
805,FARO,56065,24476,1373.0,838,PCP-PEV,3131.0,"14,06",1.0,Coligação,56.3435298314
805,FARO,56065,24476,1373.0,838,PPD/PSD.CDS-PP.MPT.PPM,8288.0,"37,22",4.0,Coligação,56.3435298314
805,FARO,56065,24476,1373.0,838,CFC-SF,1411.0,"6,34",0.0,Grupos Cidadãos Eleitores,56.3435298314
109,SANTA MARIA DA FEIRA,125741,69659,3582.0,2073,B.E.,2791.0,"4,36",0.0,Partido,44.6012040623
109,SANTA MARIA DA FEIRA,125741,69659,3582.0,2073,CDS-PP,2656.0,"4,15",0.0,Partido,44.6012040623
109,SANTA MARIA DA FEIRA,125741,69659,3582.0,2073,PPD/PSD,31059.0,"48,53",6.0,Partido,44.6012040623
109,SANTA MARIA DA FEIRA,125741,69659,3582.0,2073,PS,24547.0,"38,35",5.0,Partido,44.6012040623
109,SANTA MARIA DA FEIRA,125741,69659,3582.0,2073,PCP-PEV,2951.0,"4,61",0.0,Coligação,44.6012040623
1303,FELGUEIRAS,51625,33648,739.0,577,B.E.,554.0,"1,71",0.0,Partido,34.8222760291
1303,FELGUEIRAS,51625,33648,739.0,577,CDS-PP,2424.0,"7,5",0.0,Partido,34.8222760291
1303,FELGUEIRAS,51625,33648,739.0,577,PCTP/MRPP,283.0,"0,88",0.0,Partido,34.8222760291
1303,FELGUEIRAS,51625,33648,739.0,577,PS,8721.0,"26,97",3.0,Partido,34.8222760291
1303,FELGUEIRAS,51625,33648,739.0,577,PCP-PEV,728.0,"2,25",0.0,Coligação,34.8222760291
1303,FELGUEIRAS,51625,33648,739.0,577,PPD/PSD.PPM,19622.0,"60,69",6.0,Coligação,34.8222760291
208,FERREIRA DO ALENTEJO,7188,4405,114.0,88,PS,2350.0,"55,91",3.0,Partido,38.7173066221
208,FERREIRA DO ALENTEJO,7188,4405,114.0,88,PCP-PEV,1429.0,34,2.0,Coligação,38.7173066221
208,FERREIRA DO ALENTEJO,7188,4405,114.0,88,PPD/PSD.CDS-PP,424.0,"10,09",0.0,Coligação,38.7173066221
1411,FERREIRA DO ZÊZERE,7933,5302,148.0,131,B.E.,0.0,0,0.0,Partido,33.1652590445
1411,FERREIRA DO ZÊZERE,7933,5302,148.0,131,CDS-PP,129.0,"2,57",0.0,Partido,33.1652590445
1411,FERREIRA DO ZÊZERE,7933,5302,148.0,131,PPD/PSD,2540.0,"50,57",3.0,Partido,33.1652590445
1411,FERREIRA DO ZÊZERE,7933,5302,148.0,131,PS,2257.0,"44,93",2.0,Partido,33.1652590445
1411,FERREIRA DO ZÊZERE,7933,5302,148.0,131,PCP-PEV,97.0,"1,93",0.0,Coligação,33.1652590445
605,FIGUEIRA DA FOZ,58844,28074,1820.0,941,B.E.,885.0,"3,5",0.0,Partido,52.2908028006
605,FIGUEIRA DA FOZ,58844,28074,1820.0,941,PCTP/MRPP,310.0,"1,22",0.0,Partido,52.2908028006
605,FIGUEIRA DA FOZ,58844,28074,1820.0,941,PS,13011.0,"51,4",5.0,Partido,52.2908028006
605,FIGUEIRA DA FOZ,58844,28074,1820.0,941,PCP-PEV,2189.0,"8,65",0.0,Coligação,52.2908028006
605,FIGUEIRA DA FOZ,58844,28074,1820.0,941,PPD/PSD.CDS-PP.PPM.MPT,8918.0,"35,23",4.0,Coligação,52.2908028006
904,FIGUEIRA DE CASTELO RODRIGO,6134,4507,71.0,107,PPD/PSD,1742.0,"40,24",2.0,Partido,26.524290838
904,FIGUEIRA DE CASTELO RODRIGO,6134,4507,71.0,107,PS,2552.0,"58,95",3.0,Partido,26.524290838
904,FIGUEIRA DE CASTELO RODRIGO,6134,4507,71.0,107,PCP-PEV,35.0,"0,81",0.0,Coligação,26.524290838
1008,FIGUEIRÓ DOS VINHOS,6164,4233,108.0,123,CDS-PP,413.0,"10,32",0.0,Partido,31.3270603504
1008,FIGUEIRÓ DOS VINHOS,6164,4233,108.0,123,PPD/PSD,1764.0,"44,08",2.0,Partido,31.3270603504
1008,FIGUEIRÓ DOS VINHOS,6164,4233,108.0,123,PS,1783.0,"44,55",3.0,Partido,31.3270603504
1008,FIGUEIRÓ DOS VINHOS,6164,4233,108.0,123,PCP-PEV,42.0,"1,05",0.0,Coligação,31.3270603504
905,FORNOS DE ALGODRES,5319,3756,64.0,65,CDS-PP,212.0,"5,85",0.0,Partido,29.3852227862
905,FORNOS DE ALGODRES,5319,3756,64.0,65,PPD/PSD,1613.0,"44,47",2.0,Partido,29.3852227862
905,FORNOS DE ALGODRES,5319,3756,64.0,65,PS,1771.0,"48,83",3.0,Partido,29.3852227862
905,FORNOS DE ALGODRES,5319,3756,64.0,65,PCP-PEV,31.0,"0,85",0.0,Coligação,29.3852227862
404,FREIXO DE ESPADA À CINTA,3691,2834,81.0,76,PPD/PSD,1357.0,"50,69",3.0,Partido,23.218639935
404,FREIXO DE ESPADA À CINTA,3691,2834,81.0,76,PS,1295.0,"48,38",2.0,Partido,23.218639935
404,FREIXO DE ESPADA À CINTA,3691,2834,81.0,76,PCP-PEV,25.0,"0,93",0.0,Coligação,23.218639935
1208,FRONTEIRA,2899,2171,43.0,56,CDS-PP,13.0,"0,63",0.0,Partido,25.1121076233
1208,FRONTEIRA,2899,2171,43.0,56,PPD/PSD,1449.0,"69,93",4.0,Partido,25.1121076233
1208,FRONTEIRA,2899,2171,43.0,56,PS,466.0,"22,49",1.0,Partido,25.1121076233
1208,FRONTEIRA,2899,2171,43.0,56,PCP-PEV,144.0,"6,95",0.0,Coligação,25.1121076233
3103,FUNCHAL,106661,53800,715.0,2225,CDS-PP,7819.0,"15,37",1.0,Partido,49.5598203655
3103,FUNCHAL,106661,53800,715.0,2225,PPD/PSD,17445.0,"34,3",4.0,Partido,49.5598203655
3103,FUNCHAL,106661,53800,715.0,2225,PCP-PEV,4485.0,"8,82",1.0,Coligação,49.5598203655
3103,FUNCHAL,106661,53800,715.0,2225,PS-BE-PND-MPT-PTP-PAN,21111.0,"41,51",5.0,Coligação,49.5598203655
504,FUNDÃO,28906,15893,779.0,421,CDS-PP,463.0,"3,15",0.0,Partido,45.0183352937
504,FUNDÃO,28906,15893,779.0,421,PPD/PSD,8574.0,"58,35",5.0,Partido,45.0183352937
504,FUNDÃO,28906,15893,779.0,421,PS,4138.0,"28,16",2.0,Partido,45.0183352937
504,FUNDÃO,28906,15893,779.0,421,PTP,331.0,"2,25",0.0,Partido,45.0183352937
504,FUNDÃO,28906,15893,779.0,421,PCP-PEV,1187.0,"8,08",0.0,Coligação,45.0183352937
1209,GAVIÃO,3772,2622,61.0,59,PPD/PSD,858.0,"34,29",2.0,Partido,30.487804878
1209,GAVIÃO,3772,2622,61.0,59,PS,1334.0,"53,32",3.0,Partido,30.487804878
1209,GAVIÃO,3772,2622,61.0,59,PCP-PEV,310.0,"12,39",0.0,Coligação,30.487804878
606,GÓIS,3870,2717,88.0,83,CDS-PP,85.0,"3,34",0.0,Partido,29.7932816537
606,GÓIS,3870,2717,88.0,83,PS,1287.0,"50,55",3.0,Partido,29.7932816537
606,GÓIS,3870,2717,88.0,83,PCP-PEV,31.0,"1,22",0.0,Coligação,29.7932816537
606,GÓIS,3870,2717,88.0,83,I-GÓIS,1143.0,"44,89",2.0,Grupos Cidadãos Eleitores,29.7932816537
1412,GOLEGÃ,5158,3389,68.0,87,PS,1304.0,"40,32",2.0,Partido,34.2962388523
1412,GOLEGÃ,5158,3389,68.0,87,PCP-PEV,252.0,"7,79",0.0,Coligação,34.2962388523
1412,GOLEGÃ,5158,3389,68.0,87,PPD/PSD.CDS-PP,510.0,"15,77",1.0,Coligação,34.2962388523
1412,GOLEGÃ,5158,3389,68.0,87,fipgap,1168.0,"36,12",2.0,Grupos Cidadãos Eleitores,34.2962388523
1304,GONDOMAR,144199,72827,3564.0,7898,B.E.,2659.0,"4,33",0.0,Partido,49.495488873
1304,GONDOMAR,144199,72827,3564.0,7898,PS,33783.0,"55,05",7.0,Partido,49.495488873
1304,GONDOMAR,144199,72827,3564.0,7898,PCP-PEV,8773.0,"14,3",1.0,Coligação,49.495488873
1304,GONDOMAR,144199,72827,3564.0,7898,PPD/PSD.CDS-PP,16150.0,"26,32",3.0,Coligação,49.495488873
906,GOUVEIA,15005,9152,372.0,233,PS,3543.0,"41,45",3.0,Partido,39.0069976674
906,GOUVEIA,15005,9152,372.0,233,PCP-PEV,385.0,"4,5",0.0,Coligação,39.0069976674
906,GOUVEIA,15005,9152,372.0,233,PPD/PSD.CDS-PP,4619.0,"54,04",4.0,Coligação,39.0069976674
1505,GRÂNDOLA,12467,8120,155.0,111,B.E.,88.0,"1,12",0.0,Partido,34.8680516564
1505,GRÂNDOLA,12467,8120,155.0,111,PS,1918.0,"24,42",2.0,Partido,34.8680516564
1505,GRÂNDOLA,12467,8120,155.0,111,PCP-PEV,2806.0,"35,73",3.0,Coligação,34.8680516564
1505,GRÂNDOLA,12467,8120,155.0,111,GM,1526.0,"19,43",1.0,Grupos Cidadãos Eleitores,34.8680516564
1505,GRÂNDOLA,12467,8120,155.0,111,MIG,1516.0,"19,3",1.0,Grupos Cidadãos Eleitores,34.8680516564
907,GUARDA,39965,23736,851.0,1102,B.E.,867.0,"3,98",0.0,Partido,40.608032028
907,GUARDA,39965,23736,851.0,1102,PCTP/MRPP,573.0,"2,63",0.0,Partido,40.608032028
907,GUARDA,39965,23736,851.0,1102,PS,7193.0,"33,02",2.0,Partido,40.608032028
907,GUARDA,39965,23736,851.0,1102,PCP-PEV,946.0,"4,34",0.0,Coligação,40.608032028
907,GUARDA,39965,23736,851.0,1102,PPD/PSD.CDS-PP,12204.0,"56,03",5.0,Coligação,40.608032028
1806,MANGUALDE,20265,11308,484.0,269,PS,7187.0,"68,09",5.0,Partido,44.1993584999
1806,MANGUALDE,20265,11308,484.0,269,PCP-PEV,352.0,"3,33",0.0,Coligação,44.1993584999
1806,MANGUALDE,20265,11308,484.0,269,PPD/PSD.CDS-PP,3016.0,"28,57",2.0,Coligação,44.1993584999
908,MANTEIGAS,3671,2445,46.0,64,PPD/PSD,1144.0,"48,99",3.0,Partido,33.3968945791
908,MANTEIGAS,3671,2445,46.0,64,PS,1094.0,"46,85",2.0,Partido,33.3968945791
908,MANTEIGAS,3671,2445,46.0,64,PCP-PEV,97.0,"4,15",0.0,Coligação,33.3968945791
1307,MARCO DE CANAVESES,46830,28249,610.0,714,PPD/PSD,11532.0,"42,83",4.0,Partido,39.6775571215
1307,MARCO DE CANAVESES,46830,28249,610.0,714,PS,5758.0,"21,39",1.0,Partido,39.6775571215
1307,MARCO DE CANAVESES,46830,28249,610.0,714,PCP-PEV,922.0,"3,42",0.0,Coligação,39.6775571215
1307,MARCO DE CANAVESES,46830,28249,610.0,714,mccft,6272.0,"23,29",2.0,Grupos Cidadãos Eleitores,39.6775571215
1307,MARCO DE CANAVESES,46830,28249,610.0,714,mp,2441.0,"9,07",0.0,Grupos Cidadãos Eleitores,39.6775571215
1010,MARINHA GRANDE,33555,15693,740.0,504,B.E.,442.0,"3,06",0.0,Partido,53.2320071524
1010,MARINHA GRANDE,33555,15693,740.0,504,CDS-PP,169.0,"1,17",0.0,Partido,53.2320071524
1010,MARINHA GRANDE,33555,15693,740.0,504,PPD/PSD,1681.0,"11,63",1.0,Partido,53.2320071524
1010,MARINHA GRANDE,33555,15693,740.0,504,PS,4745.0,"32,84",2.0,Partido,53.2320071524
1010,MARINHA GRANDE,33555,15693,740.0,504,PCP-PEV,3876.0,"26,83",2.0,Coligação,53.2320071524
1010,MARINHA GRANDE,33555,15693,740.0,504,#NAME?,1710.0,"11,83",1.0,Grupos Cidadãos Eleitores,53.2320071524
1010,MARINHA GRANDE,33555,15693,740.0,504,MpM,1826.0,"12,64",1.0,Grupos Cidadãos Eleitores,53.2320071524
1210,MARVÃO,3092,2233,41.0,62,CDS-PP,26.0,"1,22",0.0,Partido,27.7813712807
1210,MARVÃO,3092,2233,41.0,62,PPD/PSD,1375.0,"64,55",4.0,Partido,27.7813712807
1210,MARVÃO,3092,2233,41.0,62,PS,671.0,"31,5",1.0,Partido,27.7813712807
1210,MARVÃO,3092,2233,41.0,62,PCP-PEV,58.0,"2,72",0.0,Coligação,27.7813712807
1308,MATOSINHOS,150242,73751,3590.0,2696,B.E.,2643.0,"3,92",0.0,Partido,50.9118621957
1308,MATOSINHOS,150242,73751,3590.0,2696,CDS-PP,1359.0,"2,01",0.0,Partido,50.9118621957
1308,MATOSINHOS,150242,73751,3590.0,2696,PPD/PSD,6931.0,"10,27",1.0,Partido,50.9118621957
1308,MATOSINHOS,150242,73751,3590.0,2696,PS,18855.0,"27,95",3.0,Partido,50.9118621957
1308,MATOSINHOS,150242,73751,3590.0,2696,PTP,223.0,"0,33",0.0,Partido,50.9118621957
1308,MATOSINHOS,150242,73751,3590.0,2696,PCP-PEV,5435.0,"8,06",1.0,Coligação,50.9118621957
1308,MATOSINHOS,150242,73751,3590.0,2696,gppm,32019.0,"47,46",6.0,Grupos Cidadãos Eleitores,50.9118621957
111,MEALHADA,18852,9521,420.0,248,B.E.,165.0,"1,86",0.0,Partido,49.496074687
111,MEALHADA,18852,9521,420.0,248,PS,4461.0,"50,39",4.0,Partido,49.496074687
111,MEALHADA,18852,9521,420.0,248,PCP-PEV,751.0,"8,48",0.0,Coligação,49.496074687
111,MEALHADA,18852,9521,420.0,248,PPD/PSD.CDS-PP.MPT.PPM,3476.0,"39,26",3.0,Coligação,49.496074687
909,MÊDA,5931,3972,67.0,126,CDS-PP,1186.0,"31,38",2.0,Partido,33.0298431968
909,MÊDA,5931,3972,67.0,126,PPD/PSD,703.0,"18,6",1.0,Partido,33.0298431968
909,MÊDA,5931,3972,67.0,126,PPM,453.0,"11,99",0.0,Partido,33.0298431968
909,MÊDA,5931,3972,67.0,126,PS,1403.0,"37,13",2.0,Partido,33.0298431968
909,MÊDA,5931,3972,67.0,126,PCP-PEV,34.0,"0,9",0.0,Coligação,33.0298431968
1603,MELGAÇO,11966,5174,229.0,89,PPD/PSD,1462.0,"30,11",2.0,Partido,56.7608223299
1603,MELGAÇO,11966,5174,229.0,89,PS,3265.0,"67,24",5.0,Partido,56.7608223299
1603,MELGAÇO,11966,5174,229.0,89,PCP-PEV,129.0,"2,66",0.0,Coligação,56.7608223299
209,MÉRTOLA,6821,4998,118.0,107,PS,2390.0,"50,07",3.0,Partido,26.7262864683
209,MÉRTOLA,6821,4998,118.0,107,PCP-PEV,2159.0,"45,23",2.0,Coligação,26.7262864683
209,MÉRTOLA,6821,4998,118.0,107,PPD/PSD.CDS-PP,53.0,"1,11",0.0,Coligação,26.7262864683
209,MÉRTOLA,6821,4998,118.0,107,MIM,171.0,"3,58",0.0,Grupos Cidadãos Eleitores,26.7262864683
1704,MESÃO FRIO,4277,3096,50.0,67,CDS-PP,25.0,"0,84",0.0,Partido,27.6128127192
1704,MESÃO FRIO,4277,3096,50.0,67,PPD/PSD,1091.0,"36,62",2.0,Partido,27.6128127192
1704,MESÃO FRIO,4277,3096,50.0,67,PS,1840.0,"61,77",3.0,Partido,27.6128127192
1704,MESÃO FRIO,4277,3096,50.0,67,PCP-PEV,23.0,"0,77",0.0,Coligação,27.6128127192
608,MIRA,13194,7539,266.0,169,CDS-PP,67.0,"0,94",0.0,Partido,42.8603910869
608,MIRA,13194,7539,266.0,169,PPD/PSD,3085.0,"43,43",3.0,Partido,42.8603910869
608,MIRA,13194,7539,266.0,169,PS,3000.0,"42,23",3.0,Partido,42.8603910869
608,MIRA,13194,7539,266.0,169,PCP-PEV,87.0,"1,22",0.0,Coligação,42.8603910869
608,MIRA,13194,7539,266.0,169,MAR,865.0,"12,18",1.0,Grupos Cidadãos Eleitores,42.8603910869
609,MIRANDA DO CORVO,11289,6918,172.0,145,B.E.,136.0,"2,06",0.0,Partido,38.7191070954
609,MIRANDA DO CORVO,11289,6918,172.0,145,PS,3299.0,"49,98",4.0,Partido,38.7191070954
609,MIRANDA DO CORVO,11289,6918,172.0,145,PCP-PEV,583.0,"8,83",0.0,Coligação,38.7191070954
609,MIRANDA DO CORVO,11289,6918,172.0,145,PPD/PSD.CDS-PP,2583.0,"39,13",3.0,Coligação,38.7191070954
406,MIRANDA DO DOURO,7988,5537,138.0,106,B.E.,34.0,"0,64",0.0,Partido,30.6835252879
406,MIRANDA DO DOURO,7988,5537,138.0,106,PPD/PSD,2345.0,"44,3",2.0,Partido,30.6835252879
406,MIRANDA DO DOURO,7988,5537,138.0,106,PS,2786.0,"52,64",3.0,Partido,30.6835252879
406,MIRANDA DO DOURO,7988,5537,138.0,106,PCP-PEV,36.0,"0,68",0.0,Coligação,30.6835252879
406,MIRANDA DO DOURO,7988,5537,138.0,106,CDS-PP.MPT.PPM,92.0,"1,74",0.0,Coligação,30.6835252879
407,MIRANDELA,24758,13504,447.0,436,B.E.,217.0,"1,72",0.0,Partido,45.4560142176
407,MIRANDELA,24758,13504,447.0,436,CDS-PP,2527.0,"20,02",1.0,Partido,45.4560142176
407,MIRANDELA,24758,13504,447.0,436,PPD/PSD,6497.0,"51,48",4.0,Partido,45.4560142176
407,MIRANDELA,24758,13504,447.0,436,PS,2910.0,"23,06",2.0,Partido,45.4560142176
407,MIRANDELA,24758,13504,447.0,436,PCP-PEV,470.0,"3,72",0.0,Coligação,45.4560142176
408,MOGADOURO,11223,7424,154.0,178,CDS-PP,148.0,"2,09",0.0,Partido,33.850129199
408,MOGADOURO,11223,7424,154.0,178,PPD/PSD,3438.0,"48,48",3.0,Partido,33.850129199
408,MOGADOURO,11223,7424,154.0,178,PS,3450.0,"48,65",4.0,Partido,33.850129199
408,MOGADOURO,11223,7424,154.0,178,PCP-PEV,56.0,"0,79",0.0,Coligação,33.850129199
1807,MOIMENTA DA BEIRA,11528,6341,271.0,168,PS,3920.0,"66,42",5.0,Partido,44.9947952811
1807,MOIMENTA DA BEIRA,11528,6341,271.0,168,PCP-PEV,169.0,"2,86",0.0,Coligação,44.9947952811
1807,MOIMENTA DA BEIRA,11528,6341,271.0,168,PPD/PSD.CDS-PP,1813.0,"30,72",2.0,Coligação,44.9947952811
1506,MOITA,59425,23997,913.0,782,B.E.,2026.0,"9,08",1.0,Partido,59.6180058898
1506,MOITA,59425,23997,913.0,782,CDS-PP,470.0,"2,11",0.0,Partido,59.6180058898
1506,MOITA,59425,23997,913.0,782,PAN,569.0,"2,55",0.0,Partido,59.6180058898
1506,MOITA,59425,23997,913.0,782,PCTP/MRPP,669.0,3,0.0,Partido,59.6180058898
1506,MOITA,59425,23997,913.0,782,PPD/PSD,1493.0,"6,69",0.0,Partido,59.6180058898
1506,MOITA,59425,23997,913.0,782,PS,5944.0,"26,65",3.0,Partido,59.6180058898
1506,MOITA,59425,23997,913.0,782,PTP,209.0,"0,94",0.0,Partido,59.6180058898
1506,MOITA,59425,23997,913.0,782,PCP-PEV,10922.0,"48,97",5.0,Coligação,59.6180058898
1604,MONÇÃO,21099,12496,384.0,200,CDS-PP,2221.0,"18,65",1.0,Partido,40.7744442865
1604,MONÇÃO,21099,12496,384.0,200,PPD/PSD,4741.0,"39,8",3.0,Partido,40.7744442865
