INE_ID,name,party
913,João António Figueiredo Rodrigues,PPD/PSD
913,Amílcar José Nunes Salvador,PS
914,Marta do Rosário Martins Mendes,PCP-PEV
914,Gustavo de Sousa Duarte,PPD/PSD
914,Fernando Monteiro Girão,PS
1001,Adelino António Moreira Granja,B.E.
1001,Carlos Manuel Bonifácio,CDS-PP
1001,Vanda Maria Furtado Marques,PCP-PEV
1001,João Pedro Soares Quaresma Pais do Amaral,PNR
1001,Paulo Jorge Marques Inácio,PPD/PSD
1001,José António de Sousa Canha,PS
1002,Nelson Paulino da Silva,CDS-PP
1002,José Nunes dos Santos,PCP-PEV
1002,Paulo Tito Delgado Morgado,PPD/PSD
1002,Maria Teodora Freire Gonçalves Cardo,PS
1003,Rafael Caseiro Henriques,CDS-PP
1003,Gonçalo Nuno Almeida Joaquim Duarte da Paz,PCP-PEV
1003,Rui Alexandre Novo e Rocha,PPD/PSD
1003,Teresa de Jesus da Conceição Fernandes,PS
1004,Nuno Ricardo Silva Barraca,CDS-PP
1004,Maria Manuela Almeida Flores Ribeiro,PCP-PEV
1004,Paulo Jorge Frazão Batista dos Santos,PPD/PSD
1004,Carlos Emanuel Oliveira Repolho,PS
1005,Rosa Maria Bastos Gonçalves Guerra,CDS-PP
1005,Maria de los Angeles Vinuesa Peña de Oliveira,PCP-PEV
1005,José Manuel Gonçalves Vieira,PPD/PSD
1005,Luís Alberto Camilo Duarte,PS
1006,Carlos Alberto Sainica Carujo,B.E.
1006,Manuel Fialho Isaac,CDS-PP
1006,Maria Teresa Maio Santos Milhanas Serrenho,I
1006,José Carlos Rebelo Ferreira Faria,PCP-PEV
1006,Fernando Manuel Tinta Ferreira,PPD/PSD
1006,Rui José Antunes da Cunha Simões Correia,PS
1007,António Manuel dos Santos Varanda,CDS-PP
1007,Manuel Lopes da Costa,PCP-PEV
1007,Pedro Manuel Alves da Graça,PPD/PSD
1007,Fernando José Pires Lopes,PS
1007,Miguel José Barjona de Tomaz Henriques,XVII
1008,António da Conceição Zuzarte,CDS-PP
1008,Artur Severino dos Reis do Vale,PCP-PEV
1008,Rui Manuel Almeida e Silva,PPD/PSD
1008,Jorge Manuel Fernandes de Abreu,PS
1009,José Manuel Peixoto Figueira Henriques,B.E.
1009,António Carlos Batista Martinho Gomes,CDS-PP
1009,Anabela Baptista Rodrigues dos Santos,PCP-PEV
1009,Álvaro José Madureira,PPD/PSD
1009,Raul Miguel de Castro,PS
1010,José Joaquim Saraiva Rodrigues,B.E.
1010,Sandra Mónica Cardoso Correia,CDS-PP
1010,Carlos Alberto Fernandes Logrado,I
1010,Aurélio Pedro Monteiro Ferreira,JPP
1010,Vitor Manuel Fernandes Pereira,PCP-PEV
1010,António Manuel Jesus Ferreira dos Santos,PPD/PSD
1010,Álvaro Manuel Marques Pereira,PS
1011,Joaquim Gil Sousa Piló,B.E.
1011,Joel Vieira Vitorino,CDS-PP
1011,António Duarte Salvador,MPT
1011,João Paulo Quinzico Delgado,PCP-PEV
1011,Luís Miguel Rodrigues Sousinha,PPD/PSD
1011,Walter Manuel Cavaleiro Chicharro,PS
1011,Alberto Madaíl da Silva Belo,XII
1011,António Gordinho Trindade,XIX
1012,Carlos Augusto Collaço Pinto Machado,CDS-PP
1012,José Rui Pereira da Silva Raposo,PCP-PEV
1012,Humberto da Silva Marques,PPD/PSD
1012,Bernardo José Fernandes Rodrigues,PS
1013,Rui Baltasar Coelho da Silva Matias,PCP-PEV
1013,Valdemar Gomes Fernandes Alves,PPD/PSD
1013,António da Silva Pena,PS
1014,Paulo Jorge Velho dos Santos Freitas,B.E.
1014,João Nuno Cruz Santos,CDS-PP
1014,António José Ferreira Sousa Correia Santos,PCP-PEV
1014,Luís Lourenço Jorge Ganhão,PPD/PSD
1014,Jorge Manuel Rosendo Gonçalves,PS
1015,José Matias Guardado Rodrigues da Silva,CDS-PP
1015,Fernando Manuel dos Santos Domingues,PCP-PEV
1015,Luís Diogo de Paiva Morão Alves Mateus,PPD/PSD
1015,Adelino Gonçalves Mendes,PS
1016,António José da Silva Alves,CDS-PP
1016,José Carlos Nogueira,PCP-PEV
1016,Carlos Manuel Neto Venda,PPD/PSD
1016,João Salgueiro,PS
1101,João António Silva Hermínio,B.E.
1101,Carlos Manuel de Melo Gomes Areal,PCP-PEV
1101,Nuno Miguel Domingos Coelho,PPD/PSD.CDS-PP.MPT.PPM
1101,Pedro Miguel Ferreira Folgado,PS
1102,Pedro Domingos da Lage Ribeiro Corrêa,CDS-PP
1102,Adelaide Maria Santos Ferreira Henriques,PCP-PEV
1102,Lélio Raimundo Lourenço,PPD/PSD
1102,André Filipe dos Santos Matos Rijo,PS
1103,David José Pinto Mendes,PCP-PEV
1103,António Jorge de Oliveira Lopes,PPD/PSD.CDS-PP.MPT.PPM
1103,Luís Manuel Abreu de Sousa,PS
1104,João Filipe Rafael dos Reis,CDS-PP.MPT.PPM
1104,Brizelinda das Neves Marques,PCP-PEV
1104,José Bernardo Nunes,PPD/PSD
1104,Dinis Acácio Nobre Duarte,PS
1105,Maria Cecília Vicente Duarte Honório,B.E.
1105,Maria Isabel Cabral de Magalhães,I
1105,Clemente Alves,PCP-PEV
1105,Orlando Paulo Ascensão Alves,PCTP/MRPP
1105,Carlos Manuel Lavrador de Jesus Carreiras,PPD/PSD.CDS-PP
1105,José Jorge Moniz Assunção Andrade,PPM/PPV/PND
1105,João Carlos Lombo da Silva Cordeiro,PS
1105,Nuno Ricardo Rodrigues Duarte,PTP
1106,João Fortunato da Cunha Semedo,B.E.
1106,Paulo Alexandre Esteves Borges,PAN
1106,João Manuel Peixoto Ferreira,PCP-PEV
1106,Joana Sofia Pinho Pereira Miranda,PCTP/MRPP
1106,João Carlos Pereira Melo Patrocínio,PNR
1106,Fernando Jorge Loureiro de Reboredo Seara,PPD/PSD.CDS-PP.MPT
1106,Nuno Jorge Lopes Correia da Silva,PPM/PPV/PND
1106,António Costa,PS
1106,Amândio Cerdeira Madaleno,PTP
1107,Jorge Duarte Gonçalves da Costa,B.E.
1107,José Lino Fonseca Ramos,CDS-PP
1107,Bernardino José Torrão Soares,PCP-PEV
1107,Luís Manuel da Silva Patrício,PCTP/MRPP
1107,Leandro Eduardo Simões Pinto do Souto,PNR
1107,Fernando José da Costa,PPD/PSD.MPT.PPM
1107,João Luís Costa Nunes,PS
1107,António Valdimiro Medonça da Conceição,PTP
1108,Hélio Fernando da Costa Antunes Silva,B.E.
1108,Mário Rui Martins do Souto,PCP-PEV
1108,Hernâni Luís Henriques Santos,PPD/PSD.CDS-PP
1108,João Duarte Anastácio de Carvalho,PS
1109,Paulo Frederico Emanuel Alves Fernandes Pardal Morcela,CDS-PP.MPT.PPM
1109,Rogério Monteiro da Costa,PCP-PEV
1109,Helder António Guerra de Sousa Silva,PPD/PSD
1109,Elísio Costa Santos Summavielle,PS
1110,Carlos Fernando de Sousa Gaivoto,B.E.
1110,Paulo Pinto de Carvalho Freitas do Amaral,CDS-PP
1110,Paulo César Sanches Casinhas Da Silva Vistas,I
1110,Paula Inês Alves de Sousa Real,PAN
1110,Daniel dos Reis Branco,PCP-PEV
1110,Joaquim Manuel Ferreira,PCTP/MRPP
1110,Francisco Maria Moita Flores,PPD/PSD
1110,Marcos Sá Rodrigues,PS
1110,Edna Miriam Alves Lopes,PTP
1111,Luís Emídio Lopes Mateus Fazenda,B.E.
1111,Nuno Miguel Peixoto Azevedo,PAN
1111,Pedro Manuel da Costa Ventura,PCP-PEV
1111,António dos Santos Laires,PCTP/MRPP
1111,Nuno Maria de Figueiredo Cabral da Camara Pereira,PND
1111,José Lucena Pinto,PNR
1111,Pedro Augusto Cunha Pinto,PPD/PSD.CDS-PP.MPT
1111,Basílio Adolfo de Mendonça Horta da Franca,PS
1111,Marco Paulo Caldeira de Almeida,VIII
1111,António dos Santos Barbosa de Oliveira,XII
1112,José Alberto Quintino da Silva,PCP-PEV
1112,Joaquim Maria Reis Catarino Biancard Cruz,PPD/PSD.CDS-PP
1112,Pedro Miguel da Silva Coelho dos Santos,PS
1113,Rui Manuel Pinto Ibañez Matoso,B.E.
1113,Luís Carlos de Deus Teixeira Marinho,CDS-PP.MPT.PPM
1113,Sérgio Rodrigo dos Santos Cipriano,PCP-PEV
1113,Hernâni Morato da Costa,PNR
1113,Hugo Miguel Fernandes Martins,PPD/PSD
1113,Carlos Manuel Soares Miguel,PS
1113,Sérgio Paulo Ribeiro Jacinto,V
1114,Mário Luis Valada dos Santos Correia,B.E.
1114,António Ramos,CDS-PP
1114,Nuno Miguel Marques Libório,PCP-PEV
1114,João Manuel Correia Pires de Carvalho,PPD/PSD.MPT.PPM
1114,Alberto Simões Maia Mesquita,PS
1115,António Manuel Candeias Coelho dos Santos,B.E.
1115,Francisco José Santana Nunes dos Santos,PCP-PEV
1115,Elísio Fernando Fadigas Barão,PCTP/MRPP
1115,Carlos Manuel dos Santos Batista da Silva,PPD/PSD.CDS-PP
1115,Carla Maria Nunes Tavares,PS
1115,Rui Manuel Coelho Mendes Gonçalves,PTP
1116,João Cláudio Candeias Fragoso Curvêlo,B.E.
1116,Miguel da Costa Pessoa Xara Brasil,CDS-PP.MPT.PPM
1116,Maria Fernanda dos Santos Mateus,PCP-PEV
1116,Ernesto Ferreira Moreira Reis,PCTP/MRPP
1116,Sandra Cristina de Sequeiros Pereira,PPD/PSD
1116,Susana de Fátima Carvalho Amador,PS
1116,Bruno Filipe da Piedade Veiga,PTP
1201,João Maria Cordeiro Ferreira Roquette,CDS-PP
1201,Romão Buxo da Trindade,PCP-PEV
1201,Joviano Martins Vitorino,PPD/PSD
1201,Francisco António Martins dos Reis,PS
1202,António Jacinto Rebelo Pascoal,PCP-PEV
1202,Fermelinda de Jesus Pombo Carvalho,PPD/PSD
1202,Gil da Conceição Palmeiro Romão,PS
1203,Nuno Paulo Augusto da Silva,PCP-PEV
1203,Luis Filipe Galvão Lourenço de Brito Fouto,PPD/PSD
1203,Rui Manuel Varela Barrento Henriques,PS
1204,Joaquim José Garcia Gordo,B.E.
1204,João Manuel Borrega Burrica,MPT
1204,António João Borrega Gonçalves,PCP-PEV
1204,Arnaldo José Rodrigues Trindade,PPD/PSD
1204,Ricardo Miguel Furtado Pinheiro,PS
1205,Amândio de Alegria Patacas,PCP-PEV
1205,António Manuel das Neves Nobre Pita,PPD/PSD
1205,Tiago Fragosa Malato,PS
1206,João Teresa Ribeiro,PCP-PEV
1206,Ângelo Miguel Guerra Pires Fernandes,PPD/PSD
1206,José Correia da Luz,PS
1207,Francisco Luís Mocinha Castelo,B.E.
1207,Tiago Patricio Monteiro Telo de Abreu,CDS-PP
1207,José Severino Leonardo Batista,PCP-PEV
1207,António Carlos Sequeira da Teodora,PPD/PSD.PPM
1207,Nuno Miguel Fernandes Mocinha,PS
1208,Paula Alexandra dos Santos Almeida,CDS-PP
1208,João Fernando Dias Serra,PCP-PEV
1208,Rogério David Sádio da Silva,PPD/PSD
1208,Mário Nina Nery Rodrigues,PS
1209,Manuel Vicente Mascate Delgado,PCP-PEV
1209,Paulo José Estrela Vitoriano de Matos,PPD/PSD
1209,José Fernando da Silva Pio,PS
1210,Nuno Miguel Serra Pereira,CDS-PP
1210,Susana Glória da Piedade Teixeira,PCP-PEV
1210,Victor Manuel Martins Frutuoso,PPD/PSD
1210,Carlos Manuel Batista Castelinho,PS
1211,Gonçalo Nuno Ribeiro Brandão Amanso Lagem,PCP-PEV
1211,António José Julião da Silva Vieira,PPD/PSD.CDS-PP
1211,Miguel Alexandre Ferreira Rasquinho,PS
1212,Vitor Manuel Tavares Martins,PCP-PEV
1212,José Dinis Moura Semedo,PPD/PSD.CDS-PP
1212,Maria Idalina Alves Trindade,PS
1212,Manuel António Rosmaninho Bichardo,XV
1213,Maria Antónia Gonçalves da Silva Frio,B.E.
1213,Rui Adegas Coelho Lobo Varela,CDS-PP
1213,Vítor Manuel Feliciano Morgado,PCP-PEV
1213,João Nascimento Canas Guerra,PPD/PSD
1213,Hugo Luis Pereira Hilário,PS
1214,José Manuel Semedo Basso,B.E.
1214,Luís Manuel Madeira Pargana,PCP-PEV
1214,António Jaime Correia Azedo,PPD/PSD.CDS-PP
1214,José Manuel Reboredo Pinto Leite,PS
1214,Maria Adelaide Franco Lebreiro de Aguiar Marques Teixeira,X
1215,José Bernardino Rodrigues Pascoal,PCP-PEV
1215,Armando Jorge Mendonça Varela,PPD/PSD
1215,António Dâmaso Alface Carrilho,PS
1301,Maria Elisa de Carvalho Antunes Magalhães,B.E.
1301,Maria de Lurdes Monteiro Ribeiro,PCP-PEV
1301,José Luís Gaspar Jorge,PPD/PSD.CDS-PP
1301,António José Cerqueira Dinis de Mesquita,PS
1301,Pedro Manuel Barros Pereira,XX
1302,José Carlos Póvoas,CDS-PP
1302,Adérito Manuel Vieira,PCP-PEV
1302,Luís Miguel Amaral Sousa,PPD/PSD
1302,José Luís Pereira Carneiro,PS
1303,Sara Cristina Ribeiro de Oliveira,B.E.
1303,Carla Isabel de Vila-Boas Simões Sampaio e Carvalho,CDS-PP
1303,Manuel António Teixeira de Freitas,PCP-PEV
1303,António Teixeira Gomes,PCTP/MRPP
1303,José Inácio Cardoso Ribeiro,PPD/PSD.PPM
1303,Eduardo Alberto Leite Bragança da Cunha,PS
1304,Ana Paula Canotilho de Seixas,B.E.
1304,Joaquim dos Santos Barbosa,PCP-PEV
1304,Maria João de Jesus Araújo Ramos das Neves Marinho,PPD/PSD.CDS-PP
1304,Marco André dos Santos Martins Lopes,PS
1305,António Carlos Valente Machado Vieira,PCP-PEV
1305,Leonel Domingos Reis Vieira da Silva,PPD/PSD.CDS-PP
1305,Pedro Daniel Machado Gomes,PS
1306,Rosa Maria Teixeira da Cruz,B.E.
1306,Ana Virgínia da Costa Pereira,PCP-PEV
1306,António Gonçalves Bragança Fernandes,PPD/PSD.CDS-PP
1306,Ricardo Manuel da Silva Monteiro Bexiga,PS
1307,Artur Elísio de Braga de Melo e Castro,JPP
1307,Avelino Ferreira Torres,III
1307,António Pereira Gomes Varela,PCP-PEV
1307,Manuel Maria Moreira,PPD/PSD
1307,Lino Augusto Tavares Dias,PS
1308,Fernando José Leite de Oliveira Queiroz,B.E.
1308,Manuel Maio Gonçalves da Silva,CDS-PP
1308,Guilherme Manuel Lopes Pinto,I
1308,José Pedro da Silva Rodrigues,PCP-PEV
1308,Pedro José da Vinha Rodrigues Costa,PPD/PSD
1308,António Manuel Gomes Santos Parada,PS
1308,Orlando Manuel Leite Cruz,PTP
1309,Henrique Martins Pacheco,CDS-PP
1309,Nuno Miguel dos Santos Neto,PCP-PEV
1309,Pedro Alexandre Oliveira Cardoso Pinto,PPD/PSD
1309,Humberto Fernando Leão Pacheco de Brito,PS
1309,Floriano de Sousa e Silva,PTP
1310,Ilídio Paulo Ferreira dos Santos,B.E.
1310,António Macedo de Lemos,CDS-PP
1310,Cristiano Manuel Soares Ribeiro,PCP-PEV
1310,Celso Manuel Gomes Ferreira,PPD/PSD
1310,José Alexandre Silva Almeida,PS
1311,João Paulo Correira,B.E.
1311,David Soares Teixeira,PCP-PEV
1311,Antonino Aurélio Vieira de Sousa,PPD/PSD.CDS-PP
1311,André Manuel Loureiro Correia Ferreira,PS
1312,José Borges de Araújo de Moura Soeiro,B.E.
1312,Nuno Magalhães Silva Cardoso,I
1312,Rui de Carvalho de Araújo Moreira,JPP
1312,Pedro Manuel Rodrigues Lopes de Carvalho,PCP-PEV
1312,José Carlos da Silva Santos,PCTP/MRPP
1312,Luís Filipe Menezes Lopes,PPD/PSD.PPM.MPT
1312,Manuel Francisco Pizarro de Sampaio e Castro,PS
1312,José Manuel da Costa Pereira,PTP
1313,Vítor Eduardo Ferreira Pinto,B.E.
1313,António Jorge Quintas Duarte Serrano de Araújo,CDS-PP
1313,José Maria Pedreira Reina,PCP-PEV
1313,António Pedro de Basto e Vasconcelos Ribeiro da Silva,PCTP/MRPP
1313,Aires Henrique do Couto Pereira,PPD/PSD
1313,Elvira Maria Vieira Gonçalves Ferreira,PS
1314,José Eduardo Correia da Graça Martins,CDS-PP
1314,Henrique da Cruz Pinheiro Machado,JPP
1314,Maria Augusta Castro Costa Carvalho Silveira,PCP-PEV
1314,Alírio António de Sousa Canceles,PPD/PSD.PPM
1314,Joaquim Barbosa Ferreira Couto,PS
1315,Eliseu Filipe Pinto Lopes,B.E.
1315,Alexandre Manuel da Silva Teixeira,CDS-PP
1315,Adriano Soares Ribeiro,PCP-PEV
1315,João Paulo Rodrigues Baltazar,PPD/PSD.PPM
1315,José Manuel Pereira Ribeiro,PS
1316,Armando Herculano Lopes Ferreira,B.E.
1316,Artur Sousa do Bonfim,CDS-PP
1316,Fernando Manuel Martins dos Reis,PCP-PEV
1316,José Miguel Dias Paiva e Costa,PPD/PSD.PPM
1316,Maria Elisa de Carvalho Ferraz,PS
1317,António Eduardo Pinto Silvestre dos Santos Pereira,B.E.
1317,Jorge Sarabando Moreira,PCP-PEV
1317,Cristina Alves Valério Máximo,PCTP/MRPP
1317,Carlos Abreu Amorim,PPD/PSD.CDS-PP
1317,Eduardo Vítor de Almeida Rodrigues,PS
1317,Manuel José de Jesus Almeida,PTP
1317,José Guilherme Aguiar,V
1317,Manuel Augusto Vieira Machado,XVI
1318,Gualter Miguel Maia Oliveira da Fonseca Costa,B.E.
1318,Maria da Conceição da Silva Farpa Silva,PCP-PEV
1318,Sérgio Humberto Pereira da Silva,PPD/PSD.CDS-PP
1318,Joana Fernanda Ferreira Lima,PS
1318,Joaquim Martinho de Sousa Azevedo,V
1401,Manuel António Rodrigues Lopes,B.E.
1401,Luís Miguel Baptista de Assunção da Silva Reis,CDS-PP
1401,Avelino Manuel Conceição Manana,PCP-PEV
1401,Elza Rufina Afonso de Jesus Vitório,PPD/PSD
1401,Maria do Céu Oliveira Antunes Albuquerque,PS
1402,Artur Simões Rodrigues,JPP
1402,Carlos Alberto Garrudo Oliveira,PCP-PEV
1402,Susana Maria Martins Epifânio Frazão Aparício,PPD/PSD.CDS-PP
1402,Fernanda Maria Pereira Asseiceira,PS
1403,Sónia Isabel Campos da Silva Colaço,PCP-PEV
1403,Manuel Sebastião Duarte Lopes,PPD/PSD.CDS-PP.MPT
1403,Pedro Miguel César Ribeiro,PS
1403,Rosa Maria Cardoso do Nascimento,V
1403,Nuno Miguel da Silva Pinhão Dâmaso Fazenda,VI
1404,Mário Fernando Atracado Pereira,PCP-PEV
1404,Francisco José Saturnino Cunha,PPD/PSD.MPT
1404,Pedro Miguel Santiago Brás Gaspar,PS
1405,Carlos Manuel da Graça Amaro,CDS-PP
1405,Carlos António Pinto Coutinho,PCP-PEV
1405,José António Salvador Rodrigues da Avó,PPD/PSD
1405,Raimundo José Mateus Rocha,PS
1406,João Manuel Rebelo Alves,B.E.
1406,Manuel Afonso Dias,CDS-PP
1406,José Anselmo Dias Rodrigues,I
1406,Mário Júlio Roque dos Reis,PCP-PEV
1406,Vasco Manuel Figueiredo Florentino,PPD/PSD
1406,Pedro Miguel Magalhães Ribeiro,PS
1407,José das Neves Filipe,B.E.
1407,Francisco Manuel Petisca Matias,PCP-PEV
1407,Aurelina Maria Garrido Conde Andrade Rufino,PPD/PSD.CDS-PP
1407,Paulo Jorge Mira Lucas Cegonho Queimado,PS
1408,Adelino Lourenço Gomes,CDS-PP.MPT
1408,Júlia Maria Gonçalves Lopes de Amorim,PCP-PEV
1408,José Maria Horta Silvares Alves da Luz,PPD/PSD
1408,António Luís Fernandes Mendes,PS
1409,Rafael José Ferreira Gomes,B.E.
1409,Vasques Freitas Gomes,CDS-PP
1409,José Marcelino,PCP-PEV
1409,Liliana Sofia Neves Ferreira dos Santos Pinto,PPD/PSD
1409,Francisco Silvestre de Oliveira,PS
1410,Carlos Manuel Godinho Matias,B.E.
1410,Paulo Jorge Santos Bica,CDS-PP
1410,José David da Silva Ribeiro,PCP-PEV
1410,Maria Isilda Videira Nogueira da Silva Aguincha,PPD/PSD
1410,Jorge Manuel Alves de Faria,PS
1411,Jorge Ponce de Leão de Castro,CDS-PP
1411,António Alves Matos,PCP-PEV
1411,Jacinto Manuel Lopes Cristas Flores,PPD/PSD
1411,António Vicente Martins,PS
1412,José Luís Duarte Vieira,PCP-PEV
1412,José António Godinho Lopes,PPD/PSD.CDS-PP
1412,Rui Manuel Lince Singeis Medinas Duarte,PS
1412,Nair Cristina dos Santos Gonçalves Henriques da Luz,XII
1413,Tiago Manuel Marques Dias e Sá,CDS-PP
1413,Maria Arminda de Jesus Gonçalves dos Santos,PCP-PEV
1413,Vasco António Mendonça Sequeira Estrela,PPD/PSD
1413,Nuno Fernando Bento Neto,PS
1414,Rosa Maria Gomes Pina da Costa,B.E.
1414,Augusto Manuel Gonçalves Figueiredo,PCP-PEV
1414,Isaura Maria Elias Crisóstomo Bernardino Morais,PPD/PSD.CDS-PP
1414,Carlos Alberto da Nazaré Almeida,PS
1414,João Teodoro Miguel,V
1415,Manuel António Marques das Neves,B.E.
1415,Orlando Manuel Ferreira Garcia,PCP-PEV
1415,Francisco Miguel Naia da Cunha Pereira,PPD/PSD.CDS-PP
1415,Hélder Manuel Ramalho de Sousa Esménio,PS
1415,Rui Manuel Silva Moreira,X
1416,Bruno Miguel Gois Carreira,B.E.
1416,Aires Manuel Gaspar Duarte Lopes,CDS-PP
1416,Francisco António Madeira Mendes,JPP
1416,Francisco Miguel Baudoin Madeira Lopes,PCP-PEV
1416,Ricardo Gonçalves Ribeiro Gonçalves,PPD/PSD
1416,Idália Maria Marques Salvador Serrão,PS
1417,Rui Miguel Vermelho Serras,III
1417,Joaquim Jorge Ferreira,PCP-PEV
1417,António Miguel Cabedal Borges,PPD/PSD
1417,Fernando Cascalheira Vasco,PS
1418,Rui Coutinho Rodrigues Marques,B.E.
1418,Ivo Manuel Querido dos Santos,CDS-PP
1418,Pedro Alexandre Ramos Marques,I
1418,Flávio Daniel Gameiro Nunes,MPT
1418,Bruno Vítor Domingos Graça,PCP-PEV
1418,Carlos Manuel de Oliveira Carrão,PPD/PSD
1418,Anabela Gaspar de Freitas,PS
1419,Helena Maria Moura Pinto,B.E.
1419,Susana Maria Domingues Batista,CDS-PP
1419,Carlos Manuel Lopes Tomé,PCP-PEV
1419,Henrique Ferreira Reis,PPD/PSD
1419,Pedro Paulo Ramos Ferreira,PS
1420,Ana Paula Soares Pinto,CDS-PP
1420,Maria José Brito Alves Martinho,PCP-PEV
1420,Luis Manuel dos Santos Valente,PPD/PSD
1420,Fernando Manuel dos Santos Freire,PS
1421,Vítor Manuel de Jesus Frazão,IV
1421,Alexandre Lopes de Castro,PCP-PEV
1421,Luis Miguel Marques Grossinho Coutinho Albuquerque,PPD/PSD.CDS-PP
1421,Paulo Alexandre Homem de Oliveira Fonseca,PS
1501,Ana Maria Caixeirinho Penas,B.E.
1501,Maria Teresa Monteiro Pires de Carvalho de Noronha e Castro,CDS-PP
1501,Vitor Manuel Chaves de Caro Proença,PCP-PEV
1501,Pedro Alexandre Guerreiro Goucha,PPD/PSD
1501,José Manuel Torres Couto,PS
1502,Vasco André Marques Pinto,CDS-PP
1502,Luís Miguel Carraça Franco,PCP-PEV
1502,Maria do Rosário Rodrigues da Costa Prates,PPD/PSD
1502,Maria Teresa Filipe de Moraes Sarmento,PS
1503,Joana Rodrigues Mortágua,B.E.
1503,Fernando Jorge Sousa da Pena,CDS-PP
1503,Sofia Alexandra Loureiro da Silva,PAN
1503,Joaquim Estevão Miguel Judas,PCP-PEV
1503,Domingos António Caeiro Bulhão,PCTP/MRPP
1503,António José Pinho Gaspar Neves,PPD/PSD
1503,Joaquim António da Silva Gomes Barbosa,PS
1503,Rute Mafalda Oliveira Zorrinho Henriques,PTP
1504,Humberto Manuel Coelho Candeias,B.E.
1504,Paulo Daniel da Costa Ferreira,CDS-PP
1504,Carlos Humberto Palácios Pinheiro de Carvalho,PCP-PEV
1504,Joaquim Carlos Salgueiro Martins,PCTP/MRPP
1504,Bruno Jorge Viegas Vitorino,PPD/PSD
1504,Luís Filipe Pimenta Ferreira,PS
1505,Manuel Rodrigues Graça Dias,B.E.
1505,António Figueira Mendes,PCP-PEV
1505,Ricardo Alexandre Manguito Campaniço,PS
1505,António Francisco Palhinhas Candeias,XIII
1505,Aníbal Manuel Guerreiro Cordeiro,XVIII
1506,Joaquim Inácio Raminhos Cabaça,B.E.
1506,João Manuel Sacoto Pereira Neves,CDS-PP
1506,José Carlos Rodrigues de Gouveia,PAN
1506,Rui Manuel Marques Garcia,PCP-PEV
1506,Leonel Eusébio Coelho,PCTP/MRPP
1506,João Paulo de Sousa e Silva Gaspar,PPD/PSD
1506,Manuel Galvoeira Borges,PS
1506,José Manuel da Costa,PTP
1507,Tiago João Lopes Pinheiro,B.E.
1507,Artur Manuel Tormenta de Oliveira,CDS-PP
1507,Carlos Jorge Antunes de Almeida,PCP-PEV
1507,Maria Manuela Ruivo Bailão Parreira,PCTP/MRPP
1507,Maria das Mercês Gomes Borges da Silva Soares,PPD/PSD
1507,Nuno Miguel Caramujo Ribeiro Canta,PS
1508,António Simões de Carvalho Oliveira Santos,B.E.
1508,Álvaro Manuel Balseiro Amaro,PCP-PEV
1508,Paulo Jorge Simões Ribeiro,PPD/PSD.CDS-PP
1508,Maria da Natividade Charneca Coelho,PS
1508,Victor Manuel Oliveira Fernandes,PTP
1509,João Manuel Martins Madeira,B.E.
1509,Mateus d'Assunção Guerreiro,CDS-PP
1509,Álvaro dos Santos Beijinha,PCP-PEV
1509,Paulo Jorge Candeias Parreira Gonçalves Gamito,PPD/PSD
1509,Nuno Manuel Cunha Gomes de Oliveira,PS
1510,Luís Manuel Rendeiro Cordeiro,B.E.
1510,João Carlos Filipe de Noronha Marques de Oliveira,CDS-PP
1510,Joaquim Cesário Cardador dos Santos,PCP-PEV
1510,Carlos Manuel Duarte da Costa Gomes,PCTP/MRPP
1510,Paulo Edson Carvalho Borges da Cunha,PPD/PSD
1510,Samuel Pedro da Silva Cruz,PS
1510,Helena Sofia Santos Silva Henriques,PTP
1511,Adelino Manuel Guimarães Fortunato,B.E.
1511,Carlos Manuel Correia da cunha Sargedas,I
1511,António da Silva Henriques,PAN
1511,Augusto Manuel Neto Carapinha Pólvora,PCP-PEV
1511,Francisco José Pereira Luís,PPD/PSD.CDS-PP
1511,Américo Gegaloto,PS
1512,Mariana Rosa Aiveca,B.E.
1512,Luís Humberto Pacheco Ferreira Teixeira,PAN
1512,Maria das Dores Marques Banheiro Meira,PCP-PEV
1512,Duarte Nuno Vidal Jesuíno,PCTP/MRPP
1512,Luís Filipe Alexandre Rodrigues,PPD/PSD.CDS-PP
1512,João Manuel Teixeira de Assunção Ribeiro,PS
1513,Américo Manuel da Silva Lourenço,CDS-PP
1513,Hélder Alexandre Gil Guerreiro,PCP-PEV
1513,João Miguel da Silva Garganta Custódio,PPD/PSD
1513,Nuno José Gonçalves Mascarenhas,PS
1513,Marisa Filipa Santos Rodrigues dos Santos,XX
1601,Fernando João Fernandes Fonseca,CDS-PP
1601,Emília Fernanda Teixeira de Vasconcelos,PCP-PEV
1601,João Manuel do Amaral Esteves,PPD/PSD
1601,Fernando Pereira Cabodeira,PS
1602,Joaquim Celestino Simões Ribeiro,PCP-PEV
1602,Flamiano Gonçalves Martins,PPD/PSD
1602,Luís Miguel da Silva Mendonça Alves,PS
1603,Horácio dos Santos Lima,PCP-PEV
1603,Manuel Fernandes Ramos dos Santos,PPD/PSD
1603,Manuel Batista Calçada Pombal,PS
1604,Abel Lima Baptista,CDS-PP
1604,Filipe Alexandre Martins Vintém,PCP-PEV
1604,António José Fernandes Barbosa,PPD/PSD
1604,Augusto Henrique de Oliveira Domingues,PS
1605,João Manuel Dias Carvalho,CDS-PP
1605,Celina Araujo de Sousa,PCP-PEV
1605,Décio Brandão Guerreiro,PPD/PSD
