Dicofr,Ref_municipio_ine,Distrito,Concelho,Freguesia,Orgao,Inscritos,Votantes,Validos,Brancos,Nulos,Votos,Sigla,M
50200,502,Castelo Branco,CASTELO BRANCO,NULL,CM,48889,29270,NULL,736,408,81,PPM,0
50200,502,Castelo Branco,CASTELO BRANCO,NULL,CM,48889,29270,NULL,736,408,20172,PS,6
50200,502,Castelo Branco,CASTELO BRANCO,NULL,AM,48889,28973,NULL,736,408,940,CDS-PP,0
50200,502,Castelo Branco,CASTELO BRANCO,NULL,AM,48889,28973,NULL,736,408,1354,PCP-PEV,1
50200,502,Castelo Branco,CASTELO BRANCO,NULL,AM,48889,28973,NULL,736,408,6652,PPD/PSD,6
50200,502,Castelo Branco,CASTELO BRANCO,NULL,AM,48889,28973,NULL,736,408,17502,PS,18
50200,502,Castelo Branco,CASTELO BRANCO,NULL,AM,48889,28973,NULL,736,408,1381,B.E.,1
50200,502,Castelo Branco,CASTELO BRANCO,NULL,AF,48889,28794,NULL,736,408,481,CDS-PP,1
50200,502,Castelo Branco,CASTELO BRANCO,NULL,AF,48889,28794,NULL,736,408,17265,PS,145
50200,502,Castelo Branco,CASTELO BRANCO,NULL,AF,48889,28794,NULL,736,408,7270,PPD/PSD,41
50200,502,Castelo Branco,CASTELO BRANCO,NULL,AF,48889,28794,NULL,736,408,1444,PCP-PEV,6
50200,502,Castelo Branco,CASTELO BRANCO,NULL,AF,48889,28794,NULL,736,408,540,I,7
50200,502,Castelo Branco,CASTELO BRANCO,NULL,AF,48889,28794,NULL,736,408,650,B.E.,1
50201,502,Castelo Branco,CASTELO BRANCO,Alcains,AF,NULL,NULL,NULL,NULL,NULL,532,PPD/PSD,2
50201,502,Castelo Branco,CASTELO BRANCO,Alcains,AF,NULL,NULL,NULL,NULL,NULL,1448,PS,7
50201,502,Castelo Branco,CASTELO BRANCO,Alcains,AF,NULL,NULL,NULL,NULL,NULL,172,PCP-PEV,0
50202,502,Castelo Branco,CASTELO BRANCO,Almaceda,AF,NULL,NULL,NULL,NULL,NULL,16,PCP-PEV,0
50202,502,Castelo Branco,CASTELO BRANCO,Almaceda,AF,NULL,NULL,NULL,NULL,NULL,137,PPD/PSD,2
50202,502,Castelo Branco,CASTELO BRANCO,Almaceda,AF,NULL,NULL,NULL,NULL,NULL,206,PS,3
50202,502,Castelo Branco,CASTELO BRANCO,Almaceda,AF,NULL,NULL,NULL,NULL,NULL,324,I,4
50203,502,Castelo Branco,CASTELO BRANCO,Benquerenças,AF,NULL,NULL,NULL,NULL,NULL,4,PCP-PEV,0
50203,502,Castelo Branco,CASTELO BRANCO,Benquerenças,AF,NULL,NULL,NULL,NULL,NULL,209,PPD/PSD,3
50203,502,Castelo Branco,CASTELO BRANCO,Benquerenças,AF,NULL,NULL,NULL,NULL,NULL,307,PS,4
50204,502,Castelo Branco,CASTELO BRANCO,Cafede,AF,NULL,NULL,NULL,NULL,NULL,138,PS,6
50204,502,Castelo Branco,CASTELO BRANCO,Cafede,AF,NULL,NULL,NULL,NULL,NULL,45,PCP-PEV,1
50205,502,Castelo Branco,CASTELO BRANCO,Castelo Branco,AF,NULL,NULL,NULL,NULL,NULL,418,CDS-PP,0
50205,502,Castelo Branco,CASTELO BRANCO,Castelo Branco,AF,NULL,NULL,NULL,NULL,NULL,662,PCP-PEV,1
50205,502,Castelo Branco,CASTELO BRANCO,Castelo Branco,AF,NULL,NULL,NULL,NULL,NULL,7465,PS,11
50205,502,Castelo Branco,CASTELO BRANCO,Castelo Branco,AF,NULL,NULL,NULL,NULL,NULL,650,B.E.,1
50205,502,Castelo Branco,CASTELO BRANCO,Castelo Branco,AF,NULL,NULL,NULL,NULL,NULL,3944,PPD/PSD,6
50206,502,Castelo Branco,CASTELO BRANCO,Cebolais de Cima,AF,NULL,NULL,NULL,NULL,NULL,665,PS,8
50206,502,Castelo Branco,CASTELO BRANCO,Cebolais de Cima,AF,NULL,NULL,NULL,NULL,NULL,99,PCP-PEV,1
50207,502,Castelo Branco,CASTELO BRANCO,Escalos de Baixo,AF,NULL,NULL,NULL,NULL,NULL,40,PCP-PEV,0
50207,502,Castelo Branco,CASTELO BRANCO,Escalos de Baixo,AF,NULL,NULL,NULL,NULL,NULL,400,PS,7
50208,502,Castelo Branco,CASTELO BRANCO,Escalos de Cima,AF,NULL,NULL,NULL,NULL,NULL,181,PPD/PSD,2
50208,502,Castelo Branco,CASTELO BRANCO,Escalos de Cima,AF,NULL,NULL,NULL,NULL,NULL,554,PS,7
50209,502,Castelo Branco,CASTELO BRANCO,Freixial do Campo,AF,NULL,NULL,NULL,NULL,NULL,316,PS,7
50209,502,Castelo Branco,CASTELO BRANCO,Freixial do Campo,AF,NULL,NULL,NULL,NULL,NULL,17,PCP-PEV,0
50210,502,Castelo Branco,CASTELO BRANCO,Juncal do Campo,AF,NULL,NULL,NULL,NULL,NULL,281,PS,7
50211,502,Castelo Branco,CASTELO BRANCO,Lardosa,AF,NULL,NULL,NULL,NULL,NULL,114,PCP-PEV,1
50211,502,Castelo Branco,CASTELO BRANCO,Lardosa,AF,NULL,NULL,NULL,NULL,NULL,169,PPD/PSD,2
50211,502,Castelo Branco,CASTELO BRANCO,Lardosa,AF,NULL,NULL,NULL,NULL,NULL,302,PS,4
50212,502,Castelo Branco,CASTELO BRANCO,Louriçal do Campo,AF,NULL,NULL,NULL,NULL,NULL,32,PCP-PEV,0
50212,502,Castelo Branco,CASTELO BRANCO,Louriçal do Campo,AF,NULL,NULL,NULL,NULL,NULL,196,PPD/PSD,3
50212,502,Castelo Branco,CASTELO BRANCO,Louriçal do Campo,AF,NULL,NULL,NULL,NULL,NULL,298,PS,4
50213,502,Castelo Branco,CASTELO BRANCO,Lousa,AF,NULL,NULL,NULL,NULL,NULL,337,PS,5
50213,502,Castelo Branco,CASTELO BRANCO,Lousa,AF,NULL,NULL,NULL,NULL,NULL,9,PCP-PEV,0
50213,502,Castelo Branco,CASTELO BRANCO,Lousa,AF,NULL,NULL,NULL,NULL,NULL,176,PPD/PSD,2
50214,502,Castelo Branco,CASTELO BRANCO,Malpica do Tejo,AF,NULL,NULL,NULL,NULL,NULL,48,PCP-PEV,0
50214,502,Castelo Branco,CASTELO BRANCO,Malpica do Tejo,AF,NULL,NULL,NULL,NULL,NULL,227,PS,4
50214,502,Castelo Branco,CASTELO BRANCO,Malpica do Tejo,AF,NULL,NULL,NULL,NULL,NULL,216,I,3
50215,502,Castelo Branco,CASTELO BRANCO,Mata,AF,NULL,NULL,NULL,NULL,NULL,330,PS,7
50216,502,Castelo Branco,CASTELO BRANCO,Monforte da Beira,AF,NULL,NULL,NULL,NULL,NULL,133,PPD/PSD,3
50216,502,Castelo Branco,CASTELO BRANCO,Monforte da Beira,AF,NULL,NULL,NULL,NULL,NULL,195,PS,4
50217,502,Castelo Branco,CASTELO BRANCO,Ninho do Açor,AF,NULL,NULL,NULL,NULL,NULL,286,PS,7
50218,502,Castelo Branco,CASTELO BRANCO,Póvoa de Rio de Moinhos,AF,NULL,NULL,NULL,NULL,NULL,92,PPD/PSD,1
50218,502,Castelo Branco,CASTELO BRANCO,Póvoa de Rio de Moinhos,AF,NULL,NULL,NULL,NULL,NULL,287,PS,6
50219,502,Castelo Branco,CASTELO BRANCO,Retaxo,AF,NULL,NULL,NULL,NULL,NULL,157,PCP-PEV,2
50219,502,Castelo Branco,CASTELO BRANCO,Retaxo,AF,NULL,NULL,NULL,NULL,NULL,369,PS,5
50220,502,Castelo Branco,CASTELO BRANCO,Salgueiro do Campo,AF,NULL,NULL,NULL,NULL,NULL,420,PS,4
50220,502,Castelo Branco,CASTELO BRANCO,Salgueiro do Campo,AF,NULL,NULL,NULL,NULL,NULL,277,PPD/PSD,3
50220,502,Castelo Branco,CASTELO BRANCO,Salgueiro do Campo,AF,NULL,NULL,NULL,NULL,NULL,6,PCP-PEV,0
50221,502,Castelo Branco,CASTELO BRANCO,Santo André das Tojeiras,AF,NULL,NULL,NULL,NULL,NULL,567,PS,9
50222,502,Castelo Branco,CASTELO BRANCO,São Vicente da Beira,AF,NULL,NULL,NULL,NULL,NULL,447,PPD/PSD,4
50222,502,Castelo Branco,CASTELO BRANCO,São Vicente da Beira,AF,NULL,NULL,NULL,NULL,NULL,582,PS,5
50222,502,Castelo Branco,CASTELO BRANCO,São Vicente da Beira,AF,NULL,NULL,NULL,NULL,NULL,18,PCP-PEV,0
50223,502,Castelo Branco,CASTELO BRANCO,Sarzedas,AF,NULL,NULL,NULL,NULL,NULL,711,PS,5
50223,502,Castelo Branco,CASTELO BRANCO,Sarzedas,AF,NULL,NULL,NULL,NULL,NULL,488,PPD/PSD,4
50224,502,Castelo Branco,CASTELO BRANCO,Sobral do Campo,AF,NULL,NULL,NULL,NULL,NULL,2,PCP-PEV,0
50224,502,Castelo Branco,CASTELO BRANCO,Sobral do Campo,AF,NULL,NULL,NULL,NULL,NULL,63,CDS-PP,1
50224,502,Castelo Branco,CASTELO BRANCO,Sobral do Campo,AF,NULL,NULL,NULL,NULL,NULL,264,PS,5
50224,502,Castelo Branco,CASTELO BRANCO,Sobral do Campo,AF,NULL,NULL,NULL,NULL,NULL,87,PPD/PSD,1
50225,502,Castelo Branco,CASTELO BRANCO,Tinalhas,AF,NULL,NULL,NULL,NULL,NULL,310,PS,4
50225,502,Castelo Branco,CASTELO BRANCO,Tinalhas,AF,NULL,NULL,NULL,NULL,NULL,202,PPD/PSD,3
50225,502,Castelo Branco,CASTELO BRANCO,Tinalhas,AF,NULL,NULL,NULL,NULL,NULL,3,PCP-PEV,0
50300,503,Castelo Branco,COVILHÃ,NULL,CM,49674,32169,NULL,633,741,649,B.E.,0
50300,503,Castelo Branco,COVILHÃ,NULL,CM,49674,32169,NULL,633,741,2547,PCP-PEV,0
50300,503,Castelo Branco,COVILHÃ,NULL,CM,49674,32169,NULL,633,741,7961,PS,2
50300,503,Castelo Branco,COVILHÃ,NULL,CM,49674,32169,NULL,633,741,524,CDS-PP,0
50300,503,Castelo Branco,COVILHÃ,NULL,CM,49674,32169,NULL,633,741,88,PPM,0
50300,503,Castelo Branco,COVILHÃ,NULL,CM,49674,32169,NULL,633,741,19026,PPD/PSD,5
50300,503,Castelo Branco,COVILHÃ,NULL,AM,49674,31872,NULL,633,741,3464,PCP-PEV,3
50300,503,Castelo Branco,COVILHÃ,NULL,AM,49674,31872,NULL,633,741,15412,PPD/PSD,17
50300,503,Castelo Branco,COVILHÃ,NULL,AM,49674,31872,NULL,633,741,9443,PS,10
50300,503,Castelo Branco,COVILHÃ,NULL,AM,49674,31872,NULL,633,741,1015,CDS-PP,1
50300,503,Castelo Branco,COVILHÃ,NULL,AM,49674,31872,NULL,633,741,1164,B.E.,1
50300,503,Castelo Branco,COVILHÃ,NULL,AF,49674,31945,NULL,633,741,187,IV,6
50300,503,Castelo Branco,COVILHÃ,NULL,AF,49674,31945,NULL,633,741,10670,PS,74
50300,503,Castelo Branco,COVILHÃ,NULL,AF,49674,31945,NULL,633,741,4132,PCP-PEV,24
50300,503,Castelo Branco,COVILHÃ,NULL,AF,49674,31945,NULL,633,741,140,IX,3
50300,503,Castelo Branco,COVILHÃ,NULL,AF,49674,31945,NULL,633,741,361,XIX,5
50300,503,Castelo Branco,COVILHÃ,NULL,AF,49674,31945,NULL,633,741,492,III,5
50300,503,Castelo Branco,COVILHÃ,NULL,AF,49674,31945,NULL,633,741,320,XIV,6
50300,503,Castelo Branco,COVILHÃ,NULL,AF,49674,31945,NULL,633,741,778,XVIII,8
50300,503,Castelo Branco,COVILHÃ,NULL,AF,49674,31945,NULL,633,741,363,XIII,4
50300,503,Castelo Branco,COVILHÃ,NULL,AF,49674,31945,NULL,633,741,9922,PPD/PSD,89
50300,503,Castelo Branco,COVILHÃ,NULL,AF,49674,31945,NULL,633,741,606,XV,4
50300,503,Castelo Branco,COVILHÃ,NULL,AF,49674,31945,NULL,633,741,366,V,5
50300,503,Castelo Branco,COVILHÃ,NULL,AF,49674,31945,NULL,633,741,684,VII,6
50300,503,Castelo Branco,COVILHÃ,NULL,AF,49674,31945,NULL,633,741,199,X,4
50300,503,Castelo Branco,COVILHÃ,NULL,AF,49674,31945,NULL,633,741,1234,XII,5
50300,503,Castelo Branco,COVILHÃ,NULL,AF,49674,31945,NULL,633,741,117,II,1
50301,503,Castelo Branco,COVILHÃ,Vila do Carvalho,AF,NULL,NULL,NULL,NULL,NULL,354,PPD/PSD,3
50301,503,Castelo Branco,COVILHÃ,Vila do Carvalho,AF,NULL,NULL,NULL,NULL,NULL,354,PPD/PSD,3
50301,503,Castelo Branco,COVILHÃ,Vila do Carvalho,AF,NULL,NULL,NULL,NULL,NULL,378,PCP-PEV,3
50301,503,Castelo Branco,COVILHÃ,Vila do Carvalho,AF,NULL,NULL,NULL,NULL,NULL,378,PCP-PEV,3
50301,503,Castelo Branco,COVILHÃ,Vila do Carvalho,AF,NULL,NULL,NULL,NULL,NULL,418,PS,3
50301,503,Castelo Branco,COVILHÃ,Vila do Carvalho,AF,NULL,NULL,NULL,NULL,NULL,418,PS,3
50302,503,Castelo Branco,COVILHÃ,Aldeia São Francisco Assis,AF,NULL,NULL,NULL,NULL,NULL,140,PCP-PEV,2
50302,503,Castelo Branco,COVILHÃ,Aldeia São Francisco Assis,AF,NULL,NULL,NULL,NULL,NULL,327,PPD/PSD,5
50303,503,Castelo Branco,COVILHÃ,Aldeia do Souto,AF,NULL,NULL,NULL,NULL,NULL,187,IV,6
50303,503,Castelo Branco,COVILHÃ,Aldeia do Souto,AF,NULL,NULL,NULL,NULL,NULL,40,PS,1
50304,503,Castelo Branco,COVILHÃ,Barco,AF,NULL,NULL,NULL,NULL,NULL,320,XIV,6
50304,503,Castelo Branco,COVILHÃ,Barco,AF,NULL,NULL,NULL,NULL,NULL,70,PCP-PEV,1
50305,503,Castelo Branco,COVILHÃ,Boidobra,AF,NULL,NULL,NULL,NULL,NULL,175,PS,1
50305,503,Castelo Branco,COVILHÃ,Boidobra,AF,NULL,NULL,NULL,NULL,NULL,339,PPD/PSD,2
50305,503,Castelo Branco,COVILHÃ,Boidobra,AF,NULL,NULL,NULL,NULL,NULL,768,PCP-PEV,6
50306,503,Castelo Branco,COVILHÃ,Casegas,AF,NULL,NULL,NULL,NULL,NULL,268,PPD/PSD,4
50306,503,Castelo Branco,COVILHÃ,Casegas,AF,NULL,NULL,NULL,NULL,NULL,166,PCP-PEV,3
50307,503,Castelo Branco,COVILHÃ,Conceição,AF,NULL,NULL,NULL,NULL,NULL,2410,PS,8
50307,503,Castelo Branco,COVILHÃ,Conceição,AF,NULL,NULL,NULL,NULL,NULL,434,PCP-PEV,1
50307,503,Castelo Branco,COVILHÃ,Conceição,AF,NULL,NULL,NULL,NULL,NULL,1274,PPD/PSD,4
50308,503,Castelo Branco,COVILHÃ,Cortes do Meio,AF,NULL,NULL,NULL,NULL,NULL,212,PS,2
50308,503,Castelo Branco,COVILHÃ,Cortes do Meio,AF,NULL,NULL,NULL,NULL,NULL,36,PCP-PEV,0
50308,503,Castelo Branco,COVILHÃ,Cortes do Meio,AF,NULL,NULL,NULL,NULL,NULL,361,XIX,5
50309,503,Castelo Branco,COVILHÃ,Dominguizo,AF,NULL,NULL,NULL,NULL,NULL,252,PS,3
50309,503,Castelo Branco,COVILHÃ,Dominguizo,AF,NULL,NULL,NULL,NULL,NULL,369,PPD/PSD,4
50309,503,Castelo Branco,COVILHÃ,Dominguizo,AF,NULL,NULL,NULL,NULL,NULL,33,PCP-PEV,0
50310,503,Castelo Branco,COVILHÃ,Erada,AF,NULL,NULL,NULL,NULL,NULL,30,PCP-PEV,0
50310,503,Castelo Branco,COVILHÃ,Erada,AF,NULL,NULL,NULL,NULL,NULL,383,PS,4
50310,503,Castelo Branco,COVILHÃ,Erada,AF,NULL,NULL,NULL,NULL,NULL,240,PPD/PSD,3
50311,503,Castelo Branco,COVILHÃ,Ferro,AF,NULL,NULL,NULL,NULL,NULL,684,VII,6
50311,503,Castelo Branco,COVILHÃ,Ferro,AF,NULL,NULL,NULL,NULL,NULL,117,II,1
50311,503,Castelo Branco,COVILHÃ,Ferro,AF,NULL,NULL,NULL,NULL,NULL,44,PCP-PEV,0
50311,503,Castelo Branco,COVILHÃ,Ferro,AF,NULL,NULL,NULL,NULL,NULL,223,PS,2
50312,503,Castelo Branco,COVILHÃ,Orjais,AF,NULL,NULL,NULL,NULL,NULL,300,PS,3
50312,503,Castelo Branco,COVILHÃ,Orjais,AF,NULL,NULL,NULL,NULL,NULL,19,PCP-PEV,0
50312,503,Castelo Branco,COVILHÃ,Orjais,AF,NULL,NULL,NULL,NULL,NULL,363,XIII,4
50313,503,Castelo Branco,COVILHÃ,Ourondo,AF,NULL,NULL,NULL,NULL,NULL,140,IX,3
50313,503,Castelo Branco,COVILHÃ,Ourondo,AF,NULL,NULL,NULL,NULL,NULL,150,PPD/PSD,4
50313,503,Castelo Branco,COVILHÃ,Ourondo,AF,NULL,NULL,NULL,NULL,NULL,37,PCP-PEV,0
50314,503,Castelo Branco,COVILHÃ,Paul,AF,NULL,NULL,NULL,NULL,NULL,334,PS,3
50314,503,Castelo Branco,COVILHÃ,Paul,AF,NULL,NULL,NULL,NULL,NULL,169,PCP-PEV,1
50314,503,Castelo Branco,COVILHÃ,Paul,AF,NULL,NULL,NULL,NULL,NULL,492,III,5
50315,503,Castelo Branco,COVILHÃ,Peraboa,AF,NULL,NULL,NULL,NULL,NULL,380,PPD/PSD,4
50315,503,Castelo Branco,COVILHÃ,Peraboa,AF,NULL,NULL,NULL,NULL,NULL,19,PCP-PEV,0
50315,503,Castelo Branco,COVILHÃ,Peraboa,AF,NULL,NULL,NULL,NULL,NULL,248,PS,3
50316,503,Castelo Branco,COVILHÃ,Peso,AF,NULL,NULL,NULL,NULL,NULL,6,PCP-PEV,0
50316,503,Castelo Branco,COVILHÃ,Peso,AF,NULL,NULL,NULL,NULL,NULL,184,PS,2
50316,503,Castelo Branco,COVILHÃ,Peso,AF,NULL,NULL,NULL,NULL,NULL,351,PPD/PSD,5
50317,503,Castelo Branco,COVILHÃ,Santa Maria,AF,NULL,NULL,NULL,NULL,NULL,645,PPD/PSD,5
50317,503,Castelo Branco,COVILHÃ,Santa Maria,AF,NULL,NULL,NULL,NULL,NULL,180,PCP-PEV,1
50317,503,Castelo Branco,COVILHÃ,Santa Maria,AF,NULL,NULL,NULL,NULL,NULL,459,PS,3
50318,503,Castelo Branco,COVILHÃ,São Jorge da Beira,AF,NULL,NULL,NULL,NULL,NULL,30,PCP-PEV,0
50318,503,Castelo Branco,COVILHÃ,São Jorge da Beira,AF,NULL,NULL,NULL,NULL,NULL,256,PS,4
50318,503,Castelo Branco,COVILHÃ,São Jorge da Beira,AF,NULL,NULL,NULL,NULL,NULL,273,PPD/PSD,5
50319,503,Castelo Branco,COVILHÃ,São Martinho,AF,NULL,NULL,NULL,NULL,NULL,910,PS,4
50319,503,Castelo Branco,COVILHÃ,São Martinho,AF,NULL,NULL,NULL,NULL,NULL,1074,PPD/PSD,4
50319,503,Castelo Branco,COVILHÃ,São Martinho,AF,NULL,NULL,NULL,NULL,NULL,275,PCP-PEV,1
50320,503,Castelo Branco,COVILHÃ,São Pedro,AF,NULL,NULL,NULL,NULL,NULL,394,PS,3
50320,503,Castelo Branco,COVILHÃ,São Pedro,AF,NULL,NULL,NULL,NULL,NULL,680,PPD/PSD,5
50320,503,Castelo Branco,COVILHÃ,São Pedro,AF,NULL,NULL,NULL,NULL,NULL,116,PCP-PEV,1
50321,503,Castelo Branco,COVILHÃ,Sarzedo,AF,NULL,NULL,NULL,NULL,NULL,61,PS,2
50321,503,Castelo Branco,COVILHÃ,Sarzedo,AF,NULL,NULL,NULL,NULL,NULL,121,PPD/PSD,5
50322,503,Castelo Branco,COVILHÃ,Sobral de São Miguel,AF,NULL,NULL,NULL,NULL,NULL,96,PS,1
50322,503,Castelo Branco,COVILHÃ,Sobral de São Miguel,AF,NULL,NULL,NULL,NULL,NULL,295,PPD/PSD,6
50323,503,Castelo Branco,COVILHÃ,Teixoso,AF,NULL,NULL,NULL,NULL,NULL,1234,XII,5
50323,503,Castelo Branco,COVILHÃ,Teixoso,AF,NULL,NULL,NULL,NULL,NULL,1184,PS,4
50323,503,Castelo Branco,COVILHÃ,Teixoso,AF,NULL,NULL,NULL,NULL,NULL,123,PCP-PEV,0
50324,503,Castelo Branco,COVILHÃ,Tortosendo,AF,NULL,NULL,NULL,NULL,NULL,473,PCP-PEV,1
50324,503,Castelo Branco,COVILHÃ,Tortosendo,AF,NULL,NULL,NULL,NULL,NULL,1735,PPD/PSD,6
50324,503,Castelo Branco,COVILHÃ,Tortosendo,AF,NULL,NULL,NULL,NULL,NULL,849,PS,2
50325,503,Castelo Branco,COVILHÃ,Unhais da Serra,AF,NULL,NULL,NULL,NULL,NULL,778,XVIII,8
50325,503,Castelo Branco,COVILHÃ,Unhais da Serra,AF,NULL,NULL,NULL,NULL,NULL,89,PS,1
50325,503,Castelo Branco,COVILHÃ,Unhais da Serra,AF,NULL,NULL,NULL,NULL,NULL,62,PCP-PEV,0
50326,503,Castelo Branco,COVILHÃ,Vale Formoso,AF,NULL,NULL,NULL,NULL,NULL,81,PS,2
50326,503,Castelo Branco,COVILHÃ,Vale Formoso,AF,NULL,NULL,NULL,NULL,NULL,185,PPD/PSD,5
50326,503,Castelo Branco,COVILHÃ,Vale Formoso,AF,NULL,NULL,NULL,NULL,NULL,7,PCP-PEV,0
50327,503,Castelo Branco,COVILHÃ,Verdelhos,AF,NULL,NULL,NULL,NULL,NULL,170,PS,3
50327,503,Castelo Branco,COVILHÃ,Verdelhos,AF,NULL,NULL,NULL,NULL,NULL,46,PCP-PEV,0
50327,503,Castelo Branco,COVILHÃ,Verdelhos,AF,NULL,NULL,NULL,NULL,NULL,234,PPD/PSD,4
50328,503,Castelo Branco,COVILHÃ,Vales do Rio,AF,NULL,NULL,NULL,NULL,NULL,366,V,5
50328,503,Castelo Branco,COVILHÃ,Vales do Rio,AF,NULL,NULL,NULL,NULL,NULL,136,PCP-PEV,2
50329,503,Castelo Branco,COVILHÃ,Coutada,AF,NULL,NULL,NULL,NULL,NULL,131,PS,3
50329,503,Castelo Branco,COVILHÃ,Coutada,AF,NULL,NULL,NULL,NULL,NULL,199,X,4
50330,503,Castelo Branco,COVILHÃ,Cantar-Galo,AF,NULL,NULL,NULL,NULL,NULL,249,PCP-PEV,1
50330,503,Castelo Branco,COVILHÃ,Cantar-Galo,AF,NULL,NULL,NULL,NULL,NULL,537,PS,4
50330,503,Castelo Branco,COVILHÃ,Cantar-Galo,AF,NULL,NULL,NULL,NULL,NULL,606,XV,4
50331,503,Castelo Branco,COVILHÃ,Canhoso,AF,NULL,NULL,NULL,NULL,NULL,274,PS,3
50331,503,Castelo Branco,COVILHÃ,Canhoso,AF,NULL,NULL,NULL,NULL,NULL,628,PPD/PSD,6
50331,503,Castelo Branco,COVILHÃ,Canhoso,AF,NULL,NULL,NULL,NULL,NULL,86,PCP-PEV,0
50400,504,Castelo Branco,FUNDÃO,NULL,CM,29102,19576,NULL,412,696,430,CDS-PP,0
50400,504,Castelo Branco,FUNDÃO,NULL,CM,29102,19576,NULL,412,696,872,PCP-PEV,0
50400,504,Castelo Branco,FUNDÃO,NULL,CM,29102,19576,NULL,412,696,12445,PPD/PSD,5
50400,504,Castelo Branco,FUNDÃO,NULL,CM,29102,19576,NULL,412,696,4721,PS,2
50400,504,Castelo Branco,FUNDÃO,NULL,AM,29102,19412,NULL,412,696,10846,PPD/PSD,20
50400,504,Castelo Branco,FUNDÃO,NULL,AM,29102,19412,NULL,412,696,502,CDS-PP,0
50400,504,Castelo Branco,FUNDÃO,NULL,AM,29102,19412,NULL,412,696,5558,PS,10
50400,504,Castelo Branco,FUNDÃO,NULL,AM,29102,19412,NULL,412,696,1398,PCP-PEV,2
50400,504,Castelo Branco,FUNDÃO,NULL,AF,29102,19075,NULL,412,696,5875,PS,70
50400,504,Castelo Branco,FUNDÃO,NULL,AF,29102,19075,NULL,412,696,4781,I,46
50400,504,Castelo Branco,FUNDÃO,NULL,AF,29102,19075,NULL,412,696,6529,PPD/PSD,115
50400,504,Castelo Branco,FUNDÃO,NULL,AF,29102,19075,NULL,412,696,782,PCP-PEV,4
50401,504,Castelo Branco,FUNDÃO,Alcaide,AF,NULL,NULL,NULL,NULL,NULL,263,PPD/PSD,7
50402,504,Castelo Branco,FUNDÃO,Alcaria,AF,NULL,NULL,NULL,NULL,NULL,222,PS,2
50402,504,Castelo Branco,FUNDÃO,Alcaria,AF,NULL,NULL,NULL,NULL,NULL,541,I,7
50403,504,Castelo Branco,FUNDÃO,Alcongosta,AF,NULL,NULL,NULL,NULL,NULL,216,PS,3
50403,504,Castelo Branco,FUNDÃO,Alcongosta,AF,NULL,NULL,NULL,NULL,NULL,238,PPD/PSD,4
50404,504,Castelo Branco,FUNDÃO,Aldeia de Joanes,AF,NULL,NULL,NULL,NULL,NULL,397,PPD/PSD,7
50405,504,Castelo Branco,FUNDÃO,Aldeia Nova do Cabo,AF,NULL,NULL,NULL,NULL,NULL,189,PS,3
50405,504,Castelo Branco,FUNDÃO,Aldeia Nova do Cabo,AF,NULL,NULL,NULL,NULL,NULL,243,I,4
50406,504,Castelo Branco,FUNDÃO,Alpedrinha,AF,NULL,NULL,NULL,NULL,NULL,391,PS,5
50406,504,Castelo Branco,FUNDÃO,Alpedrinha,AF,NULL,NULL,NULL,NULL,NULL,333,PPD/PSD,4
50407,504,Castelo Branco,FUNDÃO,Atalaia do Campo,AF,NULL,NULL,NULL,NULL,NULL,313,PPD/PSD,7
50408,504,Castelo Branco,FUNDÃO,Barroca,AF,NULL,NULL,NULL,NULL,NULL,206,PS,3
50408,504,Castelo Branco,FUNDÃO,Barroca,AF,NULL,NULL,NULL,NULL,NULL,229,PPD/PSD,4
50409,504,Castelo Branco,FUNDÃO,Bogas de Baixo,AF,NULL,NULL,NULL,NULL,NULL,198,PPD/PSD,7
50410,504,Castelo Branco,FUNDÃO,Bogas de Cima,AF,NULL,NULL,NULL,NULL,NULL,204,PPD/PSD,4
50410,504,Castelo Branco,FUNDÃO,Bogas de Cima,AF,NULL,NULL,NULL,NULL,NULL,155,PS,3
50411,504,Castelo Branco,FUNDÃO,Capinha,AF,NULL,NULL,NULL,NULL,NULL,162,PS,3
50411,504,Castelo Branco,FUNDÃO,Capinha,AF,NULL,NULL,NULL,NULL,NULL,24,PCP-PEV,0
50411,504,Castelo Branco,FUNDÃO,Capinha,AF,NULL,NULL,NULL,NULL,NULL,239,PPD/PSD,4
50412,504,Castelo Branco,FUNDÃO,Castelejo,AF,NULL,NULL,NULL,NULL,NULL,200,PS,2
50412,504,Castelo Branco,FUNDÃO,Castelejo,AF,NULL,NULL,NULL,NULL,NULL,227,PPD/PSD,3
50412,504,Castelo Branco,FUNDÃO,Castelejo,AF,NULL,NULL,NULL,NULL,NULL,143,I,2
50413,504,Castelo Branco,FUNDÃO,Castelo Novo,AF,NULL,NULL,NULL,NULL,NULL,136,I,4
50413,504,Castelo Branco,FUNDÃO,Castelo Novo,AF,NULL,NULL,NULL,NULL,NULL,112,PS,3
50414,504,Castelo Branco,FUNDÃO,Donas,AF,NULL,NULL,NULL,NULL,NULL,350,I,5
50414,504,Castelo Branco,FUNDÃO,Donas,AF,NULL,NULL,NULL,NULL,NULL,123,PCP-PEV,2
50415,504,Castelo Branco,FUNDÃO,Escarigo,AF,NULL,NULL,NULL,NULL,NULL,170,PPD/PSD,5
50415,504,Castelo Branco,FUNDÃO,Escarigo,AF,NULL,NULL,NULL,NULL,NULL,86,PS,2
50416,504,Castelo Branco,FUNDÃO,Fatela,AF,NULL,NULL,NULL,NULL,NULL,282,I,5
