Dicofr,Ref_municipio_ine,Distrito,Concelho,Freguesia,Orgao,Inscritos,Votantes,Validos,Brancos,Nulos,Votos,Sigla,M
10000,NULL,Aveiro,NULL,NULL,CM,NULL,NULL,NULL,NULL,NULL,5775,B.E.,0
10000,NULL,Aveiro,NULL,NULL,CM,NULL,NULL,NULL,NULL,NULL,3426,VII,2
10000,NULL,Aveiro,NULL,NULL,CM,NULL,NULL,NULL,NULL,NULL,129465,PS,49
10000,NULL,Aveiro,NULL,NULL,CM,NULL,NULL,NULL,NULL,NULL,4916,PPD/PSD.CDS-PP.PPM,2
10000,NULL,Aveiro,NULL,NULL,CM,NULL,NULL,NULL,NULL,NULL,142782,PPD/PSD,64
10000,NULL,Aveiro,NULL,NULL,CM,NULL,NULL,NULL,NULL,NULL,427,PND,0
10000,NULL,Aveiro,NULL,NULL,CM,NULL,NULL,NULL,NULL,NULL,33193,PPD/PSD.CDS-PP,13
10000,NULL,Aveiro,NULL,NULL,CM,NULL,NULL,NULL,NULL,NULL,25325,CDS-PP,9
10000,NULL,Aveiro,NULL,NULL,CM,NULL,NULL,NULL,NULL,NULL,1677,I,0
10000,NULL,Aveiro,NULL,NULL,CM,NULL,NULL,NULL,NULL,NULL,512,XIX,0
10000,NULL,Aveiro,NULL,NULL,CM,NULL,NULL,NULL,NULL,NULL,14237,PCP-PEV,0
10000,NULL,Aveiro,NULL,NULL,AM,NULL,NULL,NULL,NULL,NULL,8609,B.E.,4
10000,NULL,Aveiro,NULL,NULL,AM,NULL,NULL,NULL,NULL,NULL,712,XIX,0
10000,NULL,Aveiro,NULL,NULL,AM,NULL,NULL,NULL,NULL,NULL,2829,VII,4
10000,NULL,Aveiro,NULL,NULL,AM,NULL,NULL,NULL,NULL,NULL,129814,PS,145
10000,NULL,Aveiro,NULL,NULL,AM,NULL,NULL,NULL,NULL,NULL,33079,PPD/PSD.CDS-PP,38
10000,NULL,Aveiro,NULL,NULL,AM,NULL,NULL,NULL,NULL,NULL,26394,CDS-PP,35
10000,NULL,Aveiro,NULL,NULL,AM,NULL,NULL,NULL,NULL,NULL,219,I,0
10000,NULL,Aveiro,NULL,NULL,AM,NULL,NULL,NULL,NULL,NULL,17110,PCP-PEV,13
10000,NULL,Aveiro,NULL,NULL,AM,NULL,NULL,NULL,NULL,NULL,135505,PPD/PSD,170
10000,NULL,Aveiro,NULL,NULL,AM,NULL,NULL,NULL,NULL,NULL,5246,PPD/PSD.CDS-PP.PPM,8
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,9702,I,52
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,24766,CDS-PP,125
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,1409,PND,3
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,27,PPM,0
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,1251,XIV,6
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,2551,XI,5
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,761,V,7
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,38,PNR,0
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,31654,PPD/PSD.CDS-PP,144
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,15966,PCP-PEV,28
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,169,MPT,0
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,616,IX,9
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,2312,IV,14
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,137721,PPD/PSD,834
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,3046,PPD/PSD.CDS-PP.PPM,29
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,2848,II,25
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,3210,B.E.,4
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,481,XIX,1
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,469,X,5
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,905,III,10
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,1044,VIII,13
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,1227,VII,9
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,1661,VI,13
10000,NULL,Aveiro,NULL,NULL,AF,NULL,NULL,NULL,NULL,NULL,116125,PS,591
10100,101,Aveiro,ÁGUEDA,NULL,CM,41809,25435,NULL,619,372,1432,CDS-PP,0
10100,101,Aveiro,ÁGUEDA,NULL,CM,41809,25435,NULL,619,372,11373,PS,4
10100,101,Aveiro,ÁGUEDA,NULL,CM,41809,25435,NULL,619,372,835,PCP-PEV,0
10100,101,Aveiro,ÁGUEDA,NULL,CM,41809,25435,NULL,619,372,551,B.E.,0
10100,101,Aveiro,ÁGUEDA,NULL,CM,41809,25435,NULL,619,372,10253,PPD/PSD,3
10100,101,Aveiro,ÁGUEDA,NULL,AM,41809,25258,NULL,619,372,10597,PS,10
10100,101,Aveiro,ÁGUEDA,NULL,AM,41809,25258,NULL,619,372,10205,PPD/PSD,10
10100,101,Aveiro,ÁGUEDA,NULL,AM,41809,25258,NULL,619,372,1016,PCP-PEV,0
10100,101,Aveiro,ÁGUEDA,NULL,AM,41809,25258,NULL,619,372,1712,CDS-PP,1
10100,101,Aveiro,ÁGUEDA,NULL,AM,41809,25258,NULL,619,372,737,B.E.,0
10100,101,Aveiro,ÁGUEDA,NULL,AF,41809,25295,NULL,619,372,153,IV,0
10100,101,Aveiro,ÁGUEDA,NULL,AF,41809,25295,NULL,619,372,194,B.E.,0
10100,101,Aveiro,ÁGUEDA,NULL,AF,41809,25295,NULL,619,372,874,I,5
10100,101,Aveiro,ÁGUEDA,NULL,AF,41809,25295,NULL,619,372,156,III,3
10100,101,Aveiro,ÁGUEDA,NULL,AF,41809,25295,NULL,619,372,737,PCP-PEV,1
10100,101,Aveiro,ÁGUEDA,NULL,AF,41809,25295,NULL,619,372,572,II,7
10100,101,Aveiro,ÁGUEDA,NULL,AF,41809,25295,NULL,619,372,259,VII,1
10100,101,Aveiro,ÁGUEDA,NULL,AF,41809,25295,NULL,619,372,123,VIII,2
10100,101,Aveiro,ÁGUEDA,NULL,AF,41809,25295,NULL,619,372,9633,PPD/PSD,73
10100,101,Aveiro,ÁGUEDA,NULL,AF,41809,25295,NULL,619,372,8840,PS,53
10100,101,Aveiro,ÁGUEDA,NULL,AF,41809,25295,NULL,619,372,699,VI,5
10100,101,Aveiro,ÁGUEDA,NULL,AF,41809,25295,NULL,619,372,76,V,0
10100,101,Aveiro,ÁGUEDA,NULL,AF,41809,25295,NULL,619,372,1988,CDS-PP,11
10101,101,Aveiro,ÁGUEDA,Agadão,AF,NULL,NULL,NULL,NULL,NULL,156,III,3
10101,101,Aveiro,ÁGUEDA,Agadão,AF,NULL,NULL,NULL,NULL,NULL,242,PPD/PSD,4
10102,101,Aveiro,ÁGUEDA,Aguada de Baixo,AF,NULL,NULL,NULL,NULL,NULL,217,PS,2
10102,101,Aveiro,ÁGUEDA,Aguada de Baixo,AF,NULL,NULL,NULL,NULL,NULL,572,II,7
10103,101,Aveiro,ÁGUEDA,Aguada de Cima,AF,NULL,NULL,NULL,NULL,NULL,939,PPD/PSD,5
10103,101,Aveiro,ÁGUEDA,Aguada de Cima,AF,NULL,NULL,NULL,NULL,NULL,84,CDS-PP,0
10103,101,Aveiro,ÁGUEDA,Aguada de Cima,AF,NULL,NULL,NULL,NULL,NULL,805,PS,4
10104,101,Aveiro,ÁGUEDA,Águeda,AF,NULL,NULL,NULL,NULL,NULL,2290,PS,7
10104,101,Aveiro,ÁGUEDA,Águeda,AF,NULL,NULL,NULL,NULL,NULL,281,PCP-PEV,0
10104,101,Aveiro,ÁGUEDA,Águeda,AF,NULL,NULL,NULL,NULL,NULL,262,CDS-PP,0
10104,101,Aveiro,ÁGUEDA,Águeda,AF,NULL,NULL,NULL,NULL,NULL,164,B.E.,0
10104,101,Aveiro,ÁGUEDA,Águeda,AF,NULL,NULL,NULL,NULL,NULL,2104,PPD/PSD,6
10105,101,Aveiro,ÁGUEDA,Barrô,AF,NULL,NULL,NULL,NULL,NULL,536,PPD/PSD,5
10105,101,Aveiro,ÁGUEDA,Barrô,AF,NULL,NULL,NULL,NULL,NULL,396,PS,4
10106,101,Aveiro,ÁGUEDA,Belazaima do Chão,AF,NULL,NULL,NULL,NULL,NULL,323,PPD/PSD,6
10106,101,Aveiro,ÁGUEDA,Belazaima do Chão,AF,NULL,NULL,NULL,NULL,NULL,102,PS,1
10107,101,Aveiro,ÁGUEDA,Castanheira do Vouga,AF,NULL,NULL,NULL,NULL,NULL,344,PPD/PSD,7
10108,101,Aveiro,ÁGUEDA,Espinhel,AF,NULL,NULL,NULL,NULL,NULL,403,PS,2
10108,101,Aveiro,ÁGUEDA,Espinhel,AF,NULL,NULL,NULL,NULL,NULL,699,VI,5
10108,101,Aveiro,ÁGUEDA,Espinhel,AF,NULL,NULL,NULL,NULL,NULL,361,PPD/PSD,2
10109,101,Aveiro,ÁGUEDA,Fermentelos,AF,NULL,NULL,NULL,NULL,NULL,965,PPD/PSD,6
10109,101,Aveiro,ÁGUEDA,Fermentelos,AF,NULL,NULL,NULL,NULL,NULL,158,PS,1
10109,101,Aveiro,ÁGUEDA,Fermentelos,AF,NULL,NULL,NULL,NULL,NULL,258,CDS-PP,1
10109,101,Aveiro,ÁGUEDA,Fermentelos,AF,NULL,NULL,NULL,NULL,NULL,259,VII,1
10110,101,Aveiro,ÁGUEDA,Lamas do Vouga,AF,NULL,NULL,NULL,NULL,NULL,292,PPD/PSD,5
10110,101,Aveiro,ÁGUEDA,Lamas do Vouga,AF,NULL,NULL,NULL,NULL,NULL,166,PS,2
10112,101,Aveiro,ÁGUEDA,Macinhata do Vouga,AF,NULL,NULL,NULL,NULL,NULL,117,PCP-PEV,0
10112,101,Aveiro,ÁGUEDA,Macinhata do Vouga,AF,NULL,NULL,NULL,NULL,NULL,604,PS,4
10112,101,Aveiro,ÁGUEDA,Macinhata do Vouga,AF,NULL,NULL,NULL,NULL,NULL,601,PPD/PSD,4
10112,101,Aveiro,ÁGUEDA,Macinhata do Vouga,AF,NULL,NULL,NULL,NULL,NULL,229,CDS-PP,1
10113,101,Aveiro,ÁGUEDA,Óis da Ribeira,AF,NULL,NULL,NULL,NULL,NULL,334,PPD/PSD,5
10113,101,Aveiro,ÁGUEDA,Óis da Ribeira,AF,NULL,NULL,NULL,NULL,NULL,30,B.E.,0
10113,101,Aveiro,ÁGUEDA,Óis da Ribeira,AF,NULL,NULL,NULL,NULL,NULL,123,VIII,2
10114,101,Aveiro,ÁGUEDA,Préstimo,AF,NULL,NULL,NULL,NULL,NULL,91,CDS-PP,1
10114,101,Aveiro,ÁGUEDA,Préstimo,AF,NULL,NULL,NULL,NULL,NULL,83,PCP-PEV,1
10114,101,Aveiro,ÁGUEDA,Préstimo,AF,NULL,NULL,NULL,NULL,NULL,299,PPD/PSD,4
10114,101,Aveiro,ÁGUEDA,Préstimo,AF,NULL,NULL,NULL,NULL,NULL,81,PS,1
10115,101,Aveiro,ÁGUEDA,Recardães,AF,NULL,NULL,NULL,NULL,NULL,534,PS,3
10115,101,Aveiro,ÁGUEDA,Recardães,AF,NULL,NULL,NULL,NULL,NULL,191,CDS-PP,1
10115,101,Aveiro,ÁGUEDA,Recardães,AF,NULL,NULL,NULL,NULL,NULL,874,I,5
10116,101,Aveiro,ÁGUEDA,Segadães,AF,NULL,NULL,NULL,NULL,NULL,112,PS,1
10116,101,Aveiro,ÁGUEDA,Segadães,AF,NULL,NULL,NULL,NULL,NULL,129,PPD/PSD,2
10116,101,Aveiro,ÁGUEDA,Segadães,AF,NULL,NULL,NULL,NULL,NULL,305,CDS-PP,4
10117,101,Aveiro,ÁGUEDA,Travassô,AF,NULL,NULL,NULL,NULL,NULL,225,PPD/PSD,2
10117,101,Aveiro,ÁGUEDA,Travassô,AF,NULL,NULL,NULL,NULL,NULL,660,PS,7
10118,101,Aveiro,ÁGUEDA,Trofa,AF,NULL,NULL,NULL,NULL,NULL,76,V,0
10118,101,Aveiro,ÁGUEDA,Trofa,AF,NULL,NULL,NULL,NULL,NULL,454,PS,3
10118,101,Aveiro,ÁGUEDA,Trofa,AF,NULL,NULL,NULL,NULL,NULL,448,PPD/PSD,3
10118,101,Aveiro,ÁGUEDA,Trofa,AF,NULL,NULL,NULL,NULL,NULL,99,PCP-PEV,0
10118,101,Aveiro,ÁGUEDA,Trofa,AF,NULL,NULL,NULL,NULL,NULL,489,CDS-PP,3
10119,101,Aveiro,ÁGUEDA,Valongo do Vouga,AF,NULL,NULL,NULL,NULL,NULL,1284,PPD/PSD,6
10119,101,Aveiro,ÁGUEDA,Valongo do Vouga,AF,NULL,NULL,NULL,NULL,NULL,132,PCP-PEV,0
10119,101,Aveiro,ÁGUEDA,Valongo do Vouga,AF,NULL,NULL,NULL,NULL,NULL,153,IV,0
10119,101,Aveiro,ÁGUEDA,Valongo do Vouga,AF,NULL,NULL,NULL,NULL,NULL,79,CDS-PP,0
10119,101,Aveiro,ÁGUEDA,Valongo do Vouga,AF,NULL,NULL,NULL,NULL,NULL,823,PS,3
10120,101,Aveiro,ÁGUEDA,Borralha,AF,NULL,NULL,NULL,NULL,NULL,1035,PS,8
10120,101,Aveiro,ÁGUEDA,Borralha,AF,NULL,NULL,NULL,NULL,NULL,25,PCP-PEV,0
10120,101,Aveiro,ÁGUEDA,Borralha,AF,NULL,NULL,NULL,NULL,NULL,207,PPD/PSD,1
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,CM,20162,13197,NULL,199,149,7633,PPD/PSD,4
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,CM,20162,13197,NULL,199,149,1600,PS,1
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,CM,20162,13197,NULL,199,149,283,PCP-PEV,0
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,CM,20162,13197,NULL,199,149,3087,CDS-PP,2
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,CM,20162,13197,NULL,199,149,246,B.E.,0
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,AM,20162,13135,NULL,199,149,3050,CDS-PP,5
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,AM,20162,13135,NULL,199,149,219,I,0
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,AM,20162,13135,NULL,199,149,307,PCP-PEV,0
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,AM,20162,13135,NULL,199,149,6947,PPD/PSD,13
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,AM,20162,13135,NULL,199,149,1961,PS,3
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,AM,20162,13135,NULL,199,149,303,B.E.,0
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,AF,20162,13200,NULL,199,149,6818,PPD/PSD,42
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,AF,20162,13200,NULL,199,149,302,PCP-PEV,0
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,AF,20162,13200,NULL,199,149,191,II,1
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,AF,20162,13200,NULL,199,149,1860,PS,9
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,AF,20162,13200,NULL,199,149,137,B.E.,0
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,AF,20162,13200,NULL,199,149,3544,CDS-PP,22
10201,102,Aveiro,ALBERGARIA-A-VELHA,Albergaria-a-Velha,AF,NULL,NULL,NULL,NULL,NULL,951,CDS-PP,4
10201,102,Aveiro,ALBERGARIA-A-VELHA,Albergaria-a-Velha,AF,NULL,NULL,NULL,NULL,NULL,563,PS,2
10201,102,Aveiro,ALBERGARIA-A-VELHA,Albergaria-a-Velha,AF,NULL,NULL,NULL,NULL,NULL,108,PCP-PEV,0
10201,102,Aveiro,ALBERGARIA-A-VELHA,Albergaria-a-Velha,AF,NULL,NULL,NULL,NULL,NULL,137,B.E.,0
10201,102,Aveiro,ALBERGARIA-A-VELHA,Albergaria-a-Velha,AF,NULL,NULL,NULL,NULL,NULL,1792,PPD/PSD,7
10202,102,Aveiro,ALBERGARIA-A-VELHA,Alquerubim,AF,NULL,NULL,NULL,NULL,NULL,875,PPD/PSD,7
10202,102,Aveiro,ALBERGARIA-A-VELHA,Alquerubim,AF,NULL,NULL,NULL,NULL,NULL,147,CDS-PP,1
10202,102,Aveiro,ALBERGARIA-A-VELHA,Alquerubim,AF,NULL,NULL,NULL,NULL,NULL,167,PS,1
10203,102,Aveiro,ALBERGARIA-A-VELHA,Angeja,AF,NULL,NULL,NULL,NULL,NULL,149,PS,1
10203,102,Aveiro,ALBERGARIA-A-VELHA,Angeja,AF,NULL,NULL,NULL,NULL,NULL,755,PPD/PSD,5
10203,102,Aveiro,ALBERGARIA-A-VELHA,Angeja,AF,NULL,NULL,NULL,NULL,NULL,89,PCP-PEV,0
10203,102,Aveiro,ALBERGARIA-A-VELHA,Angeja,AF,NULL,NULL,NULL,NULL,NULL,385,CDS-PP,3
10204,102,Aveiro,ALBERGARIA-A-VELHA,Branca,AF,NULL,NULL,NULL,NULL,NULL,233,PS,0
10204,102,Aveiro,ALBERGARIA-A-VELHA,Branca,AF,NULL,NULL,NULL,NULL,NULL,1385,PPD/PSD,5
10204,102,Aveiro,ALBERGARIA-A-VELHA,Branca,AF,NULL,NULL,NULL,NULL,NULL,974,CDS-PP,4
10204,102,Aveiro,ALBERGARIA-A-VELHA,Branca,AF,NULL,NULL,NULL,NULL,NULL,82,PCP-PEV,0
10205,102,Aveiro,ALBERGARIA-A-VELHA,Frossos,AF,NULL,NULL,NULL,NULL,NULL,285,CDS-PP,4
10205,102,Aveiro,ALBERGARIA-A-VELHA,Frossos,AF,NULL,NULL,NULL,NULL,NULL,240,PPD/PSD,3
10205,102,Aveiro,ALBERGARIA-A-VELHA,Frossos,AF,NULL,NULL,NULL,NULL,NULL,67,PS,0
10206,102,Aveiro,ALBERGARIA-A-VELHA,Ribeira de Fráguas,AF,NULL,NULL,NULL,NULL,NULL,435,PPD/PSD,4
10206,102,Aveiro,ALBERGARIA-A-VELHA,Ribeira de Fráguas,AF,NULL,NULL,NULL,NULL,NULL,330,CDS-PP,3
10206,102,Aveiro,ALBERGARIA-A-VELHA,Ribeira de Fráguas,AF,NULL,NULL,NULL,NULL,NULL,282,PS,2
10207,102,Aveiro,ALBERGARIA-A-VELHA,São João de Loure,AF,NULL,NULL,NULL,NULL,NULL,101,PS,0
10207,102,Aveiro,ALBERGARIA-A-VELHA,São João de Loure,AF,NULL,NULL,NULL,NULL,NULL,277,CDS-PP,2
10207,102,Aveiro,ALBERGARIA-A-VELHA,São João de Loure,AF,NULL,NULL,NULL,NULL,NULL,926,PPD/PSD,7
10208,102,Aveiro,ALBERGARIA-A-VELHA,Valmaior,AF,NULL,NULL,NULL,NULL,NULL,195,CDS-PP,1
10208,102,Aveiro,ALBERGARIA-A-VELHA,Valmaior,AF,NULL,NULL,NULL,NULL,NULL,191,II,1
10208,102,Aveiro,ALBERGARIA-A-VELHA,Valmaior,AF,NULL,NULL,NULL,NULL,NULL,23,PCP-PEV,0
10208,102,Aveiro,ALBERGARIA-A-VELHA,Valmaior,AF,NULL,NULL,NULL,NULL,NULL,410,PPD/PSD,4
10208,102,Aveiro,ALBERGARIA-A-VELHA,Valmaior,AF,NULL,NULL,NULL,NULL,NULL,298,PS,3
10300,103,Aveiro,ANADIA,NULL,CM,27043,16086,NULL,571,250,712,CDS-PP,0
10300,103,Aveiro,ANADIA,NULL,CM,27043,16086,NULL,571,250,641,PCP-PEV,0
10300,103,Aveiro,ANADIA,NULL,CM,27043,16086,NULL,571,250,9867,PPD/PSD,5
10300,103,Aveiro,ANADIA,NULL,CM,27043,16086,NULL,571,250,4045,PS,2
10300,103,Aveiro,ANADIA,NULL,AM,27043,16025,NULL,571,250,4328,PS,6
10300,103,Aveiro,ANADIA,NULL,AM,27043,16025,NULL,571,250,808,CDS-PP,1
10300,103,Aveiro,ANADIA,NULL,AM,27043,16025,NULL,571,250,846,PCP-PEV,1
10300,103,Aveiro,ANADIA,NULL,AM,27043,16025,NULL,571,250,9222,PPD/PSD,13
10300,103,Aveiro,ANADIA,NULL,AF,27043,15974,NULL,571,250,4899,PS,41
10300,103,Aveiro,ANADIA,NULL,AF,27043,15974,NULL,571,250,123,CDS-PP,0
10300,103,Aveiro,ANADIA,NULL,AF,27043,15974,NULL,571,250,9406,PPD/PSD,85
10300,103,Aveiro,ANADIA,NULL,AF,27043,15974,NULL,571,250,725,PCP-PEV,3
10301,103,Aveiro,ANADIA,Amoreira da Gândara,AF,NULL,NULL,NULL,NULL,NULL,349,PPD/PSD,5
10301,103,Aveiro,ANADIA,Amoreira da Gândara,AF,NULL,NULL,NULL,NULL,NULL,308,PS,4
10302,103,Aveiro,ANADIA,Ancas,AF,NULL,NULL,NULL,NULL,NULL,203,PS,3
10302,103,Aveiro,ANADIA,Ancas,AF,NULL,NULL,NULL,NULL,NULL,233,PPD/PSD,4
10303,103,Aveiro,ANADIA,Arcos,AF,NULL,NULL,NULL,NULL,NULL,187,PCP-PEV,0
10303,103,Aveiro,ANADIA,Arcos,AF,NULL,NULL,NULL,NULL,NULL,1382,PPD/PSD,6
10303,103,Aveiro,ANADIA,Arcos,AF,NULL,NULL,NULL,NULL,NULL,640,PS,3
10303,103,Aveiro,ANADIA,Arcos,AF,NULL,NULL,NULL,NULL,NULL,123,CDS-PP,0
10304,103,Aveiro,ANADIA,Avelãs de Caminho,AF,NULL,NULL,NULL,NULL,NULL,56,PCP-PEV,0
10304,103,Aveiro,ANADIA,Avelãs de Caminho,AF,NULL,NULL,NULL,NULL,NULL,451,PPD/PSD,6
10304,103,Aveiro,ANADIA,Avelãs de Caminho,AF,NULL,NULL,NULL,NULL,NULL,241,PS,3
10305,103,Aveiro,ANADIA,Avelãs de Cima,AF,NULL,NULL,NULL,NULL,NULL,792,PPD/PSD,7
10305,103,Aveiro,ANADIA,Avelãs de Cima,AF,NULL,NULL,NULL,NULL,NULL,338,PS,2
10306,103,Aveiro,ANADIA,Mogofores,AF,NULL,NULL,NULL,NULL,NULL,308,PS,4
10306,103,Aveiro,ANADIA,Mogofores,AF,NULL,NULL,NULL,NULL,NULL,184,PPD/PSD,2
10306,103,Aveiro,ANADIA,Mogofores,AF,NULL,NULL,NULL,NULL,NULL,64,PCP-PEV,1
10307,103,Aveiro,ANADIA,Moita,AF,NULL,NULL,NULL,NULL,NULL,564,PS,4
10307,103,Aveiro,ANADIA,Moita,AF,NULL,NULL,NULL,NULL,NULL,724,PPD/PSD,5
10308,103,Aveiro,ANADIA,Óis do Bairro,AF,NULL,NULL,NULL,NULL,NULL,62,PS,2
10308,103,Aveiro,ANADIA,Óis do Bairro,AF,NULL,NULL,NULL,NULL,NULL,185,PPD/PSD,5
10309,103,Aveiro,ANADIA,Sangalhos,AF,NULL,NULL,NULL,NULL,NULL,752,PS,3
10309,103,Aveiro,ANADIA,Sangalhos,AF,NULL,NULL,NULL,NULL,NULL,939,PPD/PSD,4
10309,103,Aveiro,ANADIA,Sangalhos,AF,NULL,NULL,NULL,NULL,NULL,418,PCP-PEV,2
10310,103,Aveiro,ANADIA,São Lourenço do Bairro,AF,NULL,NULL,NULL,NULL,NULL,871,PPD/PSD,7
10310,103,Aveiro,ANADIA,São Lourenço do Bairro,AF,NULL,NULL,NULL,NULL,NULL,303,PS,2
10311,103,Aveiro,ANADIA,Tamengos,AF,NULL,NULL,NULL,NULL,NULL,443,PPD/PSD,5
10311,103,Aveiro,ANADIA,Tamengos,AF,NULL,NULL,NULL,NULL,NULL,360,PS,4
10312,103,Aveiro,ANADIA,Vila Nova de Monsarros,AF,NULL,NULL,NULL,NULL,NULL,275,PS,2
10312,103,Aveiro,ANADIA,Vila Nova de Monsarros,AF,NULL,NULL,NULL,NULL,NULL,647,PPD/PSD,7
10313,103,Aveiro,ANADIA,Vilarinho do Bairro,AF,NULL,NULL,NULL,NULL,NULL,312,PS,2
10313,103,Aveiro,ANADIA,Vilarinho do Bairro,AF,NULL,NULL,NULL,NULL,NULL,1228,PPD/PSD,7
10314,103,Aveiro,ANADIA,Paredes do Bairro,AF,NULL,NULL,NULL,NULL,NULL,578,PPD/PSD,9
10314,103,Aveiro,ANADIA,Paredes do Bairro,AF,NULL,NULL,NULL,NULL,NULL,39,PS,0
10315,103,Aveiro,ANADIA,Aguim,AF,NULL,NULL,NULL,NULL,NULL,400,PPD/PSD,6
10315,103,Aveiro,ANADIA,Aguim,AF,NULL,NULL,NULL,NULL,NULL,194,PS,3
10400,104,Aveiro,AROUCA,NULL,CM,20571,15000,NULL,232,194,3426,VII,2
10400,104,Aveiro,AROUCA,NULL,CM,20571,15000,NULL,232,194,5283,PS,3
10400,104,Aveiro,AROUCA,NULL,CM,20571,15000,NULL,232,194,4916,PPD/PSD.CDS-PP.PPM,2
10400,104,Aveiro,AROUCA,NULL,CM,20571,15000,NULL,232,194,949,PCP-PEV,0
10400,104,Aveiro,AROUCA,NULL,AM,20571,14963,NULL,232,194,693,PCP-PEV,1
10400,104,Aveiro,AROUCA,NULL,AM,20571,14963,NULL,232,194,5769,PS,8
10400,104,Aveiro,AROUCA,NULL,AM,20571,14963,NULL,232,194,5246,PPD/PSD.CDS-PP.PPM,8
10400,104,Aveiro,AROUCA,NULL,AM,20571,14963,NULL,232,194,2829,VII,4
10400,104,Aveiro,AROUCA,NULL,AF,20571,15047,NULL,232,194,285,IX,3
10400,104,Aveiro,AROUCA,NULL,AF,20571,15047,NULL,232,194,3046,PPD/PSD.CDS-PP.PPM,29
10400,104,Aveiro,AROUCA,NULL,AF,20571,15047,NULL,232,194,27,PPM,0
10400,104,Aveiro,AROUCA,NULL,AF,20571,15047,NULL,232,194,142,I,1
10400,104,Aveiro,AROUCA,NULL,AF,20571,15047,NULL,232,194,434,VI,4
10400,104,Aveiro,AROUCA,NULL,AF,20571,15047,NULL,232,194,435,CDS-PP,5
10400,104,Aveiro,AROUCA,NULL,AF,20571,15047,NULL,232,194,448,IV,4
10400,104,Aveiro,AROUCA,NULL,AF,20571,15047,NULL,232,194,530,II,6
10400,104,Aveiro,AROUCA,NULL,AF,20571,15047,NULL,232,194,87,V,2
10400,104,Aveiro,AROUCA,NULL,AF,20571,15047,NULL,232,194,4917,PS,49
10400,104,Aveiro,AROUCA,NULL,AF,20571,15047,NULL,232,194,258,VII,1
10400,104,Aveiro,AROUCA,NULL,AF,20571,15047,NULL,232,194,531,VIII,7
10400,104,Aveiro,AROUCA,NULL,AF,20571,15047,NULL,232,194,269,PCP-PEV,0
10400,104,Aveiro,AROUCA,NULL,AF,20571,15047,NULL,232,194,106,III,1
10400,104,Aveiro,AROUCA,NULL,AF,20571,15047,NULL,232,194,2637,PPD/PSD,45
10400,104,Aveiro,AROUCA,NULL,AF,20571,15047,NULL,232,194,469,X,5
