Dicofr,Ref_municipio_ine,Distrito,Concelho,Freguesia,Orgao,Inscritos,Votantes,Validos,Brancos,Nulos,Votos,Sigla,M
10105,101,Aveiro,ÁGUEDA,Barrô,AF,NULL,NULL,NULL,NULL,NULL,368,PS,3
10106,101,Aveiro,ÁGUEDA,Belazaima do Chão,AF,NULL,NULL,NULL,NULL,NULL,365,PPD/PSD,6
10106,101,Aveiro,ÁGUEDA,Belazaima do Chão,AF,NULL,NULL,NULL,NULL,NULL,70,CDS-PP,1
10107,101,Aveiro,ÁGUEDA,Castanheira do Vouga,AF,NULL,NULL,NULL,NULL,NULL,256,PPD/PSD,7
10108,101,Aveiro,ÁGUEDA,Espinhel,AF,NULL,NULL,NULL,NULL,NULL,815,LP,5
10108,101,Aveiro,ÁGUEDA,Espinhel,AF,NULL,NULL,NULL,NULL,NULL,413,PS,2
10108,101,Aveiro,ÁGUEDA,Espinhel,AF,NULL,NULL,NULL,NULL,NULL,320,LIE,2
10109,101,Aveiro,ÁGUEDA,Fermentelos,AF,NULL,NULL,NULL,NULL,NULL,274,CDS-PP,1
10109,101,Aveiro,ÁGUEDA,Fermentelos,AF,NULL,NULL,NULL,NULL,NULL,541,LIF,3
10109,101,Aveiro,ÁGUEDA,Fermentelos,AF,NULL,NULL,NULL,NULL,NULL,925,PPD/PSD,5
10110,101,Aveiro,ÁGUEDA,Lamas do Vouga,AF,NULL,NULL,NULL,NULL,NULL,234,PS,3
10110,101,Aveiro,ÁGUEDA,Lamas do Vouga,AF,NULL,NULL,NULL,NULL,NULL,247,PPD/PSD,4
10112,101,Aveiro,ÁGUEDA,Macinhata do Vouga,AF,NULL,NULL,NULL,NULL,NULL,656,PS,4
10112,101,Aveiro,ÁGUEDA,Macinhata do Vouga,AF,NULL,NULL,NULL,NULL,NULL,853,PPD/PSD,5
10112,101,Aveiro,ÁGUEDA,Macinhata do Vouga,AF,NULL,NULL,NULL,NULL,NULL,124,PCP-PEV,NULL
10113,101,Aveiro,ÁGUEDA,Óis da Ribeira,AF,NULL,NULL,NULL,NULL,NULL,220,PS,3
10113,101,Aveiro,ÁGUEDA,Óis da Ribeira,AF,NULL,NULL,NULL,NULL,NULL,277,PPD/PSD,4
10114,101,Aveiro,ÁGUEDA,Préstimo,AF,NULL,NULL,NULL,NULL,NULL,232,CDS-PP,3
10114,101,Aveiro,ÁGUEDA,Préstimo,AF,NULL,NULL,NULL,NULL,NULL,102,PCP-PEV,1
10114,101,Aveiro,ÁGUEDA,Préstimo,AF,NULL,NULL,NULL,NULL,NULL,203,LIP,3
10115,101,Aveiro,ÁGUEDA,Recardães,AF,NULL,NULL,NULL,NULL,NULL,273,B.E.,1
10115,101,Aveiro,ÁGUEDA,Recardães,AF,NULL,NULL,NULL,NULL,NULL,451,PS,2
10115,101,Aveiro,ÁGUEDA,Recardães,AF,NULL,NULL,NULL,NULL,NULL,328,CDS-PP,2
10115,101,Aveiro,ÁGUEDA,Recardães,AF,NULL,NULL,NULL,NULL,NULL,669,PPD/PSD,4
10116,101,Aveiro,ÁGUEDA,Segadães,AF,NULL,NULL,NULL,NULL,NULL,266,PS,3
10116,101,Aveiro,ÁGUEDA,Segadães,AF,NULL,NULL,NULL,NULL,NULL,275,CDS-PP,4
10116,101,Aveiro,ÁGUEDA,Segadães,AF,NULL,NULL,NULL,NULL,NULL,41,PPD/PSD,NULL
10117,101,Aveiro,ÁGUEDA,Travassô,AF,NULL,NULL,NULL,NULL,NULL,292,PPD/PSD,3
10117,101,Aveiro,ÁGUEDA,Travassô,AF,NULL,NULL,NULL,NULL,NULL,39,B.E.,NULL
10117,101,Aveiro,ÁGUEDA,Travassô,AF,NULL,NULL,NULL,NULL,NULL,641,PS,6
10118,101,Aveiro,ÁGUEDA,Trofa,AF,NULL,NULL,NULL,NULL,NULL,697,CDS-PP,4
10118,101,Aveiro,ÁGUEDA,Trofa,AF,NULL,NULL,NULL,NULL,NULL,79,PCP-PEV,NULL
10118,101,Aveiro,ÁGUEDA,Trofa,AF,NULL,NULL,NULL,NULL,NULL,625,PPD/PSD,4
10118,101,Aveiro,ÁGUEDA,Trofa,AF,NULL,NULL,NULL,NULL,NULL,309,PS,1
10119,101,Aveiro,ÁGUEDA,Valongo do Vouga,AF,NULL,NULL,NULL,NULL,NULL,216,CDS-PP,NULL
10119,101,Aveiro,ÁGUEDA,Valongo do Vouga,AF,NULL,NULL,NULL,NULL,NULL,1239,PPD/PSD,5
10119,101,Aveiro,ÁGUEDA,Valongo do Vouga,AF,NULL,NULL,NULL,NULL,NULL,946,PS,4
10119,101,Aveiro,ÁGUEDA,Valongo do Vouga,AF,NULL,NULL,NULL,NULL,NULL,138,PCP-PEV,NULL
10120,101,Aveiro,ÁGUEDA,Borralha,AF,NULL,NULL,NULL,NULL,NULL,88,CDS-PP,NULL
10120,101,Aveiro,ÁGUEDA,Borralha,AF,NULL,NULL,NULL,NULL,NULL,1093,PS,8
10120,101,Aveiro,ÁGUEDA,Borralha,AF,NULL,NULL,NULL,NULL,NULL,125,PPD/PSD,1
10120,101,Aveiro,ÁGUEDA,Borralha,AF,NULL,NULL,NULL,NULL,NULL,40,PCP-PEV,NULL
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,AF,22175,13491,NULL,218,149,331,PCP-PEV,NULL
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,CM,22175,13506,NULL,218,149,245,PCP-PEV,NULL
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,CM,22175,13506,NULL,218,149,4378,CDS-PP,2
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,CM,22175,13506,NULL,218,149,6452,PPD/PSD,4
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,CM,22175,13506,NULL,218,149,1836,PS,1
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,AM,22175,13461,NULL,218,149,304,B.E.,NULL
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,AF,22175,13491,NULL,218,149,2142,PS,NULL
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,AM,22175,13461,NULL,218,149,2058,PS,3
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,AF,22175,13491,NULL,218,149,6319,PPD/PSD,NULL
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,AF,22175,13491,NULL,218,149,120,B.E.,NULL
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,AF,22175,13491,NULL,218,149,4212,CDS-PP,NULL
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,AM,22175,13461,NULL,218,149,4380,CDS-PP,7
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,AM,22175,13461,NULL,218,149,295,PCP-PEV,NULL
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,AM,22175,13461,NULL,218,149,6057,PPD/PSD,11
10200,102,Aveiro,ALBERGARIA-A-VELHA,NULL,CM,22175,13506,NULL,218,149,228,B.E.,NULL
10201,102,Aveiro,ALBERGARIA-A-VELHA,Albergaria-a-Velha,AF,NULL,NULL,NULL,NULL,NULL,1272,CDS-PP,5
10201,102,Aveiro,ALBERGARIA-A-VELHA,Albergaria-a-Velha,AF,NULL,NULL,NULL,NULL,NULL,116,PCP-PEV,NULL
10201,102,Aveiro,ALBERGARIA-A-VELHA,Albergaria-a-Velha,AF,NULL,NULL,NULL,NULL,NULL,1628,PPD/PSD,6
10201,102,Aveiro,ALBERGARIA-A-VELHA,Albergaria-a-Velha,AF,NULL,NULL,NULL,NULL,NULL,539,PS,2
10201,102,Aveiro,ALBERGARIA-A-VELHA,Albergaria-a-Velha,AF,NULL,NULL,NULL,NULL,NULL,120,B.E.,NULL
10202,102,Aveiro,ALBERGARIA-A-VELHA,Alquerubim,AF,NULL,NULL,NULL,NULL,NULL,306,PS,2
10202,102,Aveiro,ALBERGARIA-A-VELHA,Alquerubim,AF,NULL,NULL,NULL,NULL,NULL,186,CDS-PP,1
10202,102,Aveiro,ALBERGARIA-A-VELHA,Alquerubim,AF,NULL,NULL,NULL,NULL,NULL,703,PPD/PSD,6
10203,102,Aveiro,ALBERGARIA-A-VELHA,Angeja,AF,NULL,NULL,NULL,NULL,NULL,148,PS,1
10203,102,Aveiro,ALBERGARIA-A-VELHA,Angeja,AF,NULL,NULL,NULL,NULL,NULL,102,PCP-PEV,NULL
10203,102,Aveiro,ALBERGARIA-A-VELHA,Angeja,AF,NULL,NULL,NULL,NULL,NULL,143,CDS-PP,1
10203,102,Aveiro,ALBERGARIA-A-VELHA,Angeja,AF,NULL,NULL,NULL,NULL,NULL,931,PPD/PSD,7
10204,102,Aveiro,ALBERGARIA-A-VELHA,Branca,AF,NULL,NULL,NULL,NULL,NULL,406,PS,1
10204,102,Aveiro,ALBERGARIA-A-VELHA,Branca,AF,NULL,NULL,NULL,NULL,NULL,1365,PPD/PSD,5
10204,102,Aveiro,ALBERGARIA-A-VELHA,Branca,AF,NULL,NULL,NULL,NULL,NULL,972,CDS-PP,3
10204,102,Aveiro,ALBERGARIA-A-VELHA,Branca,AF,NULL,NULL,NULL,NULL,NULL,67,PCP-PEV,NULL
10205,102,Aveiro,ALBERGARIA-A-VELHA,Frossos,AF,NULL,NULL,NULL,NULL,NULL,342,CDS-PP,5
10205,102,Aveiro,ALBERGARIA-A-VELHA,Frossos,AF,NULL,NULL,NULL,NULL,NULL,62,PS,NULL
10205,102,Aveiro,ALBERGARIA-A-VELHA,Frossos,AF,NULL,NULL,NULL,NULL,NULL,193,PPD/PSD,2
10206,102,Aveiro,ALBERGARIA-A-VELHA,Ribeira de Fráguas,AF,NULL,NULL,NULL,NULL,NULL,420,CDS-PP,4
10206,102,Aveiro,ALBERGARIA-A-VELHA,Ribeira de Fráguas,AF,NULL,NULL,NULL,NULL,NULL,18,PCP-PEV,NULL
10206,102,Aveiro,ALBERGARIA-A-VELHA,Ribeira de Fráguas,AF,NULL,NULL,NULL,NULL,NULL,308,PS,2
10206,102,Aveiro,ALBERGARIA-A-VELHA,Ribeira de Fráguas,AF,NULL,NULL,NULL,NULL,NULL,353,PPD/PSD,3
10207,102,Aveiro,ALBERGARIA-A-VELHA,São João de Loure,AF,NULL,NULL,NULL,NULL,NULL,80,PS,NULL
10207,102,Aveiro,ALBERGARIA-A-VELHA,São João de Loure,AF,NULL,NULL,NULL,NULL,NULL,869,PPD/PSD,7
10207,102,Aveiro,ALBERGARIA-A-VELHA,São João de Loure,AF,NULL,NULL,NULL,NULL,NULL,344,CDS-PP,2
10208,102,Aveiro,ALBERGARIA-A-VELHA,Valmaior,AF,NULL,NULL,NULL,NULL,NULL,277,PPD/PSD,2
10208,102,Aveiro,ALBERGARIA-A-VELHA,Valmaior,AF,NULL,NULL,NULL,NULL,NULL,28,PCP-PEV,NULL
10208,102,Aveiro,ALBERGARIA-A-VELHA,Valmaior,AF,NULL,NULL,NULL,NULL,NULL,293,PS,2
10208,102,Aveiro,ALBERGARIA-A-VELHA,Valmaior,AF,NULL,NULL,NULL,NULL,NULL,533,CDS-PP,5
10300,103,Aveiro,ANADIA,NULL,AF,28871,16557,NULL,397,211,1545,CDS-PP,NULL
10300,103,Aveiro,ANADIA,NULL,AF,28871,16557,NULL,397,211,8834,PPD/PSD,NULL
10300,103,Aveiro,ANADIA,NULL,AF,28871,16557,NULL,397,211,997,PCP-PEV,NULL
10300,103,Aveiro,ANADIA,NULL,AM,28871,16434,NULL,397,211,1787,CDS-PP,2
10300,103,Aveiro,ANADIA,NULL,CM,28871,16569,NULL,397,211,1545,CDS-PP,NULL
10300,103,Aveiro,ANADIA,NULL,CM,28871,16569,NULL,397,211,802,PCP-PEV,NULL
10300,103,Aveiro,ANADIA,NULL,CM,28871,16569,NULL,397,211,4165,PS,2
10300,103,Aveiro,ANADIA,NULL,AM,28871,16434,NULL,397,211,4281,PS,6
10300,103,Aveiro,ANADIA,NULL,AF,28871,16557,NULL,397,211,4573,PS,NULL
10300,103,Aveiro,ANADIA,NULL,AM,28871,16434,NULL,397,211,8743,PPD/PSD,12
10300,103,Aveiro,ANADIA,NULL,CM,28871,16569,NULL,397,211,9449,PPD/PSD,5
10300,103,Aveiro,ANADIA,NULL,AM,28871,16434,NULL,397,211,1015,PCP-PEV,1
10301,103,Aveiro,ANADIA,Amoreira da Gândara,AF,NULL,NULL,NULL,NULL,NULL,278,PS,4
10301,103,Aveiro,ANADIA,Amoreira da Gândara,AF,NULL,NULL,NULL,NULL,NULL,331,PPD/PSD,4
10301,103,Aveiro,ANADIA,Amoreira da Gândara,AF,NULL,NULL,NULL,NULL,NULL,101,CDS-PP,1
10302,103,Aveiro,ANADIA,Ancas,AF,NULL,NULL,NULL,NULL,NULL,300,PPD/PSD,5
10302,103,Aveiro,ANADIA,Ancas,AF,NULL,NULL,NULL,NULL,NULL,170,PS,2
10303,103,Aveiro,ANADIA,Arcos,AF,NULL,NULL,NULL,NULL,NULL,252,CDS-PP,1
10303,103,Aveiro,ANADIA,Arcos,AF,NULL,NULL,NULL,NULL,NULL,192,PCP-PEV,NULL
10303,103,Aveiro,ANADIA,Arcos,AF,NULL,NULL,NULL,NULL,NULL,1413,PPD/PSD,6
10303,103,Aveiro,ANADIA,Arcos,AF,NULL,NULL,NULL,NULL,NULL,633,PS,2
10304,103,Aveiro,ANADIA,Avelãs de Caminho,AF,NULL,NULL,NULL,NULL,NULL,179,PS,2
10304,103,Aveiro,ANADIA,Avelãs de Caminho,AF,NULL,NULL,NULL,NULL,NULL,517,PPD/PSD,7
10304,103,Aveiro,ANADIA,Avelãs de Caminho,AF,NULL,NULL,NULL,NULL,NULL,31,PCP-PEV,NULL
10304,103,Aveiro,ANADIA,Avelãs de Caminho,AF,NULL,NULL,NULL,NULL,NULL,37,CDS-PP,NULL
10305,103,Aveiro,ANADIA,Avelãs de Cima,AF,NULL,NULL,NULL,NULL,NULL,647,PPD/PSD,5
10305,103,Aveiro,ANADIA,Avelãs de Cima,AF,NULL,NULL,NULL,NULL,NULL,106,PCP-PEV,NULL
10305,103,Aveiro,ANADIA,Avelãs de Cima,AF,NULL,NULL,NULL,NULL,NULL,86,CDS-PP,NULL
10305,103,Aveiro,ANADIA,Avelãs de Cima,AF,NULL,NULL,NULL,NULL,NULL,451,PS,4
10306,103,Aveiro,ANADIA,Mogofores,AF,NULL,NULL,NULL,NULL,NULL,99,PPD/PSD,1
10306,103,Aveiro,ANADIA,Mogofores,AF,NULL,NULL,NULL,NULL,NULL,51,PCP-PEV,NULL
10306,103,Aveiro,ANADIA,Mogofores,AF,NULL,NULL,NULL,NULL,NULL,81,CDS-PP,1
10306,103,Aveiro,ANADIA,Mogofores,AF,NULL,NULL,NULL,NULL,NULL,348,PS,5
10307,103,Aveiro,ANADIA,Moita,AF,NULL,NULL,NULL,NULL,NULL,694,PPD/PSD,5
10307,103,Aveiro,ANADIA,Moita,AF,NULL,NULL,NULL,NULL,NULL,464,PS,3
10307,103,Aveiro,ANADIA,Moita,AF,NULL,NULL,NULL,NULL,NULL,127,CDS-PP,1
10308,103,Aveiro,ANADIA,Óis do Bairro,AF,NULL,NULL,NULL,NULL,NULL,187,PPD/PSD,6
10308,103,Aveiro,ANADIA,Óis do Bairro,AF,NULL,NULL,NULL,NULL,NULL,50,PS,1
10309,103,Aveiro,ANADIA,Sangalhos,AF,NULL,NULL,NULL,NULL,NULL,331,PS,1
10309,103,Aveiro,ANADIA,Sangalhos,AF,NULL,NULL,NULL,NULL,NULL,197,CDS-PP,NULL
10309,103,Aveiro,ANADIA,Sangalhos,AF,NULL,NULL,NULL,NULL,NULL,617,PCP-PEV,3
10309,103,Aveiro,ANADIA,Sangalhos,AF,NULL,NULL,NULL,NULL,NULL,989,PPD/PSD,5
10310,103,Aveiro,ANADIA,São Lourenço do Bairro,AF,NULL,NULL,NULL,NULL,NULL,107,CDS-PP,NULL
10310,103,Aveiro,ANADIA,São Lourenço do Bairro,AF,NULL,NULL,NULL,NULL,NULL,863,PPD/PSD,7
10310,103,Aveiro,ANADIA,São Lourenço do Bairro,AF,NULL,NULL,NULL,NULL,NULL,283,PS,2
10311,103,Aveiro,ANADIA,Tamengos,AF,NULL,NULL,NULL,NULL,NULL,88,CDS-PP,1
10311,103,Aveiro,ANADIA,Tamengos,AF,NULL,NULL,NULL,NULL,NULL,397,PPD/PSD,4
