DICOFR ,Ref_Municipio_INE,Concelho,Freguesia,Orgao,Inscritos,Votantes,Brancos,Nulos,Sigla,Votos,Percentagem,M,Tipo,dsc_municipio
30287,302,BARCELOS,VILA SECA,AF,1098,764,34,19,PPD/PSD.CDS-PP.PPM,132,"18,57",1,Coligação,BARCELOS
30287,302,BARCELOS,VILA SECA,AF,1098,764,34,19,vsp,579,"81,43",8,Grupos Cidadãos Eleitores,BARCELOS
30200,302,BARCELOS,NULL,CM,107898,74536,2076,1283,B.E.,1429,"2,01",0,Partido,BARCELOS
30200,302,BARCELOS,NULL,AM,107898,74539,2404,1277,B.E.,2045,"2,89",1,Partido,BARCELOS
30200,302,BARCELOS,NULL,CM,107898,74536,2076,1283,PCTP/MRPP,568,"0,8",0,Partido,BARCELOS
30200,302,BARCELOS,NULL,CM,107898,74536,2076,1283,PS,34313,"48,21",6,Partido,BARCELOS
30200,302,BARCELOS,NULL,AM,107898,74539,2404,1277,PS,32269,"45,54",29,Partido,BARCELOS
30200,302,BARCELOS,NULL,CM,107898,74536,2076,1283,PCP-PEV,1226,"1,72",0,Coligação,BARCELOS
30200,302,BARCELOS,NULL,AM,107898,74539,2404,1277,PCP-PEV,1714,"2,42",1,Coligação,BARCELOS
30200,302,BARCELOS,NULL,CM,107898,74536,2076,1283,PPD/PSD.CDS-PP.PPM,26058,"36,61",4,Coligação,BARCELOS
30200,302,BARCELOS,NULL,AM,107898,74539,2404,1277,PPD/PSD.CDS-PP.PPM,26373,"37,22",24,Coligação,BARCELOS
30200,302,BARCELOS,NULL,CM,107898,74536,2076,1283,MIB,7583,"10,65",1,Grupos Cidadãos Eleitores,BARCELOS
30200,302,BARCELOS,NULL,AM,107898,74539,2404,1277,MIB,8457,"11,94",7,Grupos Cidadãos Eleitores,BARCELOS
20401,204,BARRANCOS,BARRANCOS,AF,1437,1123,48,22,PS,421,"39,98",3,Partido,BARRANCOS
20401,204,BARRANCOS,BARRANCOS,AF,1437,1123,48,22,PCP-PEV,632,"60,02",6,Coligação,BARRANCOS
20400,204,BARRANCOS,NULL,CM,1437,1123,48,21,PS,443,"42,03",2,Partido,BARRANCOS
20400,204,BARRANCOS,NULL,AM,1437,1123,45,22,PS,429,"40,63",6,Partido,BARRANCOS
20400,204,BARRANCOS,NULL,CM,1437,1123,48,21,PCP-PEV,611,"57,97",3,Coligação,BARRANCOS
20400,204,BARRANCOS,NULL,AM,1437,1123,45,22,PCP-PEV,567,"53,69",9,Coligação,BARRANCOS
20400,204,BARRANCOS,NULL,AM,1437,1123,45,22,PPD/PSD.CDS-PP,60,"5,68",0,Coligação,BARRANCOS
150407,1504,BARREIRO,SANTO ANTÓNIO DA CHARNECA,AF,9920,4173,194,191,B.E.,318,"8,39",1,Partido,BARREIRO
150407,1504,BARREIRO,SANTO ANTÓNIO DA CHARNECA,AF,9920,4173,194,191,PPD/PSD,468,"12,35",1,Partido,BARREIRO
150407,1504,BARREIRO,SANTO ANTÓNIO DA CHARNECA,AF,9920,4173,194,191,PS,1232,"32,52",4,Partido,BARREIRO
150407,1504,BARREIRO,SANTO ANTÓNIO DA CHARNECA,AF,9920,4173,194,191,PCP-PEV,1770,"46,73",7,Coligação,BARREIRO
150409,1504,BARREIRO,"UNIÃO DAS FREGUESIAS DE ALTO DO SEIXALINHO, SANTO ANDRÉ E VERDERENA",AF,37775,17040,736,600,B.E.,1175,"7,48",1,Partido,BARREIRO
150409,1504,BARREIRO,"UNIÃO DAS FREGUESIAS DE ALTO DO SEIXALINHO, SANTO ANDRÉ E VERDERENA",AF,37775,17040,736,600,PCTP/MRPP,648,"4,13",0,Partido,BARREIRO
150409,1504,BARREIRO,"UNIÃO DAS FREGUESIAS DE ALTO DO SEIXALINHO, SANTO ANDRÉ E VERDERENA",AF,37775,17040,736,600,PPD/PSD,1383,"8,81",1,Partido,BARREIRO
150409,1504,BARREIRO,"UNIÃO DAS FREGUESIAS DE ALTO DO SEIXALINHO, SANTO ANDRÉ E VERDERENA",AF,37775,17040,736,600,PS,4946,"31,5",7,Partido,BARREIRO
150409,1504,BARREIRO,"UNIÃO DAS FREGUESIAS DE ALTO DO SEIXALINHO, SANTO ANDRÉ E VERDERENA",AF,37775,17040,736,600,PCP-PEV,7552,"48,09",10,Coligação,BARREIRO
150410,1504,BARREIRO,UNIÃO DAS FREGUESIAS DE BARREIRO E LAVRADIO,AF,19716,9031,405,383,B.E.,702,"8,52",1,Partido,BARREIRO
150410,1504,BARREIRO,UNIÃO DAS FREGUESIAS DE BARREIRO E LAVRADIO,AF,19716,9031,405,383,PPD/PSD,920,"11,16",1,Partido,BARREIRO
150410,1504,BARREIRO,UNIÃO DAS FREGUESIAS DE BARREIRO E LAVRADIO,AF,19716,9031,405,383,PS,2389,"28,98",4,Partido,BARREIRO
150410,1504,BARREIRO,UNIÃO DAS FREGUESIAS DE BARREIRO E LAVRADIO,AF,19716,9031,405,383,PCP-PEV,4232,"51,34",7,Coligação,BARREIRO
150411,1504,BARREIRO,UNIÃO DAS FREGUESIAS DE PALHAIS E COINA,AF,3119,1785,68,51,B.E.,65,"3,9",0,Partido,BARREIRO
150411,1504,BARREIRO,UNIÃO DAS FREGUESIAS DE PALHAIS E COINA,AF,3119,1785,68,51,PS,209,"12,55",1,Partido,BARREIRO
150411,1504,BARREIRO,UNIÃO DAS FREGUESIAS DE PALHAIS E COINA,AF,3119,1785,68,51,PCP-PEV,575,"34,51",3,Coligação,BARREIRO
150411,1504,BARREIRO,UNIÃO DAS FREGUESIAS DE PALHAIS E COINA,AF,3119,1785,68,51,MCI,817,"49,04",5,Grupos Cidadãos Eleitores,BARREIRO
150400,1504,BARREIRO,NULL,CM,70530,32041,1330,1183,B.E.,1962,"6,64",0,Partido,BARREIRO
150400,1504,BARREIRO,NULL,AM,70530,32032,1418,1215,B.E.,2300,"7,82",2,Partido,BARREIRO
150400,1504,BARREIRO,NULL,CM,70530,32041,1330,1183,CDS-PP,424,"1,44",0,Partido,BARREIRO
150400,1504,BARREIRO,NULL,AM,70530,32032,1418,1215,CDS-PP,453,"1,54",0,Partido,BARREIRO
150400,1504,BARREIRO,NULL,CM,70530,32041,1330,1183,PCTP/MRPP,1031,"3,49",0,Partido,BARREIRO
150400,1504,BARREIRO,NULL,AM,70530,32032,1418,1215,PCTP/MRPP,1034,"3,52",1,Partido,BARREIRO
150400,1504,BARREIRO,NULL,CM,70530,32041,1330,1183,PPD/PSD,2855,"9,67",1,Partido,BARREIRO
150400,1504,BARREIRO,NULL,AM,70530,32032,1418,1215,PPD/PSD,2861,"9,73",2,Partido,BARREIRO
150400,1504,BARREIRO,NULL,CM,70530,32041,1330,1183,PS,8882,"30,08",3,Partido,BARREIRO
150400,1504,BARREIRO,NULL,AM,70530,32032,1418,1215,PS,8887,"30,23",8,Partido,BARREIRO
150400,1504,BARREIRO,NULL,CM,70530,32041,1330,1183,PCP-PEV,14374,"48,68",5,Coligação,BARREIRO
150400,1504,BARREIRO,NULL,AM,70530,32032,1418,1215,PCP-PEV,13864,"47,16",14,Coligação,BARREIRO
100401,1004,BATALHA,BATALHA,AF,7267,3546,360,234,CDS-PP,377,"12,77",1,Partido,BATALHA
100401,1004,BATALHA,BATALHA,AF,7267,3546,360,234,PPD/PSD,1767,"59,86",8,Partido,BATALHA
100401,1004,BATALHA,BATALHA,AF,7267,3546,360,234,PS,605,"20,49",3,Partido,BATALHA
100401,1004,BATALHA,BATALHA,AF,7267,3546,360,234,PCP-PEV,203,"6,88",1,Coligação,BATALHA
100404,1004,BATALHA,GOLPILHEIRA,AF,1350,862,51,38,PPD/PSD,429,"55,5",5,Partido,BATALHA
100404,1004,BATALHA,GOLPILHEIRA,AF,1350,862,51,38,PS,344,"44,5",4,Partido,BATALHA
100402,1004,BATALHA,REGUENGO DO FETAL,AF,2058,1112,68,63,CDS-PP,257,"26,2",2,Partido,BATALHA
100402,1004,BATALHA,REGUENGO DO FETAL,AF,2058,1112,68,63,PPD/PSD,533,"54,33",5,Partido,BATALHA
100402,1004,BATALHA,REGUENGO DO FETAL,AF,2058,1112,68,63,PS,191,"19,47",2,Partido,BATALHA
100403,1004,BATALHA,SÃO MAMEDE,AF,3619,2113,94,77,CDS-PP,661,"34,04",3,Partido,BATALHA
100403,1004,BATALHA,SÃO MAMEDE,AF,3619,2113,94,77,PPD/PSD,1281,"65,96",6,Partido,BATALHA
100400,1004,BATALHA,NULL,CM,14294,7623,644,407,CDS-PP,864,"13,15",1,Partido,BATALHA
100400,1004,BATALHA,NULL,AM,14294,7622,625,400,CDS-PP,938,"14,22",3,Partido,BATALHA
100400,1004,BATALHA,NULL,CM,14294,7623,644,407,PPD/PSD,4205,"63,98",5,Partido,BATALHA
100400,1004,BATALHA,NULL,AM,14294,7622,625,400,PPD/PSD,4165,"63,13",14,Partido,BATALHA
100400,1004,BATALHA,NULL,CM,14294,7623,644,407,PS,1200,"18,26",1,Partido,BATALHA
100400,1004,BATALHA,NULL,AM,14294,7622,625,400,PS,1148,"17,4",3,Partido,BATALHA
100400,1004,BATALHA,NULL,CM,14294,7623,644,407,PCP-PEV,303,"4,61",0,Coligação,BATALHA
100400,1004,BATALHA,NULL,AM,14294,7622,625,400,PCP-PEV,346,"5,24",1,Coligação,BATALHA
20502,205,BEJA,BALEIZÃO,AF,878,489,5,10,PS,149,"31,43",2,Partido,BEJA
20502,205,BEJA,BALEIZÃO,AF,878,489,5,10,PCP-PEV,288,"60,76",5,Coligação,BEJA
20502,205,BEJA,BALEIZÃO,AF,878,489,5,10,PBCT,37,"7,81",0,Grupos Cidadãos Eleitores,BEJA
20503,205,BEJA,BERINGEL,AF,1264,760,15,13,PS,457,"62,43",6,Partido,BEJA
20503,205,BEJA,BERINGEL,AF,1264,760,15,13,PCP-PEV,238,"32,51",3,Coligação,BEJA
20503,205,BEJA,BERINGEL,AF,1264,760,15,13,PPD/PSD.CDS-PP,37,"5,05",0,Coligação,BEJA
20504,205,BEJA,CABEÇA GORDA,AF,1299,815,18,6,PS,341,"43,11",4,Partido,BEJA
20504,205,BEJA,CABEÇA GORDA,AF,1299,815,18,6,PCP-PEV,450,"56,89",5,Coligação,BEJA
20506,205,BEJA,NOSSA SENHORA DAS NEVES,AF,1530,904,18,16,PS,271,"31,15",3,Partido,BEJA
20506,205,BEJA,NOSSA SENHORA DAS NEVES,AF,1530,904,18,16,PCP-PEV,580,"66,67",6,Coligação,BEJA
20506,205,BEJA,NOSSA SENHORA DAS NEVES,AF,1530,904,18,16,PBCT,19,"2,18",0,Grupos Cidadãos Eleitores,BEJA
20510,205,BEJA,SANTA CLARA DE LOUREDO,AF,637,475,8,5,PS,176,"38,1",3,Partido,BEJA
20510,205,BEJA,SANTA CLARA DE LOUREDO,AF,637,475,8,5,PCP-PEV,286,"61,9",4,Coligação,BEJA
20516,205,BEJA,SÃO MATIAS,AF,499,360,9,5,PS,145,"41,91",3,Partido,BEJA
20516,205,BEJA,SÃO MATIAS,AF,499,360,9,5,PCP-PEV,37,"10,69",0,Coligação,BEJA
20516,205,BEJA,SÃO MATIAS,AF,499,360,9,5,PBCT,164,"47,4",4,Grupos Cidadãos Eleitores,BEJA
20519,205,BEJA,UNIÃO DAS FREGUESIAS DE ALBERNOA E TRINDADE,AF,882,645,9,7,PS,305,"48,49",3,Partido,BEJA
20519,205,BEJA,UNIÃO DAS FREGUESIAS DE ALBERNOA E TRINDADE,AF,882,645,9,7,PCP-PEV,324,"51,51",4,Coligação,BEJA
20520,205,BEJA,UNIÃO DAS FREGUESIAS DE BEJA (SALVADOR E SANTA MARIA DA FEIRA),AF,8721,4397,144,87,PS,1654,"39,7",5,Partido,BEJA
20520,205,BEJA,UNIÃO DAS FREGUESIAS DE BEJA (SALVADOR E SANTA MARIA DA FEIRA),AF,8721,4397,144,87,PCP-PEV,1762,"42,29",6,Coligação,BEJA
20520,205,BEJA,UNIÃO DAS FREGUESIAS DE BEJA (SALVADOR E SANTA MARIA DA FEIRA),AF,8721,4397,144,87,PPD/PSD.CDS-PP,446,"10,71",1,Coligação,BEJA
20520,205,BEJA,UNIÃO DAS FREGUESIAS DE BEJA (SALVADOR E SANTA MARIA DA FEIRA),AF,8721,4397,144,87,PBCT,304,"7,3",1,Grupos Cidadãos Eleitores,BEJA
20521,205,BEJA,UNIÃO DAS FREGUESIAS DE BEJA (SANTIAGO MAIOR E SÃO JOÃO BAPTISTA),AF,11933,6464,200,152,PS,1976,"32,33",5,Partido,BEJA
20521,205,BEJA,UNIÃO DAS FREGUESIAS DE BEJA (SANTIAGO MAIOR E SÃO JOÃO BAPTISTA),AF,11933,6464,200,152,PCP-PEV,2338,"38,25",5,Coligação,BEJA
20521,205,BEJA,UNIÃO DAS FREGUESIAS DE BEJA (SANTIAGO MAIOR E SÃO JOÃO BAPTISTA),AF,11933,6464,200,152,PPD/PSD.CDS-PP,1427,"23,35",3,Coligação,BEJA
20521,205,BEJA,UNIÃO DAS FREGUESIAS DE BEJA (SANTIAGO MAIOR E SÃO JOÃO BAPTISTA),AF,11933,6464,200,152,PBCT,371,"6,07",0,Grupos Cidadãos Eleitores,BEJA
20522,205,BEJA,UNIÃO DAS FREGUESIAS DE SALVADA E QUINTOS,AF,1217,845,20,17,PS,328,"40,59",4,Partido,BEJA
20522,205,BEJA,UNIÃO DAS FREGUESIAS DE SALVADA E QUINTOS,AF,1217,845,20,17,PCP-PEV,480,"59,41",5,Coligação,BEJA
20523,205,BEJA,UNIÃO DAS FREGUESIAS DE SANTA VITÓRIA E MOMBEJA,AF,891,618,19,14,PS,251,"42,91",3,Partido,BEJA
20523,205,BEJA,UNIÃO DAS FREGUESIAS DE SANTA VITÓRIA E MOMBEJA,AF,891,618,19,14,PCP-PEV,334,"57,09",4,Coligação,BEJA
20524,205,BEJA,UNIÃO DAS FREGUESIAS DE TRIGACHES E SÃO BRISSOS,AF,517,362,3,11,PS,183,"52,59",4,Partido,BEJA
20524,205,BEJA,UNIÃO DAS FREGUESIAS DE TRIGACHES E SÃO BRISSOS,AF,517,362,3,11,PCP-PEV,165,"47,41",3,Coligação,BEJA
20500,205,BEJA,NULL,CM,30268,17133,447,300,PS,7153,"43,65",3,Partido,BEJA
20500,205,BEJA,NULL,AM,30268,17134,502,326,PS,6483,"39,76",8,Partido,BEJA
20500,205,BEJA,NULL,CM,30268,17133,447,300,PCP-PEV,7446,"45,44",4,Coligação,BEJA
20500,205,BEJA,NULL,AM,30268,17134,502,326,PCP-PEV,7249,"44,46",10,Coligação,BEJA
20500,205,BEJA,NULL,CM,30268,17133,447,300,PPD/PSD.CDS-PP,1038,"6,33",0,Coligação,BEJA
20500,205,BEJA,NULL,AM,30268,17134,502,326,PPD/PSD.CDS-PP,1600,"9,81",2,Coligação,BEJA
20500,205,BEJA,NULL,CM,30268,17133,447,300,PBCT,749,"4,57",0,Grupos Cidadãos Eleitores,BEJA
20500,205,BEJA,NULL,AM,30268,17134,502,326,PBCT,974,"5,97",1,Grupos Cidadãos Eleitores,BEJA
50102,501,BELMONTE,CARIA,AF,1199,1199,26,34,PS,653,"57,33",6,Partido,BELMONTE
50102,501,BELMONTE,CARIA,AF,1199,1199,26,34,PCP-PEV,63,"5,53",0,Coligação,BELMONTE
50102,501,BELMONTE,CARIA,AF,1199,1199,26,34,PPCB,423,"37,14",3,Grupos Cidadãos Eleitores,BELMONTE
50104,501,BELMONTE,INGUIAS,AF,687,404,8,8,PS,241,"62,11",5,Partido,BELMONTE
50104,501,BELMONTE,INGUIAS,AF,687,404,8,8,PCP-PEV,30,"7,73",0,Coligação,BELMONTE
50104,501,BELMONTE,INGUIAS,AF,687,404,8,8,PPCB,117,"30,15",2,Grupos Cidadãos Eleitores,BELMONTE
50105,501,BELMONTE,MAÇAINHAS,AF,355,244,4,5,PS,136,"57,87",4,Partido,BELMONTE
50105,501,BELMONTE,MAÇAINHAS,AF,355,244,4,5,PCP-PEV,62,"26,38",2,Coligação,BELMONTE
50105,501,BELMONTE,MAÇAINHAS,AF,355,244,4,5,PPCB,37,"15,74",1,Grupos Cidadãos Eleitores,BELMONTE
50106,501,BELMONTE,UNIÃO DAS FREGUESIAS DE BELMONTE E COLMEAL DA TORRE,AF,3600,2187,64,74,PS,1118,"54,56",5,Partido,BELMONTE
50106,501,BELMONTE,UNIÃO DAS FREGUESIAS DE BELMONTE E COLMEAL DA TORRE,AF,3600,2187,64,74,PCP-PEV,208,"10,15",1,Coligação,BELMONTE
50106,501,BELMONTE,UNIÃO DAS FREGUESIAS DE BELMONTE E COLMEAL DA TORRE,AF,3600,2187,64,74,PPCB,723,"35,29",3,Grupos Cidadãos Eleitores,BELMONTE
50100,501,BELMONTE,NULL,CM,6646,4034,143,126,CDS-PP,103,"2,74",0,Partido,BELMONTE
50100,501,BELMONTE,NULL,CM,6646,4034,143,126,PS,2298,"61,04",4,Partido,BELMONTE
50100,501,BELMONTE,NULL,AM,6646,4024,167,121,PS,2159,"57,79",10,Partido,BELMONTE
50100,501,BELMONTE,NULL,CM,6646,4034,143,126,PCP-PEV,300,"7,97",0,Coligação,BELMONTE
50100,501,BELMONTE,NULL,AM,6646,4024,167,121,PCP-PEV,403,"10,79",1,Coligação,BELMONTE
50100,501,BELMONTE,NULL,CM,6646,4034,143,126,PPCB,1064,"28,26",1,Grupos Cidadãos Eleitores,BELMONTE
50100,501,BELMONTE,NULL,AM,6646,4024,167,121,PPCB,1174,"31,42",4,Grupos Cidadãos Eleitores,BELMONTE
140504,1405,BENAVENTE,BARROSA,AF,621,381,9,11,PS,226,"62,6",5,Partido,BENAVENTE
140504,1405,BENAVENTE,BARROSA,AF,621,381,9,11,PCP-PEV,135,"37,4",2,Coligação,BENAVENTE
140501,1405,BENAVENTE,BENAVENTE,AF,7495,3098,158,125,CDS-PP,111,"3,94",0,Partido,BENAVENTE
140501,1405,BENAVENTE,BENAVENTE,AF,7495,3098,158,125,PPD/PSD,665,"23,62",3,Partido,BENAVENTE
140501,1405,BENAVENTE,BENAVENTE,AF,7495,3098,158,125,PS,644,"22,88",3,Partido,BENAVENTE
140501,1405,BENAVENTE,BENAVENTE,AF,7495,3098,158,125,PCP-PEV,1395,"49,56",7,Coligação,BENAVENTE
140502,1405,BENAVENTE,SAMORA CORREIA,AF,13298,5068,251,190,CDS-PP,183,"3,96",0,Partido,BENAVENTE
140502,1405,BENAVENTE,SAMORA CORREIA,AF,13298,5068,251,190,PPD/PSD,748,"16,17",2,Partido,BENAVENTE
140502,1405,BENAVENTE,SAMORA CORREIA,AF,13298,5068,251,190,PS,1066,"23,04",3,Partido,BENAVENTE
140502,1405,BENAVENTE,SAMORA CORREIA,AF,13298,5068,251,190,PCP-PEV,2630,"56,84",8,Coligação,BENAVENTE
140503,1405,BENAVENTE,SANTO ESTÊVÃO,AF,1551,851,24,23,CDS-PP,0,0,0,Partido,BENAVENTE
140503,1405,BENAVENTE,SANTO ESTÊVÃO,AF,1551,851,24,23,PPD/PSD,407,"50,62",5,Partido,BENAVENTE
140503,1405,BENAVENTE,SANTO ESTÊVÃO,AF,1551,851,24,23,PS,205,"25,5",2,Partido,BENAVENTE
140503,1405,BENAVENTE,SANTO ESTÊVÃO,AF,1551,851,24,23,PCP-PEV,192,"23,88",2,Coligação,BENAVENTE
140500,1405,BENAVENTE,NULL,CM,22965,9399,494,360,CDS-PP,310,"3,63",0,Partido,BENAVENTE
140500,1405,BENAVENTE,NULL,AM,22965,9402,520,352,CDS-PP,375,"4,4",0,Partido,BENAVENTE
140500,1405,BENAVENTE,NULL,CM,22965,9399,494,360,PPD/PSD,1620,"18,96",1,Partido,BENAVENTE
140500,1405,BENAVENTE,NULL,AM,22965,9402,520,352,PPD/PSD,1584,"18,57",4,Partido,BENAVENTE
140500,1405,BENAVENTE,NULL,CM,22965,9399,494,360,PS,1797,"21,03",1,Partido,BENAVENTE
140500,1405,BENAVENTE,NULL,AM,22965,9402,520,352,PS,1934,"22,67",5,Partido,BENAVENTE
140500,1405,BENAVENTE,NULL,CM,22965,9399,494,360,PCP-PEV,4818,"56,38",5,Coligação,BENAVENTE
140500,1405,BENAVENTE,NULL,AM,22965,9402,520,352,PCP-PEV,4637,"54,36",12,Coligação,BENAVENTE
100502,1005,BOMBARRAL,CARVALHAL,AF,2481,1242,53,51,CDS-PP,94,"8,26",0,Partido,BOMBARRAL
100502,1005,BOMBARRAL,CARVALHAL,AF,2481,1242,53,51,PPD/PSD,689,"60,54",7,Partido,BOMBARRAL
100502,1005,BOMBARRAL,CARVALHAL,AF,2481,1242,53,51,PS,271,"23,81",2,Partido,BOMBARRAL
100502,1005,BOMBARRAL,CARVALHAL,AF,2481,1242,53,51,PCP-PEV,84,"7,38",0,Coligação,BOMBARRAL
100505,1005,BOMBARRAL,PÓ,AF,713,464,12,11,PPD/PSD,324,"73,47",6,Partido,BOMBARRAL
100505,1005,BOMBARRAL,PÓ,AF,713,464,12,11,PS,83,"18,82",1,Partido,BOMBARRAL
100505,1005,BOMBARRAL,PÓ,AF,713,464,12,11,PCP-PEV,34,"7,71",0,Coligação,BOMBARRAL
100503,1005,BOMBARRAL,ROLIÇA,AF,2407,1199,42,38,CDS-PP,151,"13,49",1,Partido,BOMBARRAL
100503,1005,BOMBARRAL,ROLIÇA,AF,2407,1199,42,38,PPD/PSD,476,"42,54",4,Partido,BOMBARRAL
100503,1005,BOMBARRAL,ROLIÇA,AF,2407,1199,42,38,PS,319,"28,51",3,Partido,BOMBARRAL
100503,1005,BOMBARRAL,ROLIÇA,AF,2407,1199,42,38,PCP-PEV,173,"15,46",1,Coligação,BOMBARRAL
100506,1005,BOMBARRAL,UNIÃO DAS FREGUESIAS DE BOMBARRAL E VALE COVO,AF,6327,3181,160,90,CDS-PP,441,"15,05",2,Partido,BOMBARRAL
100506,1005,BOMBARRAL,UNIÃO DAS FREGUESIAS DE BOMBARRAL E VALE COVO,AF,6327,3181,160,90,PPD/PSD,1105,"37,7",5,Partido,BOMBARRAL
100506,1005,BOMBARRAL,UNIÃO DAS FREGUESIAS DE BOMBARRAL E VALE COVO,AF,6327,3181,160,90,PS,947,"32,31",4,Partido,BOMBARRAL
100506,1005,BOMBARRAL,UNIÃO DAS FREGUESIAS DE BOMBARRAL E VALE COVO,AF,6327,3181,160,90,PCP-PEV,438,"14,94",2,Coligação,BOMBARRAL
100500,1005,BOMBARRAL,NULL,CM,11928,6084,315,197,CDS-PP,716,"12,85",1,Partido,BOMBARRAL
100500,1005,BOMBARRAL,NULL,AM,11928,6086,346,210,CDS-PP,818,"14,79",3,Partido,BOMBARRAL
100500,1005,BOMBARRAL,NULL,CM,11928,6084,315,197,PPD/PSD,2463,"44,2",3,Partido,BOMBARRAL
100500,1005,BOMBARRAL,NULL,AM,11928,6086,346,210,PPD/PSD,2131,"38,54",8,Partido,BOMBARRAL
100500,1005,BOMBARRAL,NULL,CM,11928,6084,315,197,PS,1611,"28,91",2,Partido,BOMBARRAL
100500,1005,BOMBARRAL,NULL,AM,11928,6086,346,210,PS,1726,"31,21",7,Partido,BOMBARRAL
100500,1005,BOMBARRAL,NULL,CM,11928,6084,315,197,PCP-PEV,782,"14,03",1,Coligação,BOMBARRAL
100500,1005,BOMBARRAL,NULL,AM,11928,6086,346,210,PCP-PEV,855,"15,46",3,Coligação,BOMBARRAL
70301,703,BORBA,BORBA (MATRIZ),AF,3090,2165,42,31,PPD/PSD,456,"21,8",2,Partido,BORBA
70301,703,BORBA,BORBA (MATRIZ),AF,3090,2165,42,31,PS,411,"19,65",2,Partido,BORBA
70301,703,BORBA,BORBA (MATRIZ),AF,3090,2165,42,31,PCP-PEV,385,"18,4",1,Coligação,BORBA
70301,703,BORBA,BORBA (MATRIZ),AF,3090,2165,42,31,MUB,840,"40,15",4,Grupos Cidadãos Eleitores,BORBA
70304,703,BORBA,BORBA (SÃO BARTOLOMEU),AF,724,539,6,14,PPD/PSD,106,"20,42",1,Partido,BORBA
70304,703,BORBA,BORBA (SÃO BARTOLOMEU),AF,724,539,6,14,PS,130,"25,05",2,Partido,BORBA
70304,703,BORBA,BORBA (SÃO BARTOLOMEU),AF,724,539,6,14,PCP-PEV,90,"17,34",1,Coligação,BORBA
70304,703,BORBA,BORBA (SÃO BARTOLOMEU),AF,724,539,6,14,MUB,193,"37,19",3,Grupos Cidadãos Eleitores,BORBA
70302,703,BORBA,ORADA,AF,691,519,12,8,PS,242,"48,5",3,Partido,BORBA
70302,703,BORBA,ORADA,AF,691,519,12,8,PCP-PEV,73,"14,63",1,Coligação,BORBA
70302,703,BORBA,ORADA,AF,691,519,12,8,MUB,184,"36,87",3,Grupos Cidadãos Eleitores,BORBA
70303,703,BORBA,RIO DE MOINHOS,AF,1841,1254,11,30,PPD/PSD,155,"12,78",1,Partido,BORBA
70303,703,BORBA,RIO DE MOINHOS,AF,1841,1254,11,30,PS,273,"22,51",2,Partido,BORBA
70303,703,BORBA,RIO DE MOINHOS,AF,1841,1254,11,30,PCP-PEV,201,"16,57",1,Coligação,BORBA
70303,703,BORBA,RIO DE MOINHOS,AF,1841,1254,11,30,MUB,584,"48,15",5,Grupos Cidadãos Eleitores,BORBA
70300,703,BORBA,NULL,CM,6349,4479,101,71,PPD/PSD,831,"19,29",1,Partido,BORBA
70300,703,BORBA,NULL,AM,6349,4480,93,83,PPD/PSD,719,"16,71",2,Partido,BORBA
70300,703,BORBA,NULL,CM,6349,4479,101,71,PS,1043,"24,22",1,Partido,BORBA
70300,703,BORBA,NULL,AM,6349,4480,93,83,PS,997,"23,16",4,Partido,BORBA
70300,703,BORBA,NULL,CM,6349,4479,101,71,PCP-PEV,791,"18,37",1,Coligação,BORBA
70300,703,BORBA,NULL,AM,6349,4480,93,83,PCP-PEV,660,"15,33",2,Coligação,BORBA
70300,703,BORBA,NULL,CM,6349,4479,101,71,MUB,1642,"38,12",2,Grupos Cidadãos Eleitores,BORBA
70300,703,BORBA,NULL,AM,6349,4480,93,83,MUB,1928,"44,8",7,Grupos Cidadãos Eleitores,BORBA
170217,1702,BOTICAS,ALTURAS DO BARROSO E CERDEDO,AF,786,365,11,3,PPD/PSD,282,"80,34",6,Partido,BOTICAS
170217,1702,BOTICAS,ALTURAS DO BARROSO E CERDEDO,AF,786,365,11,3,PS,69,"19,66",1,Partido,BOTICAS
170218,1702,BOTICAS,ARDÃOS E BOBADELA,AF,887,451,11,15,PPD/PSD,289,68,5,Partido,BOTICAS
170218,1702,BOTICAS,ARDÃOS E BOBADELA,AF,887,451,11,15,UT,136,32,2,Grupos Cidadãos Eleitores,BOTICAS
170203,1702,BOTICAS,BEÇA,AF,1151,625,42,7,PPD/PSD,576,100,9,Partido,BOTICAS
170219,1702,BOTICAS,BOTICAS E GRANJA,AF,1619,1026,27,18,PPD/PSD,554,"56,47",5,Partido,BOTICAS
170219,1702,BOTICAS,BOTICAS E GRANJA,AF,1619,1026,27,18,VBG,427,"43,53",4,Grupos Cidadãos Eleitores,BOTICAS
170220,1702,BOTICAS,"CODESSOSO, CURROS E FIÃES DO TÂMEGA",AF,472,218,23,7,PPD/PSD,188,100,7,Partido,BOTICAS
170208,1702,BOTICAS,COVAS DO BARROSO,AF,347,172,47,5,PPD/PSD,120,100,7,Partido,BOTICAS
170210,1702,BOTICAS,DORNELAS,AF,623,436,7,3,PPD/PSD,192,"45,07",3,Partido,BOTICAS
170210,1702,BOTICAS,DORNELAS,AF,623,436,7,3,CDI,234,"54,93",4,Grupos Cidadãos Eleitores,BOTICAS
170213,1702,BOTICAS,PINHO,AF,568,278,42,33,PPD/PSD,203,100,7,Partido,BOTICAS
170215,1702,BOTICAS,SAPIÃOS,AF,687,375,7,3,PPD/PSD,217,"59,45",4,Partido,BOTICAS
