DICOFR ,Ref_Municipio_INE,Concelho,Freguesia,Orgao,Inscritos,Votantes,Brancos,Nulos,Sigla,Votos,Percentagem,M,Tipo,dsc_municipio
140104,1401,ABRANTES,BEMPOSTA,AF,1710,1082,23,50,PPD/PSD,187,"18,53",2,Partido,ABRANTES
140104,1401,ABRANTES,BEMPOSTA,AF,1710,1082,23,50,PS,454,45,4,Partido,ABRANTES
140104,1401,ABRANTES,BEMPOSTA,AF,1710,1082,23,50,PCP-PEV,183,"18,14",1,Coligação,ABRANTES
140104,1401,ABRANTES,BEMPOSTA,AF,1710,1082,23,50,ipb,185,"18,33",2,Grupos Cidadãos Eleitores,ABRANTES
140119,1401,ABRANTES,CARVALHAL,AF,768,461,22,15,CDS-PP,102,"24,06",1,Partido,ABRANTES
140119,1401,ABRANTES,CARVALHAL,AF,768,461,22,15,PS,322,"75,94",6,Partido,ABRANTES
140118,1401,ABRANTES,FONTES,AF,612,372,14,16,CDS-PP,56,"16,37",1,Partido,ABRANTES
140118,1401,ABRANTES,FONTES,AF,612,372,14,16,PS,286,"83,63",6,Partido,ABRANTES
140105,1401,ABRANTES,MARTINCHEL,AF,634,410,12,14,CDS-PP,46,"11,98",1,Partido,ABRANTES
140105,1401,ABRANTES,MARTINCHEL,AF,634,410,12,14,PPD/PSD,158,"41,15",3,Partido,ABRANTES
140105,1401,ABRANTES,MARTINCHEL,AF,634,410,12,14,PS,180,"46,88",3,Partido,ABRANTES
140106,1401,ABRANTES,MOURISCAS,AF,1553,997,26,27,CDS-PP,80,"8,47",0,Partido,ABRANTES
140106,1401,ABRANTES,MOURISCAS,AF,1553,997,26,27,PS,331,"35,06",3,Partido,ABRANTES
140106,1401,ABRANTES,MOURISCAS,AF,1553,997,26,27,PCP-PEV,337,"35,7",4,Coligação,ABRANTES
140106,1401,ABRANTES,MOURISCAS,AF,1553,997,26,27,AGIMOS,196,"20,76",2,Grupos Cidadãos Eleitores,ABRANTES
140107,1401,ABRANTES,PEGO,AF,2191,1053,52,27,B.E.,181,"18,58",2,Partido,ABRANTES
140107,1401,ABRANTES,PEGO,AF,2191,1053,52,27,CDS-PP,54,"5,54",0,Partido,ABRANTES
140107,1401,ABRANTES,PEGO,AF,2191,1053,52,27,PS,573,"58,83",6,Partido,ABRANTES
140107,1401,ABRANTES,PEGO,AF,2191,1053,52,27,PCP-PEV,166,"17,04",1,Coligação,ABRANTES
140108,1401,ABRANTES,RIO DE MOINHOS,AF,1156,605,14,21,CDS-PP,25,"4,39",0,Partido,ABRANTES
140108,1401,ABRANTES,RIO DE MOINHOS,AF,1156,605,14,21,PPD/PSD,256,"44,91",4,Partido,ABRANTES
140108,1401,ABRANTES,RIO DE MOINHOS,AF,1156,605,14,21,PS,230,"40,35",4,Partido,ABRANTES
140108,1401,ABRANTES,RIO DE MOINHOS,AF,1156,605,14,21,PCP-PEV,59,"10,35",1,Coligação,ABRANTES
140115,1401,ABRANTES,TRAMAGAL,AF,3094,1712,47,34,CDS-PP,47,"2,88",0,Partido,ABRANTES
140115,1401,ABRANTES,TRAMAGAL,AF,3094,1712,47,34,PPD/PSD,475,"29,12",3,Partido,ABRANTES
140115,1401,ABRANTES,TRAMAGAL,AF,3094,1712,47,34,PS,877,"53,77",5,Partido,ABRANTES
140115,1401,ABRANTES,TRAMAGAL,AF,3094,1712,47,34,PCP-PEV,232,"14,22",1,Coligação,ABRANTES
140120,1401,ABRANTES,UNIÃO DAS FREGUESIAS DE ABRANTES (SÃO VICENTE E SÃO JOÃO) E ALFERRAREDE,AF,14603,6655,411,300,B.E.,522,"8,78",1,Partido,ABRANTES
140120,1401,ABRANTES,UNIÃO DAS FREGUESIAS DE ABRANTES (SÃO VICENTE E SÃO JOÃO) E ALFERRAREDE,AF,14603,6655,411,300,CDS-PP,596,"10,03",1,Partido,ABRANTES
140120,1401,ABRANTES,UNIÃO DAS FREGUESIAS DE ABRANTES (SÃO VICENTE E SÃO JOÃO) E ALFERRAREDE,AF,14603,6655,411,300,PPD/PSD,1424,"23,96",3,Partido,ABRANTES
140120,1401,ABRANTES,UNIÃO DAS FREGUESIAS DE ABRANTES (SÃO VICENTE E SÃO JOÃO) E ALFERRAREDE,AF,14603,6655,411,300,PS,2668,"44,89",7,Partido,ABRANTES
140120,1401,ABRANTES,UNIÃO DAS FREGUESIAS DE ABRANTES (SÃO VICENTE E SÃO JOÃO) E ALFERRAREDE,AF,14603,6655,411,300,PCP-PEV,734,"12,35",1,Coligação,ABRANTES
140121,1401,ABRANTES,UNIÃO DAS FREGUESIAS DE ALDEIA DO MATO E SOUTO,AF,892,598,14,13,CDS-PP,21,"3,68",0,Partido,ABRANTES
140121,1401,ABRANTES,UNIÃO DAS FREGUESIAS DE ALDEIA DO MATO E SOUTO,AF,892,598,14,13,PPD/PSD,292,"51,14",4,Partido,ABRANTES
140121,1401,ABRANTES,UNIÃO DAS FREGUESIAS DE ALDEIA DO MATO E SOUTO,AF,892,598,14,13,PS,258,"45,18",3,Partido,ABRANTES
140122,1401,ABRANTES,UNIÃO DAS FREGUESIAS DE ALVEGA E CONCAVADA,AF,1946,1183,26,20,CDS-PP,116,"10,2",1,Partido,ABRANTES
140122,1401,ABRANTES,UNIÃO DAS FREGUESIAS DE ALVEGA E CONCAVADA,AF,1946,1183,26,20,PPD/PSD,233,"20,49",2,Partido,ABRANTES
140122,1401,ABRANTES,UNIÃO DAS FREGUESIAS DE ALVEGA E CONCAVADA,AF,1946,1183,26,20,PS,540,"47,49",4,Partido,ABRANTES
140122,1401,ABRANTES,UNIÃO DAS FREGUESIAS DE ALVEGA E CONCAVADA,AF,1946,1183,26,20,PCP-PEV,248,"21,81",2,Coligação,ABRANTES
140123,1401,ABRANTES,UNIÃO DAS FREGUESIAS DE SÃO FACUNDO E VALE DAS MÓS,AF,1400,912,35,18,CDS-PP,44,"5,12",0,Partido,ABRANTES
140123,1401,ABRANTES,UNIÃO DAS FREGUESIAS DE SÃO FACUNDO E VALE DAS MÓS,AF,1400,912,35,18,PPD/PSD,114,"13,27",1,Partido,ABRANTES
140123,1401,ABRANTES,UNIÃO DAS FREGUESIAS DE SÃO FACUNDO E VALE DAS MÓS,AF,1400,912,35,18,PS,458,"53,32",5,Partido,ABRANTES
140123,1401,ABRANTES,UNIÃO DAS FREGUESIAS DE SÃO FACUNDO E VALE DAS MÓS,AF,1400,912,35,18,PCP-PEV,243,"28,29",3,Coligação,ABRANTES
140124,1401,ABRANTES,UNIÃO DAS FREGUESIAS DE SÃO MIGUEL DO RIO TORTO E ROSSIO AO SUL DO TEJO,AF,4516,2170,104,65,B.E.,138,"6,9",0,Partido,ABRANTES
140124,1401,ABRANTES,UNIÃO DAS FREGUESIAS DE SÃO MIGUEL DO RIO TORTO E ROSSIO AO SUL DO TEJO,AF,4516,2170,104,65,CDS-PP,78,"3,9",0,Partido,ABRANTES
140124,1401,ABRANTES,UNIÃO DAS FREGUESIAS DE SÃO MIGUEL DO RIO TORTO E ROSSIO AO SUL DO TEJO,AF,4516,2170,104,65,PPD/PSD,280,"13,99",1,Partido,ABRANTES
140124,1401,ABRANTES,UNIÃO DAS FREGUESIAS DE SÃO MIGUEL DO RIO TORTO E ROSSIO AO SUL DO TEJO,AF,4516,2170,104,65,PS,1201,"60,02",7,Partido,ABRANTES
140124,1401,ABRANTES,UNIÃO DAS FREGUESIAS DE SÃO MIGUEL DO RIO TORTO E ROSSIO AO SUL DO TEJO,AF,4516,2170,104,65,PCP-PEV,304,"15,19",1,Coligação,ABRANTES
140100,1401,ABRANTES,NULL,CM,35075,18210,889,630,B.E.,1186,"7,11",0,Partido,ABRANTES
140100,1401,ABRANTES,NULL,AM,35075,18208,927,647,B.E.,1317,"7,92",1,Partido,ABRANTES
140100,1401,ABRANTES,NULL,CM,35075,18210,889,630,CDS-PP,1090,"6,53",0,Partido,ABRANTES
140100,1401,ABRANTES,NULL,AM,35075,18208,927,647,CDS-PP,1152,"6,93",1,Partido,ABRANTES
140100,1401,ABRANTES,NULL,CM,35075,18210,889,630,PPD/PSD,3393,"20,33",1,Partido,ABRANTES
140100,1401,ABRANTES,NULL,AM,35075,18208,927,647,PPD/PSD,3456,"20,78",5,Partido,ABRANTES
140100,1401,ABRANTES,NULL,CM,35075,18210,889,630,PS,8620,"51,64",5,Partido,ABRANTES
140100,1401,ABRANTES,NULL,AM,35075,18208,927,647,PS,8207,"49,34",11,Partido,ABRANTES
140100,1401,ABRANTES,NULL,CM,35075,18210,889,630,PCP-PEV,2402,"14,39",1,Coligação,ABRANTES
140100,1401,ABRANTES,NULL,AM,35075,18208,927,647,PCP-PEV,2502,"15,04",3,Coligação,ABRANTES
10103,101,ÁGUEDA,AGUADA DE CIMA,AF,3686,1842,58,31,PS,1114,"63,55",6,Partido,ÁGUEDA
10103,101,ÁGUEDA,AGUADA DE CIMA,AF,3686,1842,58,31,PPD/PSD.CDS-PP,639,"36,45",3,Coligação,ÁGUEDA
10109,101,ÁGUEDA,FERMENTELOS,AF,2861,1677,68,26,PPD/PSD.CDS-PP,795,"50,22",5,Coligação,ÁGUEDA
10109,101,ÁGUEDA,FERMENTELOS,AF,2861,1677,68,26,M.G.F.,788,"49,78",4,Grupos Cidadãos Eleitores,ÁGUEDA
10112,101,ÁGUEDA,MACINHATA DO VOUGA,AF,3108,1496,68,60,PS,943,"68,93",7,Partido,ÁGUEDA
10112,101,ÁGUEDA,MACINHATA DO VOUGA,AF,3108,1496,68,60,PCP-PEV,73,"5,34",0,Coligação,ÁGUEDA
10112,101,ÁGUEDA,MACINHATA DO VOUGA,AF,3108,1496,68,60,PPD/PSD.CDS-PP,352,"25,73",2,Coligação,ÁGUEDA
10121,101,ÁGUEDA,UNIÃO DAS FREGUESIAS DE ÁGUEDA E BORRALHA,AF,12381,5905,237,136,PS,3634,"65,69",9,Partido,ÁGUEDA
10121,101,ÁGUEDA,UNIÃO DAS FREGUESIAS DE ÁGUEDA E BORRALHA,AF,12381,5905,237,136,PCP-PEV,278,"5,03",0,Coligação,ÁGUEDA
10121,101,ÁGUEDA,UNIÃO DAS FREGUESIAS DE ÁGUEDA E BORRALHA,AF,12381,5905,237,136,PPD/PSD.CDS-PP,1620,"29,28",4,Coligação,ÁGUEDA
10122,101,ÁGUEDA,UNIÃO DAS FREGUESIAS DE BARRÔ E AGUADA DE BAIXO,AF,3190,1751,58,51,PS,514,"31,3",3,Partido,ÁGUEDA
10122,101,ÁGUEDA,UNIÃO DAS FREGUESIAS DE BARRÔ E AGUADA DE BAIXO,AF,3190,1751,58,51,PPD/PSD.CDS-PP,691,"42,08",4,Coligação,ÁGUEDA
10122,101,ÁGUEDA,UNIÃO DAS FREGUESIAS DE BARRÔ E AGUADA DE BAIXO,AF,3190,1751,58,51,L.I.A.B.B.,437,"26,61",2,Grupos Cidadãos Eleitores,ÁGUEDA
10123,101,ÁGUEDA,"UNIÃO DAS FREGUESIAS DE BELAZAIMA DO CHÃO, CASTANHEIRA DO VOUGA E AGADÃO",AF,1525,1071,67,20,PS,285,"28,96",2,Partido,ÁGUEDA
10123,101,ÁGUEDA,"UNIÃO DAS FREGUESIAS DE BELAZAIMA DO CHÃO, CASTANHEIRA DO VOUGA E AGADÃO",AF,1525,1071,67,20,PPD/PSD.CDS-PP,699,"71,04",7,Coligação,ÁGUEDA
10124,101,ÁGUEDA,UNIÃO DAS FREGUESIAS DE RECARDÃES E ESPINHEL,AF,5430,3106,97,102,PS,849,"29,21",4,Partido,ÁGUEDA
10124,101,ÁGUEDA,UNIÃO DAS FREGUESIAS DE RECARDÃES E ESPINHEL,AF,5430,3106,97,102,PCP-PEV,85,"2,92",0,Coligação,ÁGUEDA
10124,101,ÁGUEDA,UNIÃO DAS FREGUESIAS DE RECARDÃES E ESPINHEL,AF,5430,3106,97,102,PPD/PSD.CDS-PP,1515,"52,12",7,Coligação,ÁGUEDA
10124,101,ÁGUEDA,UNIÃO DAS FREGUESIAS DE RECARDÃES E ESPINHEL,AF,5430,3106,97,102,LP,458,"15,76",2,Grupos Cidadãos Eleitores,ÁGUEDA
10125,101,ÁGUEDA,UNIÃO DAS FREGUESIAS DE TRAVASSÔ E ÓIS DA RIBEIRA,AF,2131,1366,65,33,PS,698,"55,05",5,Partido,ÁGUEDA
10125,101,ÁGUEDA,UNIÃO DAS FREGUESIAS DE TRAVASSÔ E ÓIS DA RIBEIRA,AF,2131,1366,65,33,PPD/PSD.CDS-PP,570,"44,95",4,Coligação,ÁGUEDA
10126,101,ÁGUEDA,"UNIÃO DAS FREGUESIAS DE TROFA, SEGADÃES E LAMAS DO VOUGA",AF,4122,2361,106,77,PS,921,"42,29",4,Partido,ÁGUEDA
10126,101,ÁGUEDA,"UNIÃO DAS FREGUESIAS DE TROFA, SEGADÃES E LAMAS DO VOUGA",AF,4122,2361,106,77,PCP-PEV,124,"5,69",0,Coligação,ÁGUEDA
10126,101,ÁGUEDA,"UNIÃO DAS FREGUESIAS DE TROFA, SEGADÃES E LAMAS DO VOUGA",AF,4122,2361,106,77,PPD/PSD.CDS-PP,1133,"52,02",5,Coligação,ÁGUEDA
10127,101,ÁGUEDA,UNIÃO DAS FREGUESIAS DO PRÉSTIMO E MACIEIRA DE ALCOBA,AF,908,589,19,12,PPD/PSD.CDS-PP,398,"71,33",5,Coligação,ÁGUEDA
10127,101,ÁGUEDA,UNIÃO DAS FREGUESIAS DO PRÉSTIMO E MACIEIRA DE ALCOBA,AF,908,589,19,12,L.I.P.M.,160,"28,67",2,Grupos Cidadãos Eleitores,ÁGUEDA
10119,101,ÁGUEDA,VALONGO DO VOUGA,AF,4421,2355,109,82,PS,964,"44,55",4,Partido,ÁGUEDA
10119,101,ÁGUEDA,VALONGO DO VOUGA,AF,4421,2355,109,82,PCP-PEV,199,"9,2",0,Coligação,ÁGUEDA
10119,101,ÁGUEDA,VALONGO DO VOUGA,AF,4421,2355,109,82,PPD/PSD.CDS-PP,1001,"46,26",5,Coligação,ÁGUEDA
10100,101,ÁGUEDA,NULL,CM,43763,23373,1040,556,PS,13715,"62,98",5,Partido,ÁGUEDA
10100,101,ÁGUEDA,NULL,AM,43763,23374,1301,557,PS,12096,"56,22",12,Partido,ÁGUEDA
10100,101,ÁGUEDA,NULL,CM,43763,23373,1040,556,PCP-PEV,918,"4,22",0,Coligação,ÁGUEDA
10100,101,ÁGUEDA,NULL,AM,43763,23374,1301,557,PCP-PEV,1365,"6,34",1,Coligação,ÁGUEDA
10100,101,ÁGUEDA,NULL,CM,43763,23373,1040,556,PPD/PSD.CDS-PP,7144,"32,81",2,Coligação,ÁGUEDA
10100,101,ÁGUEDA,NULL,AM,43763,23374,1301,557,PPD/PSD.CDS-PP,8055,"37,44",8,Coligação,ÁGUEDA
90102,901,AGUIAR DA BEIRA,CARAPITO,AF,496,341,4,3,PPD/PSD,228,"68,26",5,Partido,AGUIAR DA BEIRA
90102,901,AGUIAR DA BEIRA,CARAPITO,AF,496,341,4,3,miupnt,106,"31,74",2,Grupos Cidadãos Eleitores,AGUIAR DA BEIRA
90103,901,AGUIAR DA BEIRA,CORTIÇADA,AF,493,340,1,2,PPD/PSD,135,"40,06",3,Partido,AGUIAR DA BEIRA
90103,901,AGUIAR DA BEIRA,CORTIÇADA,AF,493,340,1,2,miupnt,202,"59,94",4,Grupos Cidadãos Eleitores,AGUIAR DA BEIRA
90105,901,AGUIAR DA BEIRA,DORNELAS,AF,730,482,6,8,PPD/PSD,176,"37,61",3,Partido,AGUIAR DA BEIRA
90105,901,AGUIAR DA BEIRA,DORNELAS,AF,730,482,6,8,miupnt,292,"62,39",4,Grupos Cidadãos Eleitores,AGUIAR DA BEIRA
90106,901,AGUIAR DA BEIRA,EIRADO,AF,301,218,2,3,PPD/PSD,83,"38,97",3,Partido,AGUIAR DA BEIRA
90106,901,AGUIAR DA BEIRA,EIRADO,AF,301,218,2,3,miupnt,130,"61,03",4,Grupos Cidadãos Eleitores,AGUIAR DA BEIRA
90107,901,AGUIAR DA BEIRA,FORNINHOS,AF,267,189,1,3,PPD/PSD,120,"64,86",5,Partido,AGUIAR DA BEIRA
90107,901,AGUIAR DA BEIRA,FORNINHOS,AF,267,189,1,3,miupnt,65,"35,14",2,Grupos Cidadãos Eleitores,AGUIAR DA BEIRA
90109,901,AGUIAR DA BEIRA,PENA VERDE,AF,914,648,9,21,PPD/PSD,393,"63,59",5,Partido,AGUIAR DA BEIRA
90109,901,AGUIAR DA BEIRA,PENA VERDE,AF,914,648,9,21,miupnt,225,"36,41",2,Grupos Cidadãos Eleitores,AGUIAR DA BEIRA
90110,901,AGUIAR DA BEIRA,PINHEIRO,AF,380,221,0,5,PPD/PSD,104,"48,15",3,Partido,AGUIAR DA BEIRA
90110,901,AGUIAR DA BEIRA,PINHEIRO,AF,380,221,0,5,miupnt,112,"51,85",4,Grupos Cidadãos Eleitores,AGUIAR DA BEIRA
90114,901,AGUIAR DA BEIRA,UNIÃO DAS FREGUESIAS DE AGUIAR DA BEIRA E CORUCHE,AF,1896,1187,17,27,PPD/PSD,239,"20,91",2,Partido,AGUIAR DA BEIRA
90114,901,AGUIAR DA BEIRA,UNIÃO DAS FREGUESIAS DE AGUIAR DA BEIRA E CORUCHE,AF,1896,1187,17,27,PCP-PEV,9,"0,79",0,Coligação,AGUIAR DA BEIRA
90114,901,AGUIAR DA BEIRA,UNIÃO DAS FREGUESIAS DE AGUIAR DA BEIRA E CORUCHE,AF,1896,1187,17,27,miupnt,895,"78,3",7,Grupos Cidadãos Eleitores,AGUIAR DA BEIRA
90115,901,AGUIAR DA BEIRA,UNIÃO DAS FREGUESIAS DE SEQUEIROS E GRADIZ,AF,580,374,7,8,PPD/PSD,204,"56,82",4,Partido,AGUIAR DA BEIRA
90115,901,AGUIAR DA BEIRA,UNIÃO DAS FREGUESIAS DE SEQUEIROS E GRADIZ,AF,580,374,7,8,miupnt,155,"43,18",3,Grupos Cidadãos Eleitores,AGUIAR DA BEIRA
90116,901,AGUIAR DA BEIRA,UNIÃO DAS FREGUESIAS DE SOUTO DE AGUIAR DA BEIRA E VALVERDE,AF,591,375,15,7,PPD/PSD,174,"49,29",3,Partido,AGUIAR DA BEIRA
90116,901,AGUIAR DA BEIRA,UNIÃO DAS FREGUESIAS DE SOUTO DE AGUIAR DA BEIRA E VALVERDE,AF,591,375,15,7,miupnt,179,"50,71",4,Grupos Cidadãos Eleitores,AGUIAR DA BEIRA
90100,901,AGUIAR DA BEIRA,NULL,CM,6648,4375,71,89,PPD/PSD,1955,"46,38",2,Partido,AGUIAR DA BEIRA
90100,901,AGUIAR DA BEIRA,NULL,AM,6648,4374,98,87,PPD/PSD,1798,"42,92",6,Partido,AGUIAR DA BEIRA
90100,901,AGUIAR DA BEIRA,NULL,CM,6648,4375,71,89,PCP-PEV,33,"0,78",0,Coligação,AGUIAR DA BEIRA
90100,901,AGUIAR DA BEIRA,NULL,AM,6648,4374,98,87,PCP-PEV,47,"1,12",0,Coligação,AGUIAR DA BEIRA
90100,901,AGUIAR DA BEIRA,NULL,CM,6648,4375,71,89,miupnt,2227,"52,84",3,Grupos Cidadãos Eleitores,AGUIAR DA BEIRA
90100,901,AGUIAR DA BEIRA,NULL,AM,6648,4374,98,87,miupnt,2344,"55,96",9,Grupos Cidadãos Eleitores,AGUIAR DA BEIRA
70104,701,ALANDROAL,CAPELINS (SANTO ANTÓNIO),AF,497,372,8,5,PPD/PSD,18,"5,01",0,Partido,ALANDROAL
70104,701,ALANDROAL,CAPELINS (SANTO ANTÓNIO),AF,497,372,8,5,PS,119,"33,15",2,Partido,ALANDROAL
70104,701,ALANDROAL,CAPELINS (SANTO ANTÓNIO),AF,497,372,8,5,PCP-PEV,167,"46,52",4,Coligação,ALANDROAL
70104,701,ALANDROAL,CAPELINS (SANTO ANTÓNIO),AF,497,372,8,5,DITA,55,"15,32",1,Grupos Cidadãos Eleitores,ALANDROAL
70103,701,ALANDROAL,SANTIAGO MAIOR,AF,2022,1601,10,25,B.E.,50,"3,19",0,Partido,ALANDROAL
70103,701,ALANDROAL,SANTIAGO MAIOR,AF,2022,1601,10,25,PPD/PSD,61,"3,9",0,Partido,ALANDROAL
70103,701,ALANDROAL,SANTIAGO MAIOR,AF,2022,1601,10,25,PS,413,"26,37",2,Partido,ALANDROAL
70103,701,ALANDROAL,SANTIAGO MAIOR,AF,2022,1601,10,25,PCP-PEV,855,"54,6",6,Coligação,ALANDROAL
70103,701,ALANDROAL,SANTIAGO MAIOR,AF,2022,1601,10,25,DITA,187,"11,94",1,Grupos Cidadãos Eleitores,ALANDROAL
70105,701,ALANDROAL,TERENA (SÃO PEDRO),AF,685,486,1,3,PPD/PSD,41,"8,51",0,Partido,ALANDROAL
70105,701,ALANDROAL,TERENA (SÃO PEDRO),AF,685,486,1,3,PS,197,"40,87",3,Partido,ALANDROAL
70105,701,ALANDROAL,TERENA (SÃO PEDRO),AF,685,486,1,3,PCP-PEV,228,"47,3",4,Coligação,ALANDROAL
70105,701,ALANDROAL,TERENA (SÃO PEDRO),AF,685,486,1,3,DITA,16,"3,32",0,Grupos Cidadãos Eleitores,ALANDROAL
70107,701,ALANDROAL,"UNIÃO DAS FREGUESIAS DE ALANDROAL (NOSSA SENHORA DA CONCEIÇÃO), SÃO BRÁS DOS MATOS (MINA DO BUGALHO) E JUROMENHA (NOSSA SENHORA DO LORETO)",AF,1970,1490,10,25,B.E.,87,"5,98",0,Partido,ALANDROAL
70107,701,ALANDROAL,"UNIÃO DAS FREGUESIAS DE ALANDROAL (NOSSA SENHORA DA CONCEIÇÃO), SÃO BRÁS DOS MATOS (MINA DO BUGALHO) E JUROMENHA (NOSSA SENHORA DO LORETO)",AF,1970,1490,10,25,PPD/PSD,128,"8,8",1,Partido,ALANDROAL
70107,701,ALANDROAL,"UNIÃO DAS FREGUESIAS DE ALANDROAL (NOSSA SENHORA DA CONCEIÇÃO), SÃO BRÁS DOS MATOS (MINA DO BUGALHO) E JUROMENHA (NOSSA SENHORA DO LORETO)",AF,1970,1490,10,25,PS,172,"11,82",1,Partido,ALANDROAL
70107,701,ALANDROAL,"UNIÃO DAS FREGUESIAS DE ALANDROAL (NOSSA SENHORA DA CONCEIÇÃO), SÃO BRÁS DOS MATOS (MINA DO BUGALHO) E JUROMENHA (NOSSA SENHORA DO LORETO)",AF,1970,1490,10,25,PCP-PEV,593,"40,76",4,Coligação,ALANDROAL
70107,701,ALANDROAL,"UNIÃO DAS FREGUESIAS DE ALANDROAL (NOSSA SENHORA DA CONCEIÇÃO), SÃO BRÁS DOS MATOS (MINA DO BUGALHO) E JUROMENHA (NOSSA SENHORA DO LORETO)",AF,1970,1490,10,25,DITA,475,"32,65",3,Grupos Cidadãos Eleitores,ALANDROAL
70100,701,ALANDROAL,NULL,CM,5174,3993,39,43,B.E.,57,"1,46",0,Partido,ALANDROAL
70100,701,ALANDROAL,NULL,AM,5174,3993,44,70,B.E.,82,"2,11",0,Partido,ALANDROAL
70100,701,ALANDROAL,NULL,CM,5174,3993,39,43,PPD/PSD,146,"3,73",0,Partido,ALANDROAL
70100,701,ALANDROAL,NULL,AM,5174,3993,44,70,PPD/PSD,235,"6,06",1,Partido,ALANDROAL
70100,701,ALANDROAL,NULL,CM,5174,3993,39,43,PS,698,"17,85",1,Partido,ALANDROAL
70100,701,ALANDROAL,NULL,AM,5174,3993,44,70,PS,783,"20,19",3,Partido,ALANDROAL
70100,701,ALANDROAL,NULL,CM,5174,3993,39,43,PCP-PEV,2172,"55,54",3,Coligação,ALANDROAL
70100,701,ALANDROAL,NULL,AM,5174,3993,44,70,PCP-PEV,2001,"51,59",8,Coligação,ALANDROAL
70100,701,ALANDROAL,NULL,CM,5174,3993,39,43,DITA,838,"21,43",1,Grupos Cidadãos Eleitores,ALANDROAL
70100,701,ALANDROAL,NULL,AM,5174,3993,44,70,DITA,778,"20,06",3,Grupos Cidadãos Eleitores,ALANDROAL
10209,102,ALBERGARIA-A-VELHA,ALBERGARIA-A-VELHA E VALMAIOR,AF,9464,4851,198,128,B.E.,151,"3,34",0,Partido,ALBERGARIA-A-VELHA
10209,102,ALBERGARIA-A-VELHA,ALBERGARIA-A-VELHA E VALMAIOR,AF,9464,4851,198,128,CDS-PP,2209,"48,82",7,Partido,ALBERGARIA-A-VELHA
10209,102,ALBERGARIA-A-VELHA,ALBERGARIA-A-VELHA E VALMAIOR,AF,9464,4851,198,128,PPD/PSD,1425,"31,49",5,Partido,ALBERGARIA-A-VELHA
10209,102,ALBERGARIA-A-VELHA,ALBERGARIA-A-VELHA E VALMAIOR,AF,9464,4851,198,128,PS,555,"12,27",1,Partido,ALBERGARIA-A-VELHA
10209,102,ALBERGARIA-A-VELHA,ALBERGARIA-A-VELHA E VALMAIOR,AF,9464,4851,198,128,PCP-PEV,185,"4,09",0,Coligação,ALBERGARIA-A-VELHA
10202,102,ALBERGARIA-A-VELHA,ALQUERUBIM,AF,2110,1204,24,28,CDS-PP,291,"25,26",2,Partido,ALBERGARIA-A-VELHA
10202,102,ALBERGARIA-A-VELHA,ALQUERUBIM,AF,2110,1204,24,28,PPD/PSD,589,"51,13",5,Partido,ALBERGARIA-A-VELHA
10202,102,ALBERGARIA-A-VELHA,ALQUERUBIM,AF,2110,1204,24,28,PS,272,"23,61",2,Partido,ALBERGARIA-A-VELHA
10203,102,ALBERGARIA-A-VELHA,ANGEJA,AF,1955,1255,25,23,CDS-PP,154,"12,76",1,Partido,ALBERGARIA-A-VELHA
10203,102,ALBERGARIA-A-VELHA,ANGEJA,AF,1955,1255,25,23,PPD/PSD,785,"65,04",7,Partido,ALBERGARIA-A-VELHA
10203,102,ALBERGARIA-A-VELHA,ANGEJA,AF,1955,1255,25,23,PS,183,"15,16",1,Partido,ALBERGARIA-A-VELHA
10203,102,ALBERGARIA-A-VELHA,ANGEJA,AF,1955,1255,25,23,PCP-PEV,85,"7,04",0,Coligação,ALBERGARIA-A-VELHA
10204,102,ALBERGARIA-A-VELHA,BRANCA,AF,5014,2960,72,63,CDS-PP,1387,"49,1",7,Partido,ALBERGARIA-A-VELHA
10204,102,ALBERGARIA-A-VELHA,BRANCA,AF,5014,2960,72,63,PPD/PSD,1161,"41,1",6,Partido,ALBERGARIA-A-VELHA
10204,102,ALBERGARIA-A-VELHA,BRANCA,AF,5014,2960,72,63,PS,179,"6,34",0,Partido,ALBERGARIA-A-VELHA
10204,102,ALBERGARIA-A-VELHA,BRANCA,AF,5014,2960,72,63,PCP-PEV,98,"3,47",0,Coligação,ALBERGARIA-A-VELHA
10206,102,ALBERGARIA-A-VELHA,RIBEIRA DE FRÁGUAS,AF,1628,1058,29,28,CDS-PP,675,"67,43",7,Partido,ALBERGARIA-A-VELHA
10206,102,ALBERGARIA-A-VELHA,RIBEIRA DE FRÁGUAS,AF,1628,1058,29,28,PPD/PSD,191,"19,08",1,Partido,ALBERGARIA-A-VELHA
10206,102,ALBERGARIA-A-VELHA,RIBEIRA DE FRÁGUAS,AF,1628,1058,29,28,PS,117,"11,69",1,Partido,ALBERGARIA-A-VELHA
10206,102,ALBERGARIA-A-VELHA,RIBEIRA DE FRÁGUAS,AF,1628,1058,29,28,PCP-PEV,18,"1,8",0,Coligação,ALBERGARIA-A-VELHA
10210,102,ALBERGARIA-A-VELHA,SÃO JOÃO DE LOURE E FROSSOS,AF,2640,1782,46,33,CDS-PP,613,36,3,Partido,ALBERGARIA-A-VELHA
10210,102,ALBERGARIA-A-VELHA,SÃO JOÃO DE LOURE E FROSSOS,AF,2640,1782,46,33,PPD/PSD,920,"54,02",5,Partido,ALBERGARIA-A-VELHA
10210,102,ALBERGARIA-A-VELHA,SÃO JOÃO DE LOURE E FROSSOS,AF,2640,1782,46,33,PS,170,"9,98",1,Partido,ALBERGARIA-A-VELHA
